"TOA5","25922","CR1000X","25922","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Diagnostic_Data"
"TIMESTAMP","RECORD","Batt_volt","PTemp","Tmax_Outer","Tmax_Inner","uTmax_Outer","uTmax_Inner","AvgVolts","AvgCurrent","MinVolts","MaxVolts","Diagnostic"
"TS","RN","","","secs","secs","sec","sec","Volts","amps","Volts","Volts",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-05-03 09:20:00",0,12.67,21.39,52.323,47.416,52.168,48.397,11.39,0.296,12.06,11.38,0
"2022-05-03 09:40:00",1,12.65,25.75,55.522,48.394,57.951,49.943,11.41,0.297,12.08,11.4,0
"2022-05-03 10:00:00",2,12.65,23.25,51.591,47.612,50.713,49.163,11.41,0.296,12.07,11.4,0
"2022-05-03 10:20:00",3,12.65,21.36,52.626,48.803,51.902,48.699,11.41,0.296,12.07,11.4,0
"2022-05-03 10:40:00",4,12.65,25.45,51.618,47.121,51.875,48.93,11.41,0.297,12.07,11.4,0
"2022-05-03 11:00:00",5,12.65,23.44,54.912,48.609,55.015,48.763,11.41,0.296,12.07,11.4,0
"2022-05-03 11:20:00",6,12.64,21.15,54.374,49.722,55.15,49.463,11.4,0.296,12.06,11.4,0
"2022-05-03 11:40:00",7,12.64,19.39,54.819,48.929,55.078,48.413,11.4,0.296,12.05,11.39,0
"2022-05-03 12:00:00",8,12.64,18.64,50.993,46.755,51.096,47.738,11.4,0.296,12.05,11.39,0
"2022-05-03 12:20:00",9,12.63,19.06,53.422,47.944,52.285,48.408,11.39,0.296,12.05,11.39,0
"2022-05-03 12:40:00",10,12.64,21.64,51.981,48.312,51.257,48.621,11.4,0.296,12.06,11.39,0
"2022-05-03 13:00:00",11,12.64,33.83,53.932,49.281,55.689,49.59,11.42,0.297,12.09,11.41,0
"2022-05-03 13:20:00",12,12.64,33.89,51.249,48.252,51.093,48.15,11.43,0.297,12.09,11.43,0
"2022-05-03 13:40:00",13,12.65,32.31,51.617,47.38,52.961,48.672,11.44,0.297,12.09,11.43,0
"2022-05-03 14:00:00",14,12.65,28.74,52.402,48.162,53.331,48.886,11.44,0.297,12.08,11.43,0
"2022-05-03 14:20:00",15,12.65,24.82,50.694,46.869,53.279,47.593,11.43,0.297,12.08,11.43,0
"2022-05-03 14:40:00",16,12.65,22.31,50.337,46.253,48.786,47.803,11.43,0.297,12.07,11.42,0
"2022-05-03 15:00:00",17,12.64,22.37,52.238,47.585,50.273,47.741,11.42,0.297,12.06,11.41,0
