"TOA5","31219","CR1000X","31219","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Sap_Flow_Data"
"TIMESTAMP","RECORD","SapFlowTotal","SFD_Outer","SFD_Inner","Alpha_Outer","Alpha_Inner","Beta_Outer","Beta_Inner","Tmax_Outer","Tmax_Inner"
"2022-05-03 19:40:00",24,0.3,8.7,4.32,0.46178,0.22934,0.3747,0.105,43.737,44.203
"2022-05-03 20:00:00",25,0.267,7.75,3.83,0.41145,0.2038,0.32906,0.08497,44.151,44.047
"2022-05-03 20:20:00",26,0.24,7.02,3.4,0.37246,0.18091,0.29217,0.06556,44.055,45.193
"2022-05-03 20:40:00",27,0.219,6.38,3.1,0.33889,0.1644,0.2724,0.059,44.304,45.027
"2022-05-03 21:00:00",28,0.231,6.77,3.25,0.35922,0.1725,0.29386,0.06808,44.614,45.081
"2022-05-03 21:20:00",29,0.235,6.83,3.33,0.36304,0.17668,0.28944,0.06828,44.981,43.894
"2022-05-03 21:40:00",30,0.236,6.88,3.35,0.36576,0.17818,0.30258,0.07432,45.503,44.419
"2022-05-03 22:00:00",31,0.247,7.2,3.48,0.38256,0.1851,0.3194,0.08052,45.244,45.14
"2022-05-03 22:20:00",32,0.245,7.2,3.42,0.38278,0.18162,0.32104,0.07747,44.811,44.863
"2022-05-03 22:40:00",33,0.248,7.23,3.53,0.38412,0.18782,0.31748,0.08362,44.568,45.447
"2022-05-03 23:00:00",34,0.237,6.95,3.33,0.36871,0.1768,0.29906,0.07074,45.699,45.027
"2022-05-03 23:20:00",35,0.236,6.88,3.35,0.36576,0.17748,0.30518,0.07432,44.794,44.277
"2022-05-03 23:40:00",36,0.225,6.57,3.18,0.34879,0.16862,0.29116,0.06742,44.935,45.917
"2022-05-04 00:00:00",37,0.202,5.92,2.83,0.31394,0.15064,0.25054,0.0516,44.482,44.793
"2022-05-04 00:20:00",38,0.197,5.75,2.77,0.30578,0.14658,0.24978,0.0516,44.683,45.406
"2022-05-04 00:40:00",39,0.217,6.4,2.98,0.33998,0.15822,0.28326,0.06116,44.594,44.902
"2022-05-04 01:00:00",40,0.229,6.72,3.18,0.35706,0.16925,0.29916,0.07096,45.971,45.04
"2022-05-04 01:20:00",41,0.231,6.78,3.23,0.35999,0.17204,0.3018,0.07074,45.299,45.454
"2022-05-04 01:40:00",42,0.226,6.6,3.18,0.35046,0.16862,0.29116,0.06762,45.965,45.449
"2022-05-04 02:00:00",43,0.232,6.77,3.28,0.35912,0.17417,0.30518,0.07668,45.768,45.253
"2022-05-04 02:20:00",44,0.226,6.55,3.23,0.34757,0.17143,0.29468,0.07384,45.923,44.993
"2022-05-04 02:40:00",45,0.231,6.77,3.22,0.35912,0.17078,0.30258,0.07052,45.509,45.148
"2022-05-04 03:00:00",46,0.247,7.25,3.42,0.38464,0.18162,0.32423,0.08339,45.915,45.812
"2022-05-04 03:20:00",47,0.242,7.12,3.35,0.37749,0.17825,0.31909,0.07694,45.977,46.443
"2022-05-04 03:40:00",48,0.246,7.2,3.47,0.38204,0.18366,0.33088,0.08618,46.584,46.066
"2022-05-04 04:00:00",49,0.249,7.25,3.53,0.3848,0.1877,0.3334,0.08948,45.209,44.537
"2022-05-04 04:20:00",50,0.239,6.97,3.4,0.36956,0.1803,0.31878,0.08311,45.503,45.399
"2022-05-04 04:40:00",51,0.243,7.12,3.4,0.37798,0.1803,0.32131,0.08311,46.992,45.649
"2022-05-04 05:00:00",52,0.25,7.22,3.63,0.38354,0.19298,0.33242,0.09199,45.717,46.028
"2022-05-04 05:20:00",53,0.239,6.98,3.37,0.37054,0.17898,0.3085,0.08258,45.399,46.122
"2022-05-04 05:40:00",54,0.249,7.27,3.5,0.38596,0.18564,0.3319,0.09166,44.976,45.959
"2022-05-04 06:00:00",55,0.235,6.88,3.28,0.36552,0.17434,0.3127,0.07875,44.513,45.237
"2022-05-04 06:20:00",56,0.239,6.97,3.38,0.37016,0.1797,0.3159,0.08152,45.432,46.568
"2022-05-04 06:40:00",57,0.247,7.17,3.53,0.38031,0.1875,0.33154,0.08698,46.624,46.52
"2022-05-04 07:00:00",58,0.251,7.37,3.5,0.39086,0.18619,0.34092,0.0897,46.002,46.157
"2022-05-04 07:20:00",59,0.265,7.66,3.85,0.40676,0.20449,0.36288,0.10695,46.919,46.403
"2022-05-04 07:40:00",60,0.292,8.56,4.07,0.4549,0.21621,0.40896,0.11885,47.457,47.198
"2022-05-04 08:00:00",61,0.339,9.96,4.7,0.52914,0.25,0.48008,0.14896,46.842,47.565
"2022-05-04 08:20:00",62,0.374,10.85,5.4,0.57621,0.28669,0.5326,0.17847,46.054,47.034
"2022-05-04 08:40:00",63,0.405,11.66,5.92,0.61943,0.3144,0.57998,0.19947,45.488,48.43
"2022-05-04 09:00:00",64,0.422,12.18,6.17,0.64702,0.32785,0.60686,0.21913,46.412,48.374
"2022-05-04 09:20:00",65,0.447,12.83,6.62,0.6818,0.3518,0.64643,0.2385,44.902,47.278
"2022-05-04 09:40:00",66,0.466,13.45,6.82,0.71421,0.36234,0.67451,0.24524,44.965,47.755
"2022-05-04 10:00:00",67,0.489,14.1,7.17,0.74896,0.38054,0.71366,0.26184,44.967,48.428
"2022-05-04 10:20:00",68,0.517,14.73,7.76,0.78217,0.41238,0.74877,0.2851,44.028,47.643
"2022-05-04 10:40:00",69,0.52,14.93,7.68,0.79295,0.4082,0.75754,0.28164,43.768,48.879
"2022-05-04 11:00:00",70,0.549,15.61,8.33,0.82918,0.44274,0.81432,0.3159,43.924,48.934
"2022-05-04 11:20:00",71,0.563,15.95,8.61,0.84727,0.45774,0.83843,0.33547,43.297,48.821
"2022-05-04 11:40:00",72,0.58,16.48,8.78,0.87548,0.4662,0.86977,0.34392,41.553,47.799
"2022-05-04 12:00:00",73,0.594,16.93,8.96,0.89892,0.4759,0.88922,0.34994,41.854,47.947
"2022-05-04 12:20:00",74,0.619,17.63,9.33,0.9361,0.49586,0.91347,0.36058,42.211,48.458
"2022-05-04 12:40:00",75,0.614,17.33,9.48,0.92053,0.50388,0.92731,0.37667,42.443,48.127
"2022-05-04 13:00:00",76,0.663,18.85,10.03,1.00131,0.53303,0.99433,0.39817,40.781,47.545
"2022-05-04 13:20:00",77,0.619,17.51,9.51,0.93025,0.50571,0.93111,0.3828,42.058,48.304
"2022-05-04 13:40:00",78,0.654,18.31,10.26,0.97301,0.54498,0.99827,0.41478,43.664,50.169
"2022-05-04 14:00:00",79,1.479,51.42,9.88,1.03862,0.52468,1.02852,0.40427,39.994,47.734
"2022-05-04 14:20:00",80,0.626,17.88,9.36,0.95007,0.49768,0.97569,0.39389,38.8,48.346
"2022-05-04 14:40:00",81,0.627,18.08,9.18,0.96034,0.4881,0.98521,0.40654,38.486,51.593
"2022-05-04 15:00:00",82,1.687,58.27,11.78,1.26312,0.6258,1.13987,0.43961,37.966,45.137
"2022-05-04 15:20:00",83,0.632,17.26,10.53,0.91722,0.5596,0.99277,0.44752,41.895,50.307
"2022-05-04 15:40:00",84,0.559,15.25,9.33,0.81013,0.49523,-99,0.43092,44.928,53.081
"2022-05-04 16:00:00",85,1.195,39.46,10.76,1.14221,0.57206,1.10647,0.43131,43.814,49.904
"2022-05-04 16:20:00",86,0.636,17.16,10.88,0.91198,0.57766,0.98673,0.4353,39.779,47.933
"2022-05-04 16:40:00",87,1.655,57.72,10.85,1.19031,0.57598,1.09467,0.41176,38.126,44.886
"2022-05-04 17:00:00",88,0.563,15.95,8.61,0.84661,0.4579,0.86453,0.35564,41.848,50.004
"2022-05-04 17:20:00",89,1.518,52.27,10.81,1.27226,0.57468,1.02959,0.36386,39.737,44.846
"2022-05-04 17:40:00",90,0.627,17.98,9.31,0.95459,0.49476,0.89035,0.3354,41.546,45.729
"2022-05-04 18:00:00",91,0.597,17.46,8.36,0.92767,0.44432,0.82932,0.30595,40.825,47.175
"2022-05-04 18:20:00",92,0.583,17.13,8.06,0.90945,0.4285,0.74693,0.24924,41.857,44.078
"2022-05-04 18:40:00",93,0.467,13.46,6.8,0.71499,0.36143,0.60382,0.20131,43.249,44.539
"2022-05-04 19:00:00",94,0.397,11.55,5.65,0.6131,0.30008,0.51162,0.1616,44.183,44.648
"2022-05-04 19:20:00",95,0.346,10.15,4.83,0.53903,0.25636,0.43156,0.12167,43.171,43.741
"2022-05-04 19:40:00",96,0.29,8.51,4.02,0.45242,0.21322,0.3536,0.08583,43.512,44.08
"2022-05-04 20:00:00",97,0.248,7.32,3.42,0.38843,0.18156,0.30592,0.06644,44.102,43.017
"2022-05-04 20:20:00",98,0.24,6.98,3.45,0.37111,0.18306,0.29851,0.0694,43.638,43.69
"2022-05-04 20:40:00",99,0.231,6.78,3.22,0.36008,0.17094,0.28588,0.06848,45.133,44.616
"2022-05-04 21:00:00",100,0.242,7.07,3.43,0.37495,0.18233,0.30366,0.07189,43.805,43.701
"2022-05-04 21:20:00",101,0.237,6.95,3.33,0.36906,0.17668,0.30103,0.06828,45.087,44.57
"2022-05-04 21:40:00",102,0.248,7.25,3.48,0.38514,0.18512,0.31254,0.07506,44.732,44.214
"2022-05-04 22:00:00",103,0.234,6.87,3.28,0.36508,0.17452,0.3018,0.06872,44.514,43.738
"2022-05-04 22:20:00",104,0.249,7.23,3.58,0.38428,0.19068,0.31909,0.08106,44.873,45.442
"2022-05-04 22:40:00",105,0.239,6.98,3.38,0.37065,0.1795,0.30538,0.07145,45.354,45.25
"2022-05-04 23:00:00",106,0.236,6.87,3.38,0.36472,0.1795,0.30103,0.07145,45.083,45.135
"2022-05-04 23:20:00",107,0.217,6.32,3.12,0.33526,0.16576,0.27723,0.06116,45.812,45.141
"2022-05-04 23:40:00",108,0.215,6.35,2.97,0.3376,0.15762,0.27888,0.06116,46.235,45.46
"2022-05-05 00:00:00",109,0.213,6.32,2.87,0.33524,0.15239,0.27172,0.05193,44.531,45.254
"2022-05-05 00:20:00",110,0.205,6.05,2.83,0.32136,0.15064,0.26316,0.05178,45.457,45.198
"2022-05-05 00:40:00",111,0.207,6.05,2.92,0.32098,0.15528,0.27031,0.0639,45.868,46.334
"2022-05-05 01:00:00",112,0.207,6.07,2.92,0.32205,0.15474,0.26764,0.05748,45.804,45.959
"2022-05-05 01:20:00",113,0.216,6.35,3,0.3376,0.1593,0.27888,0.0641,45.206,45.514
"2022-05-05 01:40:00",114,0.212,6.2,2.98,0.32897,0.15868,0.27372,0.0641,45.252,44.89
"2022-05-05 02:00:00",115,0.211,6.18,2.97,0.32849,0.15754,0.27812,0.0637,46.022,46.331
"2022-05-05 02:20:00",116,0.211,6.17,2.98,0.3272,0.1581,0.27456,0.0639,45.493,45.648
"2022-05-05 02:40:00",117,0.217,6.35,3.03,0.33763,0.16152,0.28504,0.06701,46.165,46.319
"2022-05-05 03:00:00",118,0.222,6.52,3.12,0.34567,0.1655,0.292,0.0703,45.666,44.994
"2022-05-05 03:20:00",119,0.22,6.4,3.12,0.33994,0.1655,0.2868,0.0703,44.984,45.448
"2022-05-05 03:40:00",120,0.227,6.7,3.13,0.35624,0.16609,0.30258,0.07052,45.711,45.351
"2022-05-05 04:00:00",121,0.218,6.43,2.98,0.34162,0.1581,0.28852,0.0639,45.855,45.907
"2022-05-05 04:20:00",122,0.221,6.48,3.07,0.3445,0.1627,0.29114,0.06742,45.856,45.752
"2022-05-05 04:40:00",123,0.206,6.05,2.87,0.32098,0.15187,0.2668,0.0579,45.306,46.288
"2022-05-05 05:00:00",124,0.208,6.03,2.98,0.32056,0.15868,0.27304,0.0641,45.352,45.818
"2022-05-05 05:20:00",125,0.208,6.13,2.87,0.32609,0.15187,0.27031,0.06098,44.931,46.481
"2022-05-05 05:40:00",126,0.201,5.82,2.92,0.30855,0.15474,0.2597,0.06078,45.105,45.416
"2022-05-05 06:00:00",127,0.2,5.9,2.75,0.31305,0.14568,0.25997,0.05712,45.192,45.657
"2022-05-05 06:20:00",128,0.209,6.1,2.97,0.32434,0.15744,0.27748,0.06896,45.583,46.305
"2022-05-05 06:40:00",129,0.201,5.87,2.85,0.31162,0.1514,0.27508,0.06528,47.106,46.849
"2022-05-05 07:00:00",130,0.22,6.48,3.05,0.34438,0.16212,0.30744,0.07681,47.105,47.259
"2022-05-05 07:20:00",131,0.276,8.05,3.93,0.42709,0.2086,0.39023,0.1163,48.082,48.807
"2022-05-05 07:40:00",132,0.343,9.96,4.92,0.52965,0.26118,0.49,0.16068,47.057,48.193
"2022-05-05 08:00:00",133,0.436,12.61,6.33,0.67025,0.33644,0.63787,0.22786,45.669,48.459
"2022-05-05 08:20:00",134,0.503,14.4,7.48,0.76433,0.39722,0.74213,0.28249,44.272,48.304
"2022-05-05 08:40:00",135,0.55,15.66,8.3,0.83225,0.4409,0.81763,0.32099,44.213,48.24
"2022-05-05 09:00:00",136,0.582,16.56,8.81,0.87937,0.4679,0.86949,0.34436,42.295,47.718
"2022-05-05 09:20:00",137,0.606,17.26,9.13,0.91735,0.48484,0.90695,0.35983,42.083,48.748
"2022-05-05 09:40:00",138,0.625,17.66,9.58,0.93781,0.50908,0.9348,0.38154,41.614,48.949
"2022-05-05 10:00:00",139,1.482,51.11,10.46,1.00947,0.55582,1.03353,0.42806,40.108,47.595
"2022-05-05 10:20:00",140,1.431,49.04,10.51,1.02236,0.55834,1.03103,0.42232,40.722,48.053
