"TOA5","31219","CR1000X","31219","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Temp_Data"
"TIMESTAMP","RECORD","Pre_Temp_Down_Outer","Max_Temp_Down_Outer","Post_Temp_Down_Outer","Pre_Temp_Upper_Outer","Max_Temp_Upper_Outer","Post_Temp_Upper_Outer","Pre_Temp_Down_Inner","Max_Temp_Down_Inner","Post_Temp_Down_Inner","Pre_Temp_Upper_Inner","Max_Temp_Upper_Inner","Post_Temp_Upper_Inner"
"2022-05-03 20:00:00",25,18.66,0.378,18.995,18.846,0.272,19.068,19.546,0.319,19.828,19.575,0.293,19.805
"2022-05-03 20:20:00",26,18.141,0.371,18.469,18.337,0.277,18.563,19.088,0.315,19.366,19.125,0.295,19.357
"2022-05-03 20:40:00",27,17.667,0.369,17.994,17.859,0.281,18.092,18.643,0.314,18.92,18.684,0.296,18.919
"2022-05-03 21:00:00",28,17.325,0.377,17.663,17.533,0.281,17.769,18.269,0.319,18.553,18.322,0.298,18.561
"2022-05-03 21:20:00",29,17.012,0.374,17.347,17.204,0.28,17.437,17.95,0.318,18.234,17.999,0.297,18.237
"2022-05-03 21:40:00",30,16.705,0.383,17.051,16.919,0.283,17.159,17.629,0.321,17.917,17.686,0.298,17.927
"2022-05-03 22:00:00",31,16.478,0.384,16.824,16.701,0.279,16.937,17.372,0.323,17.662,17.434,0.298,17.675
"2022-05-03 22:20:00",32,16.24,0.386,16.589,16.466,0.28,16.704,17.123,0.322,17.412,17.185,0.298,17.426
"2022-05-03 22:40:00",33,16.042,0.386,16.39,16.26,0.281,16.497,16.896,0.324,17.188,16.956,0.298,17.198
"2022-05-03 23:00:00",34,15.817,0.383,16.164,16.033,0.284,16.273,16.668,0.322,16.958,16.727,0.3,16.97
"2022-05-03 23:20:00",35,15.591,0.384,15.937,15.801,0.283,16.041,16.445,0.321,16.734,16.503,0.298,16.745
"2022-05-03 23:40:00",36,15.361,0.38,15.704,15.569,0.284,15.811,16.215,0.322,16.505,16.271,0.301,16.516
"2022-05-04 00:00:00",37,15.142,0.37,15.476,15.343,0.288,15.587,15.995,0.318,16.281,16.049,0.302,16.295
"2022-05-04 00:20:00",38,14.934,0.371,15.268,15.136,0.289,15.382,15.777,0.318,16.063,15.833,0.302,16.08
"2022-05-04 00:40:00",39,14.701,0.377,15.041,14.914,0.284,15.156,15.549,0.32,15.836,15.609,0.301,15.854
"2022-05-04 01:00:00",40,14.474,0.379,14.817,14.691,0.281,14.931,15.319,0.321,15.608,15.383,0.299,15.627
"2022-05-04 01:20:00",41,14.287,0.38,14.631,14.506,0.281,14.746,15.111,0.322,15.402,15.176,0.3,15.421
"2022-05-04 01:40:00",42,14.093,0.38,14.438,14.314,0.284,14.557,14.914,0.321,15.204,14.98,0.3,15.225
"2022-05-04 02:00:00",43,13.961,0.384,14.309,14.175,0.283,14.418,14.743,0.325,15.037,14.807,0.301,15.054
"2022-05-04 02:20:00",44,13.804,0.38,14.148,14.017,0.283,14.26,14.577,0.323,14.869,14.639,0.3,14.885
"2022-05-04 02:40:00",45,13.661,0.383,14.009,13.877,0.283,14.12,14.416,0.323,14.709,14.479,0.301,14.726
"2022-05-04 03:00:00",46,13.537,0.39,13.894,13.746,0.282,13.989,14.269,0.325,14.564,14.33,0.299,14.576
"2022-05-04 03:20:00",47,13.436,0.388,13.789,13.645,0.282,13.887,14.149,0.324,14.443,14.207,0.3,14.453
"2022-05-04 03:40:00",48,13.349,0.394,13.708,13.551,0.283,13.796,14.028,0.327,14.326,14.084,0.3,14.332
"2022-05-04 04:00:00",49,13.27,0.395,13.63,13.468,0.283,13.713,13.927,0.327,14.225,13.98,0.299,14.227
"2022-05-04 04:20:00",50,13.181,0.392,13.537,13.378,0.285,13.624,13.826,0.326,14.123,13.877,0.3,14.125
"2022-05-04 04:40:00",51,13.109,0.393,13.468,13.307,0.285,13.553,13.737,0.326,14.034,13.788,0.3,14.036
"2022-05-04 05:00:00",52,13.062,0.396,13.423,13.249,0.284,13.495,13.656,0.33,13.958,13.704,0.301,13.953
"2022-05-04 05:20:00",53,12.985,0.388,13.337,13.175,0.285,13.418,13.579,0.328,13.878,13.626,0.302,13.876
"2022-05-04 05:40:00",54,12.872,0.393,13.228,13.063,0.282,13.305,13.474,0.331,13.775,13.522,0.302,13.772
"2022-05-04 06:00:00",55,12.764,0.391,13.12,12.953,0.286,13.2,13.36,0.33,13.66,13.408,0.305,13.66
"2022-05-04 06:20:00",56,12.735,0.395,13.097,12.913,0.288,13.163,13.286,0.332,13.59,13.33,0.306,13.584
"2022-05-04 06:40:00",57,12.803,0.404,13.176,12.96,0.29,13.215,13.269,0.336,13.579,13.304,0.308,13.561
"2022-05-04 07:00:00",58,12.904,0.405,13.278,13.045,0.288,13.298,13.306,0.338,13.618,13.329,0.309,13.588
"2022-05-04 07:20:00",59,13.064,0.414,13.447,13.182,0.288,13.437,13.38,0.345,13.699,13.392,0.31,13.652
"2022-05-04 07:40:00",60,13.26,0.426,13.654,13.361,0.283,13.611,13.502,0.348,13.826,13.501,0.309,13.762
"2022-05-04 08:00:00",61,13.522,0.438,13.926,13.602,0.271,13.84,13.676,0.354,14.006,13.66,0.305,13.917
"2022-05-04 08:20:00",62,13.783,0.448,14.194,13.844,0.263,14.075,13.865,0.361,14.202,13.839,0.302,14.092
"2022-05-04 08:40:00",63,14.02,0.459,14.438,14.068,0.257,14.293,14.061,0.365,14.402,14.027,0.299,14.276
"2022-05-04 09:00:00",64,14.304,0.466,14.728,14.341,0.254,14.563,14.277,0.371,14.624,14.235,0.298,14.485
"2022-05-04 09:20:00",65,14.596,0.481,15.035,14.616,0.252,14.838,14.503,0.377,14.857,14.453,0.297,14.702
"2022-05-04 09:40:00",66,14.873,0.479,15.304,14.884,0.244,15.095,14.752,0.377,15.104,14.693,0.295,14.938
"2022-05-04 10:00:00",67,15.11,0.492,15.552,15.119,0.241,15.328,14.969,0.382,15.326,14.909,0.294,15.153
"2022-05-04 10:20:00",68,15.324,0.499,15.77,15.333,0.236,15.537,15.18,0.387,15.541,15.12,0.291,15.359
"2022-05-04 10:40:00",69,15.565,0.497,16.007,15.569,0.233,15.769,15.403,0.387,15.764,15.338,0.292,15.578
"2022-05-04 11:00:00",70,15.835,0.517,16.291,15.825,0.229,16.024,15.629,0.395,15.998,15.558,0.288,15.795
"2022-05-04 11:20:00",71,16.139,0.525,16.601,16.112,0.227,16.31,15.881,0.4,16.254,15.801,0.286,16.037
"2022-05-04 11:40:00",72,16.42,0.525,16.876,16.387,0.22,16.577,16.139,0.402,16.512,16.051,0.285,16.285
"2022-05-04 12:00:00",73,16.774,0.528,17.231,16.722,0.217,16.908,16.427,0.403,16.802,16.329,0.284,16.562
"2022-05-04 12:20:00",74,17.075,0.531,17.534,17.019,0.213,17.199,16.708,0.403,17.084,16.605,0.281,16.834
"2022-05-04 12:40:00",75,17.538,0.546,18.01,17.432,0.216,17.62,17.054,0.411,17.438,16.932,0.282,17.164
"2022-05-04 13:00:00",76,17.854,0.546,18.314,17.748,0.202,17.917,17.368,0.411,17.748,17.236,0.276,17.459
"2022-05-04 13:20:00",77,18.256,0.543,18.725,18.103,0.214,18.288,17.657,0.415,18.045,17.516,0.283,17.75
"2022-05-04 13:40:00",78,19.046,0.616,19.599,18.709,0.227,18.918,18.132,0.43,18.539,17.945,0.284,18.181
"2022-05-04 14:00:00",79,19.882,0.551,20.351,19.379,0.197,19.545,18.751,0.418,19.138,18.484,0.279,18.713
"2022-05-04 14:20:00",80,20.883,0.52,21.289,20.358,0.196,20.515,19.447,0.43,19.85,19.15,0.29,19.395
"2022-05-04 14:40:00",81,21.999,0.533,22.417,21.429,0.199,21.589,20.253,0.455,20.688,19.941,0.303,20.208
"2022-05-04 15:00:00",82,21.589,0.519,21.978,21.252,0.166,21.362,20.571,0.402,20.93,20.287,0.259,20.479
"2022-05-04 15:20:00",83,22.227,0.618,22.775,21.608,0.229,21.827,20.742,0.449,21.169,20.464,0.287,20.708
"2022-05-04 15:40:00",84,23.389,0.676,24.023,22.724,-99,23.006,21.539,0.477,22.005,21.223,0.31,21.507
"2022-05-04 16:00:00",85,24.085,0.638,24.671,23.504,0.211,23.691,22.449,0.431,22.853,22.109,0.28,22.337
"2022-05-04 16:20:00",86,23.96,0.566,24.423,23.347,0.211,23.533,22.493,0.425,22.885,22.157,0.275,22.377
"2022-05-04 16:40:00",87,23.602,0.511,23.99,23.234,0.171,23.352,22.62,0.397,22.974,22.329,0.263,22.528
"2022-05-04 17:00:00",88,23.628,0.546,24.106,23.504,0.23,23.709,22.733,0.431,23.144,22.553,0.302,22.813
"2022-05-04 17:20:00",89,23.412,0.49,23.801,23.258,0.175,23.367,22.966,0.377,23.3,22.751,0.262,22.939
"2022-05-04 17:40:00",90,22.647,0.514,23.086,22.66,0.211,22.829,22.502,0.386,22.853,22.367,0.276,22.581
"2022-05-04 18:00:00",91,22.845,0.479,23.242,22.814,0.209,22.971,22.612,0.387,22.966,22.487,0.285,22.714
"2022-05-04 18:20:00",92,21.925,0.439,22.29,22.008,0.208,22.155,22.235,0.349,22.542,22.154,0.272,22.354
"2022-05-04 18:40:00",93,21.15,0.428,21.52,21.277,0.234,21.458,21.663,0.34,21.963,21.625,0.278,21.834
"2022-05-04 19:00:00",94,20.61,0.412,20.97,20.752,0.247,20.947,21.203,0.335,21.5,21.182,0.285,21.402
"2022-05-04 19:20:00",95,19.969,0.388,20.305,20.116,0.252,20.312,20.709,0.323,20.992,20.698,0.286,20.917
"2022-05-04 19:40:00",96,19.253,0.376,19.58,19.424,0.264,19.632,20.141,0.316,20.417,20.149,0.29,20.372
"2022-05-04 20:00:00",97,18.578,0.368,18.898,18.749,0.271,18.966,19.564,0.311,19.835,19.582,0.291,19.808
"2022-05-04 20:20:00",98,17.978,0.372,18.307,18.203,0.276,18.43,19.017,0.313,19.292,19.065,0.292,19.294
"2022-05-04 20:40:00",99,17.592,0.374,17.926,17.817,0.281,18.05,18.593,0.317,18.873,18.647,0.296,18.883
"2022-05-04 21:00:00",100,17.214,0.378,17.553,17.436,0.279,17.669,18.211,0.317,18.493,18.267,0.295,18.502
"2022-05-04 21:20:00",101,16.909,0.377,17.246,17.119,0.279,17.352,17.877,0.318,18.161,17.93,0.297,18.168
"2022-05-04 21:40:00",102,16.557,0.38,16.898,16.767,0.278,16.999,17.541,0.318,17.825,17.596,0.295,17.832
"2022-05-04 22:00:00",103,16.159,0.38,16.499,16.372,0.281,16.608,17.182,0.316,17.463,17.24,0.295,17.476
"2022-05-04 22:20:00",104,15.899,0.388,16.25,16.097,0.282,16.336,16.872,0.321,17.16,16.925,0.296,17.163
"2022-05-04 22:40:00",105,15.618,0.38,15.957,15.831,0.28,16.065,16.591,0.319,16.877,16.647,0.297,16.886
"2022-05-04 23:00:00",106,15.274,0.377,15.611,15.49,0.279,15.724,16.273,0.319,16.559,16.332,0.297,16.571
"2022-05-04 23:20:00",107,15.007,0.38,15.351,15.211,0.288,15.457,15.974,0.32,16.262,16.032,0.301,16.276
"2022-05-04 23:40:00",108,14.851,0.378,15.193,15.04,0.286,15.284,15.761,0.32,16.049,15.81,0.301,16.056
"2022-05-05 00:00:00",109,14.631,0.374,14.968,14.833,0.285,15.074,15.547,0.316,15.83,15.6,0.3,15.843
"2022-05-05 00:20:00",110,14.394,0.376,14.736,14.611,0.289,14.859,15.299,0.317,15.585,15.361,0.301,15.607
"2022-05-05 00:40:00",111,14.332,0.38,14.678,14.524,0.29,14.775,15.142,0.323,15.434,15.196,0.303,15.446
"2022-05-05 01:00:00",112,14.292,0.379,14.637,14.469,0.29,14.719,15.041,0.322,15.334,15.084,0.304,15.335
"2022-05-05 01:20:00",113,14.171,0.378,14.513,14.363,0.286,14.607,14.915,0.322,15.207,14.962,0.302,15.211
"2022-05-05 01:40:00",114,14.053,0.38,14.399,14.224,0.289,14.473,14.772,0.322,15.065,14.813,0.302,15.063
"2022-05-05 02:00:00",115,14.021,0.383,14.371,14.185,0.29,14.437,14.683,0.324,14.978,14.719,0.304,14.971
"2022-05-05 02:20:00",116,13.95,0.379,14.294,14.112,0.288,14.36,14.598,0.323,14.892,14.632,0.303,14.883
"2022-05-05 02:40:00",117,13.871,0.383,14.22,14.037,0.288,14.286,14.497,0.324,14.792,14.531,0.303,14.782
"2022-05-05 03:00:00",118,13.812,0.383,14.161,13.971,0.286,14.218,14.417,0.324,14.712,14.448,0.302,14.698
"2022-05-05 03:20:00",119,13.747,0.381,14.094,13.894,0.286,14.141,14.333,0.324,14.628,14.358,0.302,14.608
"2022-05-05 03:40:00",120,13.636,0.383,13.983,13.797,0.283,14.04,14.232,0.323,14.526,14.261,0.301,14.51
"2022-05-05 04:00:00",121,13.533,0.383,13.882,13.688,0.287,13.936,14.125,0.323,14.419,14.151,0.303,14.402
"2022-05-05 04:20:00",122,13.448,0.384,13.798,13.592,0.287,13.84,14.029,0.322,14.322,14.051,0.301,14.3
"2022-05-05 04:40:00",123,13.34,0.38,13.686,13.49,0.291,13.741,13.924,0.32,14.215,13.948,0.302,14.198
"2022-05-05 05:00:00",124,13.23,0.385,13.58,13.38,0.293,13.634,13.806,0.322,14.099,13.832,0.302,14.082
"2022-05-05 05:20:00",125,13.094,0.38,13.439,13.262,0.29,13.511,13.687,0.321,13.978,13.719,0.302,13.969
"2022-05-05 05:40:00",126,13.001,0.376,13.34,13.144,0.29,13.393,13.578,0.322,13.871,13.603,0.303,13.854
"2022-05-05 06:00:00",127,12.897,0.38,13.243,13.039,0.293,13.292,13.463,0.324,13.758,13.487,0.306,13.742
"2022-05-05 06:20:00",128,12.895,0.392,13.256,13.022,0.297,13.283,13.391,0.33,13.693,13.411,0.308,13.669
"2022-05-05 06:40:00",129,13.013,0.395,13.379,13.125,0.3,13.393,13.412,0.332,13.718,13.421,0.311,13.684
"2022-05-05 07:00:00",130,13.277,0.408,13.658,13.359,0.3,13.629,13.534,0.338,13.848,13.527,0.313,13.794
"2022-05-05 07:20:00",131,13.659,0.424,14.056,13.705,0.287,13.964,13.753,0.346,14.077,13.724,0.308,13.987
"2022-05-05 07:40:00",132,14.048,0.444,14.459,14.056,0.272,14.298,14.021,0.357,14.356,13.966,0.304,14.224
"2022-05-05 08:00:00",133,14.412,0.475,14.844,14.402,0.251,14.623,14.3,0.373,14.65,14.232,0.297,14.482
"2022-05-05 08:20:00",134,14.772,0.502,15.223,14.745,0.239,14.955,14.587,0.386,14.95,14.511,0.291,14.755
"2022-05-05 08:40:00",135,15.16,0.521,15.622,15.127,0.23,15.328,14.909,0.397,15.282,14.829,0.288,15.069
"2022-05-05 09:00:00",136,15.593,0.532,16.058,15.547,0.223,15.74,15.266,0.405,15.646,15.177,0.287,15.415
"2022-05-05 09:20:00",137,15.953,0.535,16.416,15.903,0.216,16.088,15.606,0.407,15.986,15.513,0.284,15.747
"2022-05-05 09:40:00",138,16.361,0.545,16.831,16.299,0.214,16.483,15.958,0.413,16.344,15.859,0.282,16.091
"2022-05-05 10:00:00",139,16.785,0.565,17.257,16.711,0.201,16.883,16.322,0.425,16.716,16.216,0.277,16.442
"2022-05-05 10:20:00",140,17.098,0.558,17.565,17.029,0.199,17.197,16.653,0.418,17.041,16.547,0.274,16.769
