"TOA5","31219","CR1000X","31219","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Water_Data"
"2022-05-04 05:40:00",54,30.43,39.9,2113,2509,298.488,3.001
"2022-05-04 06:00:00",55,30.7,40.07,2124,2516,298.42,3.001
"2022-05-04 06:20:00",56,30.15,39.68,2101,2500,298.252,3.001
"2022-05-04 06:40:00",57,29.19,39.16,2061,2478,299.188,3.004
"2022-05-04 07:00:00",58,28.97,38.68,2052,2458,298.597,3.001
"2022-05-04 07:20:00",59,27.97,37.58,2010,2412,299.024,3.002
"2022-05-04 07:40:00",60,26.78,37.29,1960,2400,300.139,3.005
"2022-05-04 08:00:00",61,25.58,36.41,1910,2363,300.631,3.002
"2022-05-04 08:20:00",62,24.7,35.48,1873,2324,301.528,3.004
"2022-05-04 08:40:00",63,23.72,35,1832,2304,302.274,3.003
"2022-05-04 09:00:00",64,23.12,34.19,1807,2270,302.598,3.004
"2022-05-04 09:20:00",65,21.75,33.28,1750,2232,302.465,3.001
"2022-05-04 09:40:00",66,21.9,33.25,1756,2231,302.327,3.001
"2022-05-04 10:00:00",67,20.89,32.68,1714,2207,303.047,3.003
"2022-05-04 10:20:00",68,20.32,32.01,1690,2179,303.1,3.002
"2022-05-04 10:40:00",69,20.46,31.99,1696,2178,302.974,3.002
"2022-05-04 11:00:00",70,18.91,30.93,1631,2134,302.991,3.003
"2022-05-04 11:20:00",71,18.26,30.27,1604,2106,302.739,3.002
"2022-05-04 11:40:00",72,18.38,30.17,1609,2102,303.646,3.005
"2022-05-04 12:00:00",73,18.19,30.07,1601,2098,303.853,3.003
"2022-05-04 12:20:00",74,17.93,30,1590,2095,303.385,3.001
"2022-05-04 12:40:00",75,16.9,29.07,1547,2056,303.643,3.002
"2022-05-04 13:00:00",76,16.88,29.05,1546,2055,303.489,3.001
"2022-05-04 13:20:00",77,17.21,28.71,1560,2041,304.405,3.003
"2022-05-04 13:40:00",78,12.84,27.06,1377,1972,304.824,3.004
"2022-05-04 14:00:00",79,16.71,28.42,1539,2029,304.801,3.002
"2022-05-04 14:20:00",80,19.03,27.23,1636,1979,305.75,3.003
"2022-05-04 14:40:00",81,17.98,24.5,1592,1865,304.969,3.001
"2022-05-04 15:00:00",82,19.1,30.5,1639,2116,305.768,3.002
"2022-05-04 15:20:00",83,12.86,25.27,1378,1897,306.03,3.001
"2022-05-04 15:40:00",84,10.06,22.64,1261,1787,306.343,3.001
"2022-05-04 16:00:00",85,11.91,27.28,1338,1981,306.854,3.003
"2022-05-04 16:20:00",86,16.04,28.02,1511,2012,307.331,3.004
"2022-05-04 16:40:00",87,19.99,31.51,1676,2158,307.853,3.001
"2022-05-04 17:00:00",88,17.5,27.54,1572,1992,308.555,3.005
"2022-05-04 17:20:00",89,21.83,34.4,1753,2279,308.741,3.005
"2022-05-04 17:40:00",90,19.82,33.06,1669,2223,308.322,3.002
"2022-05-04 18:00:00",91,22.81,33.01,1794,2221,308.874,3.006
"2022-05-04 18:20:00",92,26.51,38.54,1949,2452,307.554,3.002
"2022-05-04 18:40:00",93,27.59,39.92,1994,2510,306.687,3.002
"2022-05-04 19:00:00",94,29.4,40.78,2070,2546,306.546,3.006
"2022-05-04 19:20:00",95,32.11,42.62,2183,2623,304.419,3.001
"2022-05-04 19:40:00",96,33.88,44.11,2257,2685,304.911,3.006
"2022-05-04 20:00:00",97,34.9,44.99,2300,2722,304.221,3.003
"2022-05-04 20:20:00",98,34.28,44.54,2274,2703,304.075,3.004
"2022-05-04 20:40:00",99,33.8,43.51,2254,2660,303.011,3.002
"2022-05-04 21:00:00",100,33.18,43.44,2228,2657,302.736,3.004
"2022-05-04 21:20:00",101,33.13,43.01,2226,2639,301.634,3.001
"2022-05-04 21:40:00",102,32.54,42.82,2201,2631,300.61,3.001
"2022-05-04 22:00:00",103,32.58,43.25,2203,2649,300.865,3.003
"2022-05-04 22:20:00",104,31.44,42.17,2155,2604,300.45,3.002
"2022-05-04 22:40:00",105,32.51,42.55,2200,2620,300.415,3.005
"2022-05-04 23:00:00",106,32.87,42.51,2215,2618,300.08,3.004
"2022-05-04 23:20:00",107,32.42,42.27,2196,2608,299.895,3.004
"2022-05-04 23:40:00",108,32.68,42.27,2207,2608,299.861,3.005
"2022-05-05 00:00:00",109,33.18,42.98,2228,2638,299.535,3.003
"2022-05-05 00:20:00",110,32.85,42.7,2214,2626,299.187,3.004
"2022-05-05 00:40:00",111,32.11,41.31,2183,2568,298.105,3.001
"2022-05-05 01:00:00",112,32.23,41.48,2188,2575,297.98,3.001
"2022-05-05 01:20:00",113,32.49,41.64,2199,2582,298.783,3.005
"2022-05-05 01:40:00",114,32.13,41.53,2184,2577,298.244,3.001
"2022-05-05 02:00:00",115,31.68,41.09,2165,2559,297.932,3.001
"2022-05-05 02:20:00",116,32.27,41.36,2190,2570,298.285,3.002
"2022-05-05 02:40:00",117,31.72,41.14,2167,2561,298.229,3.003
"2022-05-05 03:00:00",118,31.7,41.14,2166,2561,298.171,3.005
"2022-05-05 03:20:00",119,31.82,40.95,2171,2553,297.275,3.001
"2022-05-05 03:40:00",120,31.68,41.31,2165,2568,298.039,3.003
"2022-05-05 04:00:00",121,31.68,41.31,2165,2568,298.042,3.004
"2022-05-05 04:20:00",122,31.41,41.31,2154,2568,297.205,3.001
"2022-05-05 04:40:00",123,32.06,41.84,2181,2590,297.847,3.003
"2022-05-05 05:00:00",124,31.27,41.31,2148,2568,297.195,3.001
"2022-05-05 05:20:00",125,31.99,41.55,2178,2578,297.397,3.002
"2022-05-05 05:40:00",126,32.44,41.26,2197,2566,296.894,3.002
"2022-05-05 06:00:00",127,32.03,41.05,2180,2557,297.681,3.003
"2022-05-05 06:20:00",128,30.43,39.95,2113,2511,297.761,3.004
"2022-05-05 06:40:00",129,30,39.49,2095,2492,297.386,3.002
"2022-05-05 07:00:00",130,28.42,38.47,2029,2449,297.497,3.002
"2022-05-05 07:20:00",131,26.56,37.08,1951,2391,297.327,3.001
"2022-05-05 07:40:00",132,24.74,35.67,1875,2332,299.163,3.004
"2022-05-05 08:00:00",133,21.85,33.33,1754,2234,299.423,3.002
"2022-05-05 08:20:00",134,19.75,31.72,1666,2167,300.645,3.004
"2022-05-05 08:40:00",135,18.31,30.31,1606,2108,300.712,3.001
"2022-05-05 09:00:00",136,17.67,29.52,1579,2075,301.974,3.006
"2022-05-05 09:20:00",137,17.38,29.17,1567,2060,301.343,3.001
"2022-05-05 09:40:00",138,16.76,28.52,1541,2033,301.8,3.001
"2022-05-05 10:00:00",139,15.56,27.3,1491,1982,302.736,3.003
"2022-05-05 10:20:00",140,15.92,27.97,1506,2010,301.963,3.001
