"TOA5","31217","CR1000X","31217","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Sap_Flow_Data"
"TIMESTAMP","RECORD","SapFlowTotal","SFD_Outer","SFD_Inner","Alpha_Outer","Alpha_Inner","Beta_Outer","Beta_Inner","Tmax_Outer","Tmax_Inner"
"2022-05-03 19:20:00",24,0.076,1.78,1.67,0.09466,0.08819,0.04322,-0.05683,50.483,51.618
"2022-05-03 19:40:00",25,0.07,1.78,1.35,0.09434,0.0713,0.04306,-0.07189,49.862,52.082
"2022-05-03 20:00:00",26,0.053,1.38,0.97,0.07383,0.05124,0.02762,-0.08729,48.62,52.496
"2022-05-03 20:20:00",27,0.049,1.38,0.77,0.07383,0.04064,0.02762,-0.09587,50.07,52.19
"2022-05-03 20:40:00",28,0.038,1.22,0.38,0.06448,0.02033,0.01548,-0.11073,49.818,52.041
"2022-05-03 21:00:00",29,0.033,1.07,0.32,0.05657,0.01688,0.01222,-0.11673,49.425,52.217
"2022-05-03 21:20:00",30,0.027,0.88,0.25,0.04664,0.01342,0.00613,-0.11603,49.66,51.779
"2022-05-03 21:40:00",31,0.028,1,0.13,0.05314,0.00668,0.01222,-0.12235,50.002,51.966
"2022-05-03 22:00:00",32,0.025,0.93,0.07,0.04988,0.00335,0.01222,-0.12235,48.829,52.291
"2022-05-03 22:20:00",33,0.022,0.88,0,0.04648,0,0.00918,-0.12555,50.029,51.579
"2022-05-03 22:40:00",34,0.02,0.82,-0.04,0.0432,-0.00335,0.00304,-0.13119,49.138,52.757
"2022-05-03 23:00:00",35,0.021,0.87,-0.04,0.04633,-0.00335,0.00914,-0.12795,50.963,52.668
"2022-05-03 23:20:00",36,0.018,0.75,-0.04,0.03972,-0.00335,0.00613,-0.12795,49.658,52.604
"2022-05-03 23:40:00",37,0.016,0.75,-0.16,0.03946,-0.00999,0.00303,-0.13395,49.569,51.948
"2022-05-04 00:00:00",38,0.016,0.8,-0.22,0.04282,-0.01337,0.00303,-0.13395,49.46,52.253
"2022-05-04 00:20:00",39,0.009,0.57,-0.29,0.02973,-0.01665,-0.00307,-0.13993,49.58,51.389
"2022-05-04 00:40:00",40,0.017,0.82,-0.16,0.04367,-0.01017,0.0031,-0.13517,48.643,51.693
"2022-05-04 01:00:00",41,0.017,0.75,-0.11,0.03972,-0.00683,0.00304,-0.12949,49.418,52.47
"2022-05-04 01:20:00",42,0.019,0.87,-0.16,0.04589,-0.01009,0.00303,-0.13473,49.831,52.21
"2022-05-04 01:40:00",43,0.014,0.73,-0.22,0.03918,-0.01349,0.00303,-0.13517,50.046,52.425
"2022-05-04 02:00:00",44,0.014,0.73,-0.22,0.03898,-0.01341,0.00298,-0.13473,50.921,51.231
"2022-05-04 02:20:00",45,0.017,0.68,0,0.03586,0,0.00298,-0.12523,49.209,52.259
"2022-05-04 02:40:00",46,0.015,0.73,-0.16,0.03906,-0.00997,0.00298,-0.13355,50.458,52.837
"2022-05-04 03:00:00",47,0.018,0.73,0,0.03868,0,0.00298,-0.12091,50.201,53.147
"2022-05-04 03:20:00",48,0.019,0.85,-0.09,0.04503,-0.00657,0.00298,-0.12645,51.785,53.078
"2022-05-04 03:40:00",49,0.019,0.85,-0.09,0.04528,-0.00657,0.009,-0.12645,50.691,52.912
"2022-05-04 04:00:00",50,0.018,0.78,-0.09,0.04185,-0.00659,0.009,-0.12331,50.245,53.865
"2022-05-04 04:20:00",51,0.02,0.78,0,0.04197,0,0.009,-0.11709,49.83,52.209
"2022-05-04 04:40:00",52,0.019,0.85,-0.09,0.04503,-0.00659,0.009,-0.12611,50.929,52.894
"2022-05-04 05:00:00",53,0.023,0.85,0.07,0.04503,0.00326,0.00596,-0.11987,51.021,52.573
"2022-05-04 05:20:00",54,0.022,0.92,-0.04,0.0486,-0.00331,0.01204,-0.12331,50.14,52.776
"2022-05-04 05:40:00",55,0.024,0.92,0.07,0.04878,0.00326,0.00903,-0.11709,51.282,52.676
"2022-05-04 06:00:00",56,0.024,0.9,0.07,0.04812,0.00326,0.01194,-0.11745,50.237,53.182
"2022-05-04 06:20:00",57,-0.005,-0.02,-0.26,-0.00283,-0.01517,-0.01629,-0.11449,53.901,55.192
"2022-05-04 06:40:00",58,0.021,0.9,-0.09,0.0474,-0.00583,0.02166,-0.09793,58.344,57.414
"2022-05-04 07:00:00",59,0.037,1.32,0.18,0.07001,0.00936,0.0318,-0.10265,54.731,53.544
"2022-05-04 07:20:00",60,0.042,1.17,0.67,0.06177,0.03498,0.02408,-0.08355,50.446,53.653
"2022-05-04 07:40:00",61,0.06,1.48,1.18,0.07896,0.0625,0.05948,-0.02941,63.115,58.876
"2022-05-04 08:00:00",62,0.079,1.87,1.72,0.09881,0.0916,0.0654,-0.01649,57.42,55.093
"2022-05-04 08:20:00",63,0.094,2.62,1.52,0.1389,0.08027,0.07836,-0.04225,52.364,53.915
"2022-05-04 08:40:00",64,0.091,1.93,2.27,0.10247,0.12061,-99,0.03052,-99,62.177
"2022-05-04 09:00:00",65,0.074,1.63,1.75,0.08698,0.09266,0.04083,-0.02811,48.782,54.469
"2022-05-04 09:20:00",66,0.072,1.52,1.8,0.08064,0.09582,-99,0.01293,-99,59.916
"2022-05-04 09:40:00",67,0.151,4.38,2.17,0.2329,0.1147,0.15191,-0.02627,57.012,52.515
"2022-05-04 10:00:00",68,0.015,-0.99,2.15,-0.05389,0.11396,-0.04881,0.00538,48.481,55.823
"2022-05-04 10:20:00",69,0.054,0.55,2.15,0.02884,0.11428,-0.00321,-0.03185,46.877,53.393
"2022-05-04 10:40:00",70,0.121,2.52,3.07,0.13353,0.16285,0.09314,0.02256,52.21,54.589
"2022-05-04 11:00:00",71,0.13,2.98,2.9,0.15874,0.15412,0.09358,-0.00289,50.969,53.914
"2022-05-04 11:20:00",72,0.211,6.1,3.07,0.32412,0.16302,-99,0.01428,-99,53.349
"2022-05-04 11:40:00",73,0.085,1.43,2.62,0.07613,0.1388,0.03124,-0.01167,49.35,53.795
"2022-05-04 12:00:00",74,0.099,1.62,3.08,0.0859,0.16411,0.0502,0.01433,50.753,53.544
"2022-05-04 12:20:00",75,0.126,2.67,3.12,0.14198,0.16512,0.08824,0.01727,52.194,54.986
"2022-05-04 12:40:00",76,0.118,2.32,3.18,0.12323,0.16946,0.07236,0.01426,52.249,54.213
"2022-05-04 13:00:00",77,0.131,2.73,3.32,0.14516,0.17645,0.08648,0.02574,51.223,54.274
"2022-05-04 13:20:00",78,0.128,2.75,3.13,0.1458,0.16596,0.09138,0.01999,51.669,53.889
"2022-05-04 13:40:00",79,0.13,2.82,3.17,0.14934,0.16784,0.09614,0.02275,52.969,54.777
"2022-05-04 14:00:00",80,0.145,3.07,3.6,0.1625,0.19106,0.09754,0.03698,52.238,54.874
"2022-05-04 14:20:00",81,0.142,2.92,3.63,0.1551,0.19332,0.10004,0.04528,51.786,54.579
"2022-05-04 14:40:00",82,0.147,3.08,3.7,0.16337,0.19621,0.10564,0.04528,52.447,53.017
"2022-05-04 15:00:00",83,0.151,3.3,3.63,0.17535,0.19332,0.11253,0.04528,53.223,54.515
"2022-05-04 15:20:00",84,0.134,2.68,3.53,0.1424,0.18806,0.09449,0.04228,53.27,54.82
"2022-05-04 15:40:00",85,0.148,3.13,3.68,0.16596,0.19558,0.10662,0.04806,52.229,55.432
"2022-05-04 16:00:00",86,0.125,2.67,3.08,0.14179,0.1639,0.08978,0.01985,54.198,54.508
"2022-05-04 16:20:00",87,0.14,3.07,3.35,0.16302,0.17825,0.0978,0.02556,52.4,55.037
"2022-05-04 16:40:00",88,0.133,2.85,3.28,0.15178,0.1742,0.09584,0.0284,52.708,54.414
"2022-05-04 17:00:00",89,0.12,2.6,2.88,0.13846,0.1527,0.08675,0.01404,53.793,56.844
"2022-05-04 17:20:00",90,0.129,2.8,3.13,0.14876,0.16624,0.09138,0.01973,52.769,54.734
"2022-05-04 17:40:00",91,0.124,2.82,2.83,0.1496,0.15018,0.08698,0.00569,51.68,54.317
"2022-05-04 18:00:00",92,0.111,2.48,2.58,0.13216,0.137,0.07588,-0.00877,50.179,53.643
"2022-05-04 18:20:00",93,0.114,2.6,2.57,0.1385,0.13617,0.07706,-0.01767,50.234,53.026
"2022-05-04 18:40:00",94,0.117,2.68,2.63,0.14258,0.1402,0.07408,-0.01179,49.705,52.754
"2022-05-04 19:00:00",95,0.096,2.32,2.02,0.12262,0.10746,0.05895,-0.04147,49.341,53.372
"2022-05-04 19:20:00",96,0.075,1.87,1.47,0.09954,0.07756,0.04356,-0.06555,49.085,52.858
"2022-05-04 19:40:00",97,0.062,1.62,1.15,0.0861,0.0614,0.03748,-0.08701,49.361,52.566
"2022-05-04 20:00:00",98,0.051,1.43,0.78,0.07584,0.0412,0.02504,-0.10253,49.58,51.544
"2022-05-04 20:20:00",99,0.037,1.15,0.45,0.0614,0.024,0.01555,-0.11173,49.275,51.914
"2022-05-04 20:40:00",100,0.035,1.2,0.25,0.06408,0.01367,0.01536,-0.12063,48.8,51.437
"2022-05-04 21:00:00",101,0.029,1.02,0.18,0.05364,0.01017,0.00923,-0.12311,49.161,52.213
"2022-05-04 21:20:00",102,0.026,0.95,0.13,0.05042,0.00678,0.00924,-0.12273,49.113,52.579
"2022-05-04 21:40:00",103,0.025,0.95,0.07,0.05042,0.00336,0.00924,-0.12589,49.066,51.289
"2022-05-04 22:00:00",104,0.021,0.88,-0.04,0.04708,-0.00343,0.00924,-0.13517,49.01,52.061
"2022-05-04 22:20:00",105,0.021,0.88,-0.04,0.04664,-0.00337,0.00613,-0.13195,49.163,51.543
"2022-05-04 22:40:00",106,0.023,0.95,-0.04,0.05042,-0.00337,0.01232,-0.13195,49.889,51.441
"2022-05-04 23:00:00",107,0.02,0.88,-0.11,0.04708,-0.00677,0.00924,-0.13517,48.961,51.909
"2022-05-04 23:20:00",108,0.014,0.75,-0.22,0.03972,-0.01349,0.00304,-0.14075,48.869,52.904
"2022-05-04 23:40:00",109,0.009,0.68,-0.42,0.03635,-0.02351,0,-0.14355,50.49,52.041
"2022-05-05 00:00:00",110,0.013,0.75,-0.29,0.03984,-0.01677,0,-0.14031,49.301,52.504
"2022-05-05 00:20:00",111,0.003,0.57,-0.61,0.0298,-0.03363,-0.00309,-0.14955,49.898,51.603
"2022-05-05 00:40:00",112,0.003,0.55,-0.54,0.02932,-0.02997,-0.00307,-0.14587,49.463,52.513
"2022-05-05 01:00:00",113,0.008,0.68,-0.47,0.03598,-0.02653,0,-0.14547,50.844,52.808
"2022-05-05 01:20:00",114,0.009,0.68,-0.41,0.0362,-0.02333,0.00304,-0.14311,50.03,52.561
"2022-05-05 01:40:00",115,0.002,0.55,-0.61,0.02918,-0.03325,-0.00305,-0.14587,50.744,51.726
"2022-05-05 02:00:00",116,0.006,0.62,-0.47,0.03233,-0.02653,0,-0.14265,50.966,52.362
"2022-05-05 02:20:00",117,0.008,0.62,-0.41,0.03258,-0.02333,0,-0.14311,49.818,53.023
"2022-05-05 02:40:00",118,0.004,0.62,-0.61,0.03233,-0.03325,-0.00305,-0.14909,50.612,53.404
"2022-05-05 03:00:00",119,0.006,0.62,-0.47,0.03233,-0.02653,-0.00305,-0.14265,50.721,52.014
"2022-05-05 03:20:00",120,0.008,0.67,-0.47,0.03555,-0.02663,0,-0.14311,50.565,52.685
"2022-05-05 03:40:00",121,0.011,0.73,-0.41,0.03882,-0.02325,0.006,-0.13993,50.543,52.766
"2022-05-05 04:00:00",122,0.008,0.62,-0.41,0.03258,-0.02333,0,-0.14031,50.467,52.019
"2022-05-05 04:20:00",123,0.01,0.62,-0.29,0.03258,-0.01657,-0.00305,-0.13395,50.986,51.712
"2022-05-05 04:40:00",124,0.011,0.73,-0.41,0.03906,-0.02325,0,-0.14265,51.198,53.164
"2022-05-05 05:00:00",125,0.008,0.6,-0.34,0.03226,-0.01973,0,-0.13591,50.149,51.855
"2022-05-05 05:20:00",126,0.01,0.67,-0.34,0.03564,-0.01969,0,-0.13549,50.517,52.483
"2022-05-05 05:40:00",127,0.006,0.6,-0.47,0.03226,-0.02619,0,-0.13831,50.092,53.041
"2022-05-05 06:00:00",128,0.005,0.6,-0.52,0.03206,-0.02941,0,-0.14103,50.653,52.359
"2022-05-05 06:20:00",129,-0.012,-0.02,-0.66,-0.00273,-0.03619,-0.01325,-0.12869,57.792,55.776
"2022-05-05 06:40:00",130,0.037,1.77,-0.39,0.0934,-0.02193,-99,-0.09683,-99,62.339
"2022-05-05 07:00:00",131,0.024,1.2,-0.31,0.06378,-0.01753,0.03069,-0.10909,55.411,55.308
"2022-05-05 07:20:00",132,0.055,1.75,0.6,0.09328,0.03226,0.0486,-0.07089,55.08,56.217
"2022-05-05 07:40:00",133,0.064,1.45,1.48,0.07674,0.07894,0.0606,-0.00517,63.293,61.951
"2022-05-05 08:00:00",134,0.088,1.72,2.37,0.09092,0.126,0.06556,0.02628,53.988,59.516
"2022-05-05 08:20:00",135,0.136,3.42,2.65,0.18176,0.14116,0.12498,0.01654,60.127,56.045
"2022-05-05 08:40:00",136,0.122,2.67,2.93,0.14166,0.15567,-99,-99,-99,-99
"2022-05-05 09:00:00",137,0.172,4.38,3.27,0.23276,0.17351,0.17072,0.0582,57.613,58.336
"2022-05-05 09:20:00",138,0.012,-1.31,2.4,-0.07043,0.1276,-0.04719,0.05484,49.959,62.929
"2022-05-05 09:40:00",139,0.202,4.88,4.2,0.25933,0.22312,0.21107,0.08628,64.592,58.133
"2022-05-05 10:00:00",140,0.223,5.75,4.17,0.30538,0.22114,0.2345,0.08654,62.106,57.61
"2022-05-05 10:20:00",141,0.197,4.82,4.03,0.25605,0.21403,0.11935,0.04126,49.338,52.282
