"TOA5","31217","CR1000X","31217","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Water_Data"
"2022-05-04 05:20:00",54,41.43,44.11,2573,2685,308.802,3.001
"2022-05-04 05:40:00",55,41.72,43.84,2585,2674,309.369,3.006
"2022-05-04 06:00:00",56,40.93,43.77,2552,2671,308.16,3.001
"2022-05-04 06:20:00",57,36.15,40.81,2352,2547,309.433,3.005
"2022-05-04 06:40:00",58,35.07,38.7,2307,2459,309.296,3.001
"2022-05-04 07:00:00",59,38.73,41.91,2460,2593,310.308,3.001
"2022-05-04 07:20:00",60,41.48,42.03,2575,2598,310.914,3.006
"2022-05-04 07:40:00",61,31.87,35.93,2173,2343,310.753,3.002
"2022-05-04 08:00:00",62,34.59,37.15,2287,2394,311.476,3.004
"2022-05-04 08:20:00",63,37.77,39.45,2420,2490,311.402,3.001
"2022-05-04 08:40:00",64,-99,31.96,-99,2177,312.204,3.001
"2022-05-04 09:00:00",65,43.77,39.04,2671,2473,311.989,3.002
"2022-05-04 09:20:00",66,-99,33.59,-99,2245,313.04,3.003
"2022-05-04 09:40:00",67,36.31,41.31,2359,2568,312.879,3.001
"2022-05-04 10:00:00",68,45.06,35.96,2725,2344,313.357,3.002
"2022-05-04 10:20:00",69,46.47,41.19,2784,2563,313.133,3.001
"2022-05-04 10:40:00",70,36.1,38.15,2350,2436,313.368,3.001
"2022-05-04 11:00:00",71,40.11,40.64,2518,2540,313.978,3.002
"2022-05-04 11:20:00",72,-99,39.28,-99,2483,314.065,3.006
"2022-05-04 11:40:00",73,44.13,41.09,2686,2559,313.641,3.004
"2022-05-04 12:00:00",74,39.88,39.21,2508,2480,312.813,3.001
"2022-05-04 12:20:00",75,38.66,39.52,2457,2493,313.516,3.005
"2022-05-04 12:40:00",76,38.2,39.04,2438,2473,313.677,3.002
"2022-05-04 13:00:00",77,39.73,39.06,2502,2474,314.736,3.006
"2022-05-04 13:20:00",78,38.85,39.02,2465,2472,314.428,3.004
"2022-05-04 13:40:00",79,37.8,38.44,2421,2448,313.174,3.002
"2022-05-04 14:00:00",80,38.87,38.37,2466,2445,314.56,3.001
"2022-05-04 14:20:00",81,38.54,37.89,2452,2425,314.646,3.002
"2022-05-04 14:40:00",82,38.13,37.82,2435,2422,314.149,3.005
"2022-05-04 15:00:00",83,38.23,37.58,2439,2412,312.859,3.001
"2022-05-04 15:20:00",84,36.74,37.39,2377,2404,312.695,3.001
"2022-05-04 15:40:00",85,38.37,37.41,2445,2405,312.847,3.001
"2022-05-04 16:00:00",86,37.53,38.35,2410,2444,312.697,3.001
"2022-05-04 16:20:00",87,38.8,38.47,2463,2449,313.262,3.005
"2022-05-04 16:40:00",88,37.65,38.3,2415,2442,313.303,3.005
"2022-05-04 17:00:00",89,37.44,37.94,2406,2427,312.177,3.001
"2022-05-04 17:20:00",90,38.63,38.13,2456,2435,313.313,3.006
"2022-05-04 17:40:00",91,39.73,39.23,2502,2481,312.885,3.002
"2022-05-04 18:00:00",92,40.71,40.52,2543,2535,312.514,3.001
"2022-05-04 18:20:00",93,41.57,41.41,2579,2572,312.398,3.001
"2022-05-04 18:40:00",94,41.84,41.48,2590,2575,312.769,3.004
"2022-05-04 19:00:00",95,42.48,42.65,2617,2624,312.185,3.002
"2022-05-04 19:20:00",96,43.17,43.75,2646,2670,311.858,3.002
"2022-05-04 19:40:00",97,43.34,44.75,2653,2712,310.841,3.001
"2022-05-04 20:00:00",98,43.94,45.57,2678,2746,310.876,3.002
"2022-05-04 20:20:00",99,43.68,45.92,2667,2761,310.58,3.001
"2022-05-04 20:40:00",100,42.98,46.02,2638,2765,310.048,3.001
"2022-05-04 21:00:00",101,43.03,45.85,2640,2758,310.237,3.002
"2022-05-04 21:20:00",102,43.27,45.68,2650,2751,310.441,3.003
"2022-05-04 21:40:00",103,43.15,45.78,2645,2755,309.906,3.001
"2022-05-04 22:00:00",104,43.08,46.12,2642,2769,309.472,3.002
"2022-05-04 22:20:00",105,42.86,45.88,2633,2759,309.39,3.002
"2022-05-04 22:40:00",106,42.96,45.8,2637,2756,308.973,3.001
"2022-05-04 23:00:00",107,43.15,46,2645,2764,308.888,3.002
"2022-05-04 23:20:00",108,42.82,46.04,2631,2766,309.145,3.002
"2022-05-04 23:40:00",109,42.77,46.02,2629,2765,308.958,3.002
"2022-05-05 00:00:00",110,42.91,45.76,2635,2754,308.746,3.001
"2022-05-05 00:20:00",111,42.84,46.09,2632,2768,308.317,3.002
"2022-05-05 00:40:00",112,42.27,45.66,2608,2750,308.314,3.002
"2022-05-05 01:00:00",113,42.36,45.54,2612,2745,308.777,3.004
"2022-05-05 01:20:00",114,42.41,45.61,2614,2748,308.158,3.001
"2022-05-05 01:40:00",115,41.86,45.64,2591,2749,308.231,3.001
"2022-05-05 02:00:00",116,41.64,45.4,2582,2739,308.084,3.001
"2022-05-05 02:20:00",117,41.84,45.59,2590,2747,308.069,3.001
"2022-05-05 02:40:00",118,41.5,45.66,2576,2750,307.322,3.001
"2022-05-05 03:00:00",119,41.72,45.47,2585,2742,308.434,3.006
"2022-05-05 03:20:00",120,41.43,45.57,2573,2746,307.868,3.002
"2022-05-05 03:40:00",121,41.17,45.28,2562,2734,307.487,3.002
"2022-05-05 04:00:00",122,41.57,45.33,2579,2736,306.764,3.002
"2022-05-05 04:20:00",123,41.81,44.97,2589,2721,307.071,3.001
"2022-05-05 04:40:00",124,41.76,45.33,2587,2736,307.776,3.004
"2022-05-05 05:00:00",125,41.29,44.59,2567,2705,307.244,3.001
"2022-05-05 05:20:00",126,41.5,44.42,2576,2698,307.366,3.001
"2022-05-05 05:40:00",127,41.19,44.27,2563,2692,306.701,3.002
"2022-05-05 06:00:00",128,41.19,44.47,2563,2700,307.579,3.005
"2022-05-05 06:20:00",129,34.28,40.95,2274,2553,307.306,3.001
"2022-05-05 06:40:00",130,-99,36.27,-99,2357,308.347,3.002
"2022-05-05 07:00:00",131,36.5,39.28,2367,2483,309.642,3.002
"2022-05-05 07:20:00",132,37.56,38.2,2411,2438,310.155,3.001
"2022-05-05 07:40:00",133,30.5,33.4,2116,2237,310.283,3.001
"2022-05-05 08:00:00",134,34.76,33.78,2294,2253,311.658,3.003
"2022-05-05 08:20:00",135,34.23,36.74,2272,2377,312.658,3.003
"2022-05-05 08:40:00",136,-99,-99,-99,-99,311.94,3.001
"2022-05-05 09:00:00",137,32.66,33.47,2206,2240,313.201,3.005
"2022-05-05 09:20:00",138,39.16,30.53,2478,2117,313.42,3.003
"2022-05-05 09:40:00",139,28.42,33.95,2029,2260,314.251,3.004
"2022-05-05 10:00:00",140,29.64,34.16,2080,2269,314.693,3.005
"2022-05-05 10:20:00",141,45.33,40.43,2736,2531,314.683,3.004
