flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00338_20220504130054,13:00:54,2022-05-04,PFA-00366,PSA-00383,PSF-00338,0.000000,0.000000,0.000000,221.256851,123.736023,0.440758,0.398578

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,180.050964,9987.059570
0.010000,205.072052,9987.059570
0.020000,211.807251,9987.059570
0.030000,215.716843,9987.059570
0.040000,217.998856,9987.059570
0.050000,219.339249,9987.059570
0.060000,220.132111,9987.059570
0.070000,220.661407,9987.059570
0.080000,220.945358,9987.059570
0.090000,221.130966,9987.059570
0.100000,221.214645,9987.059570
0.110000,221.256851,9987.059570
0.120000,221.253281,9987.059570
0.130000,221.227524,9987.059570
0.140000,221.166733,9987.059570
0.150000,221.122391,9987.059570
0.160000,221.047638,9987.059570
0.170000,220.978973,9987.059570
0.180000,220.896729,9987.059570
0.190000,220.815186,9987.059570
0.200000,220.721130,9987.059570
0.210000,220.638153,9987.059570
0.220000,220.535873,9987.059570
0.230000,220.438965,9987.059570
0.240000,220.337387,9987.059570
0.250000,220.266586,9987.059570
0.260000,220.166809,9987.059570
0.270000,220.083832,9987.059570
0.280000,219.983704,9987.059570
0.290000,219.898575,9987.059570
0.300000,219.800949,9987.059570
0.310000,219.692947,9987.059570
0.320000,219.606400,9987.059570
0.330000,219.475861,9987.059570
0.340000,219.369293,9987.059570
0.350000,219.270584,9987.059570
0.360000,219.179749,9987.059570
0.370000,219.043488,9987.059570
0.380000,218.946213,9987.059570
0.390000,218.804245,9987.059570
0.400000,218.676208,9987.059570
0.410000,218.554977,9987.059570
0.420000,218.417999,9987.059570
0.430000,218.293182,9987.059570
0.440000,218.184830,9987.059570
0.450000,218.075745,9987.059570
0.460000,217.955231,9987.059570
0.470000,217.837219,9987.059570
0.480000,217.695953,9987.059570
0.490000,217.549683,9987.059570
0.500000,217.440613,9987.059570
0.510000,217.308990,9987.059570
0.520000,217.175964,9987.059570
0.530000,217.047928,9987.059570
0.540000,216.889145,9987.059570
0.550000,216.762192,9987.059570
0.560000,216.620209,9987.059570
0.570000,216.501480,9987.059570
0.580000,216.367722,9987.059570
0.590000,216.225021,9987.059570
0.600000,216.072327,9987.059570
0.610000,215.929993,9987.059570
0.620000,215.769058,9987.059570
0.630000,215.628143,9987.059570
0.640000,215.477585,9987.059570
0.650000,215.314148,9987.059570
0.660000,215.140350,9987.059570
0.670000,214.991211,9987.059570
0.680000,214.827057,9987.059570
0.690000,214.660400,9987.059570
0.700000,214.503052,9987.059570
0.710000,214.344971,9987.059570
0.720000,214.174393,9987.059570
0.730000,214.009888,9987.059570
0.740000,213.829636,9987.059570
0.750000,213.671570,9987.059570
0.760000,213.463425,9987.059570
0.770000,213.295700,9987.059570
0.780000,213.104004,9987.059570
0.790000,212.910172,9987.059570
