flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00338_20220504130146,13:01:46,2022-05-04,PFA-00366,PSA-00383,PSF-00338,0.000000,0.000000,0.000000,190.959686,116.206528,0.391460,0.398578

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,160.618179,9987.059570
0.010000,178.900116,9987.059570
0.020000,183.802490,9987.059570
0.030000,186.728592,9987.059570
0.040000,188.458801,9987.059570
0.050000,189.485199,9987.059570
0.060000,190.093521,9987.059570
0.070000,190.514801,9987.059570
0.080000,190.735107,9987.059570
0.090000,190.840240,9987.059570
0.100000,190.928574,9987.059570
0.110000,190.953964,9987.059570
0.120000,190.955765,9987.059570
0.130000,190.959686,9987.059570
0.140000,190.942169,9987.059570
0.150000,190.915710,9987.059570
0.160000,190.868851,9987.059570
0.170000,190.832733,9987.059570
0.180000,190.778732,9987.059570
0.190000,190.709000,9987.059570
0.200000,190.680023,9987.059570
0.210000,190.622086,9987.059570
0.220000,190.567017,9987.059570
0.230000,190.524811,9987.059570
0.240000,190.472961,9987.059570
0.250000,190.430038,9987.059570
0.260000,190.372467,9987.059570
0.270000,190.294861,9987.059570
0.280000,190.224045,9987.059570
0.290000,190.138580,9987.059570
0.300000,190.069199,9987.059570
0.310000,190.005539,9987.059570
0.320000,189.930801,9987.059570
0.330000,189.872498,9987.059570
0.340000,189.801697,9987.059570
0.350000,189.736969,9987.059570
0.360000,189.655426,9987.059570
0.370000,189.578171,9987.059570
0.380000,189.499146,9987.059570
0.390000,189.437622,9987.059570
0.400000,189.340347,9987.059570
0.410000,189.245941,9987.059570
0.420000,189.139374,9987.059570
0.430000,189.026718,9987.059570
0.440000,188.905121,9987.059570
0.450000,188.785309,9987.059570
0.460000,188.649780,9987.059570
0.470000,188.508865,9987.059570
0.480000,188.340073,9987.059570
0.490000,188.191299,9987.059570
0.500000,188.044312,9987.059570
0.510000,187.888748,9987.059570
0.520000,187.769287,9987.059570
0.530000,187.630890,9987.059570
0.540000,187.481049,9987.059570
0.550000,187.278992,9987.059570
0.560000,186.997177,9987.059570
0.570000,186.375977,9987.059570
0.580000,185.227280,9987.059570
0.590000,185.043457,9987.059570
0.600000,184.924011,9987.059570
0.610000,184.787033,9987.059570
0.620000,184.671524,9987.059570
0.630000,184.569244,9987.059570
0.640000,184.460526,9987.059570
0.650000,184.341431,9987.059570
0.660000,184.213394,9987.059570
0.670000,184.097168,9987.059570
0.680000,183.972000,9987.059570
0.690000,183.805344,9987.059570
0.700000,183.600433,9987.059570
0.710000,183.352951,9987.059570
0.720000,183.171631,9987.059570
0.730000,183.070068,9987.059570
0.740000,182.990677,9987.059570
0.750000,182.948822,9987.059570
0.760000,182.880157,9987.059570
0.770000,182.673813,9987.059570
0.780000,182.383423,9987.059570
0.790000,181.995041,9987.059570
