flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00338_20220504132651,13:26:51,2022-05-04,PFA-00366,PSA-00383,PSF-00338,0.000000,0.000000,0.000000,75.478790,66.873192,0.114013,0.398578

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,71.304199,9987.059570
0.010000,73.985695,9987.059570
0.020000,74.602600,9987.059570
0.030000,74.963089,9987.059570
0.040000,75.177315,9987.059570
0.050000,75.298546,9987.059570
0.060000,75.385094,9987.059570
0.070000,75.443031,9987.059570
0.080000,75.460907,9987.059570
0.090000,75.478790,9987.059570
0.100000,75.477722,9987.059570
0.110000,75.461624,9987.059570
0.120000,75.462341,9987.059570
0.130000,75.466988,9987.059570
0.140000,75.461266,9987.059570
0.150000,75.459839,9987.059570
0.160000,75.448753,9987.059570
0.170000,75.446251,9987.059570
0.180000,75.426575,9987.059570
0.190000,75.426224,9987.059570
0.200000,75.410126,9987.059570
0.210000,75.391174,9987.059570
0.220000,75.378654,9987.059570
0.230000,75.369003,9987.059570
0.240000,75.364349,9987.059570
0.250000,75.347183,9987.059570
0.260000,75.327156,9987.059570
0.270000,75.333954,9987.059570
0.280000,75.296761,9987.059570
0.290000,75.299980,9987.059570
0.300000,75.272079,9987.059570
0.310000,75.259209,9987.059570
0.320000,75.253487,9987.059570
0.330000,75.230957,9987.059570
0.340000,75.215218,9987.059570
0.350000,75.194481,9987.059570
0.360000,75.174454,9987.059570
0.370000,75.151566,9987.059570
0.380000,75.095055,9987.059570
0.390000,75.080040,9987.059570
0.400000,75.053215,9987.059570
0.410000,75.023888,9987.059570
0.420000,75.021385,9987.059570
0.430000,75.014946,9987.059570
0.440000,75.028183,9987.059570
0.450000,75.021027,9987.059570
0.460000,75.005653,9987.059570
0.470000,74.990990,9987.059570
0.480000,74.970245,9987.059570
0.490000,74.930550,9987.059570
0.500000,74.907303,9987.059570
0.510000,74.875832,9987.059570
0.520000,74.833992,9987.059570
0.530000,74.810028,9987.059570
0.540000,74.780342,9987.059570
0.550000,74.752449,9987.059570
0.560000,74.748520,9987.059570
0.570000,74.720619,9987.059570
0.580000,74.710251,9987.059570
0.590000,74.698448,9987.059570
0.600000,74.675919,9987.059570
0.610000,74.666977,9987.059570
0.620000,74.658394,9987.059570
0.630000,74.627640,9987.059570
0.640000,74.616913,9987.059570
0.650000,74.596878,9987.059570
0.660000,74.559692,9987.059570
0.670000,74.531082,9987.059570
0.680000,74.489952,9987.059570
0.690000,74.484230,9987.059570
0.700000,74.466705,9987.059570
0.710000,74.460625,9987.059570
0.720000,74.458122,9987.059570
0.730000,74.437019,9987.059570
0.740000,74.415565,9987.059570
0.750000,74.389458,9987.059570
0.760000,74.358704,9987.059570
0.770000,74.348328,9987.059570
0.780000,74.327232,9987.059570
0.790000,74.324730,9987.059570
