flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00338_20220504131629,13:16:29,2022-05-04,PFA-00366,PSA-00383,PSF-00338,0.000000,0.000000,0.000000,168.452744,103.749275,0.384105,0.398578

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,142.338043,9987.059570
0.010000,158.070801,9987.059570
0.020000,162.026169,9987.059570
0.030000,164.303177,9987.059570
0.040000,165.689713,9987.059570
0.050000,166.580551,9987.059570
0.060000,167.172791,9987.059570
0.070000,167.606598,9987.059570
0.080000,167.877670,9987.059570
0.090000,168.082947,9987.059570
0.100000,168.213486,9987.059570
0.110000,168.298599,9987.059570
0.120000,168.365128,9987.059570
0.130000,168.420197,9987.059570
0.140000,168.437363,9987.059570
0.150000,168.452744,9987.059570
0.160000,168.450241,9987.059570
0.170000,168.445938,9987.059570
0.180000,168.450241,9987.059570
0.190000,168.425568,9987.059570
0.200000,168.420547,9987.059570
0.210000,168.403748,9987.059570
0.220000,168.385498,9987.059570
0.230000,168.351166,9987.059570
0.240000,168.322571,9987.059570
0.250000,168.296814,9987.059570
0.260000,168.261765,9987.059570
0.270000,168.217056,9987.059570
0.280000,168.200607,9987.059570
0.290000,168.154831,9987.059570
0.300000,168.112991,9987.059570
0.310000,168.089752,9987.059570
0.320000,168.065781,9987.059570
0.330000,168.017151,9987.059570
0.340000,167.986755,9987.059570
0.350000,167.952774,9987.059570
0.360000,167.913437,9987.059570
0.370000,167.883041,9987.059570
0.380000,167.832260,9987.059570
0.390000,167.786484,9987.059570
0.400000,167.754654,9987.059570
0.410000,167.699219,9987.059570
0.420000,167.646652,9987.059570
0.430000,167.591568,9987.059570
0.440000,167.539719,9987.059570
0.450000,167.477844,9987.059570
0.460000,167.417770,9987.059570
0.470000,167.368774,9987.059570
0.480000,167.298676,9987.059570
0.490000,167.245026,9987.059570
0.500000,167.191391,9987.059570
0.510000,167.130585,9987.059570
0.520000,167.072647,9987.059570
0.530000,167.002563,9987.059570
0.540000,166.935318,9987.059570
0.550000,166.868454,9987.059570
0.560000,166.787979,9987.059570
0.570000,166.728622,9987.059570
0.580000,166.642792,9987.059570
0.590000,166.548370,9987.059570
0.600000,166.471130,9987.059570
0.610000,166.382431,9987.059570
0.620000,166.284088,9987.059570
0.630000,166.164642,9987.059570
0.640000,166.054123,9987.059570
0.650000,165.953644,9987.059570
0.660000,165.862091,9987.059570
0.670000,165.761230,9987.059570
0.680000,165.678619,9987.059570
0.690000,165.573837,9987.059570
0.700000,165.455460,9987.059570
0.710000,165.321701,9987.059570
0.720000,165.201538,9987.059570
0.730000,165.066711,9987.059570
0.740000,164.958008,9987.059570
0.750000,164.825317,9987.059570
0.760000,164.719101,9987.059570
0.770000,164.621826,9987.059570
0.780000,164.502380,9987.059570
0.790000,164.397247,9987.059570
