"TOA5","31407","CR1000X","31407","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Water_Data"
"2022-05-04 04:00:00",54,42.77,46.64,2629,2791,308.919,3.001
"2022-05-04 04:20:00",55,41.67,46.45,2583,2783,309.989,3.005
"2022-05-04 04:40:00",56,41.45,46.02,2574,2765,308.995,3.001
"2022-05-04 05:00:00",57,43.58,47.33,2663,2820,310.102,3.007
"2022-05-04 05:20:00",58,41.43,46.19,2573,2772,309.795,3.003
"2022-05-04 05:40:00",59,43.22,47.17,2648,2813,309.268,3.002
"2022-05-04 06:00:00",60,41.45,46.43,2574,2782,309.929,3.006
"2022-05-04 06:20:00",61,40.38,46.23,2529,2774,309.038,3.003
"2022-05-04 06:40:00",62,38.92,44.06,2468,2683,309.536,3.001
"2022-05-04 07:00:00",63,34.31,40.19,2275,2521,309.864,3.002
"2022-05-04 07:20:00",64,32.54,38.01,2201,2430,310.913,3.009
"2022-05-04 07:40:00",65,34.78,38.54,2295,2452,310.173,3.004
"2022-05-04 08:00:00",66,36,39.04,2346,2473,311.058,3.006
"2022-05-04 08:20:00",67,35.62,38.97,2330,2470,310.641,3.004
"2022-05-04 08:40:00",68,32.13,37.68,2184,2416,311.653,3.004
"2022-05-04 09:00:00",69,31.72,37.82,2167,2422,311.567,3.001
"2022-05-04 09:20:00",70,30.67,36.17,2123,2353,312.012,3.005
"2022-05-04 09:40:00",71,29.84,35.31,2088,2317,311.434,3.002
"2022-05-04 10:00:00",72,29.67,35.69,2081,2333,311.923,3.001
"2022-05-04 10:20:00",73,29.05,34.62,2055,2288,312.418,3.006
"2022-05-04 10:40:00",74,28.19,34.69,2019,2291,311.222,3.001
"2022-05-04 11:00:00",75,28.28,33.8,2023,2254,333.718,3.002
"2022-05-04 11:20:00",76,29.14,34.28,2059,2274,344.07,3.005
"2022-05-04 11:40:00",77,29.79,33.61,2086,2246,338.172,3.001
"2022-05-04 12:00:00",78,28.19,33.47,2019,2240,338.916,3.001
"2022-05-04 12:20:00",79,28.38,33.04,2027,2222,340.218,3.002
"2022-05-04 12:40:00",80,28.11,33.4,2016,2237,344.835,3.003
"2022-05-04 13:00:00",81,26.75,32.01,1959,2179,348.524,3.001
"2022-05-04 13:20:00",82,27.3,32.32,1982,2192,342.643,3.004
"2022-05-04 13:40:00",83,25.94,31.05,1925,2139,346.627,3.003
"2022-05-04 14:00:00",84,27.16,31.58,1976,2161,364.268,3.001
"2022-05-04 14:20:00",85,27.21,31.99,1978,2178,340.492,3.004
"2022-05-04 14:40:00",86,26.06,31.65,1930,2164,339.869,3.005
"2022-05-04 15:00:00",87,27.06,32.92,1972,2217,340.213,3.007
"2022-05-04 15:20:00",88,26.11,32.63,1932,2205,370.808,3.005
"2022-05-04 15:40:00",89,28.14,32.51,2017,2200,366.858,3.003
"2022-05-04 16:00:00",90,28.88,34.64,2048,2289,363.574,3.004
"2022-05-04 16:20:00",91,29.74,33.52,2084,2242,362.483,3.001
"2022-05-04 16:40:00",92,28.31,33.78,2024,2253,350.601,3.002
"2022-05-04 17:00:00",93,31.72,36.48,2167,2366,343.485,3.002
"2022-05-04 17:20:00",94,32.9,37.75,2216,2419,341.624,3.002
"2022-05-04 17:40:00",95,33.49,38.78,2241,2462,341.47,3.005
"2022-05-04 18:00:00",96,35.5,40.28,2325,2525,338.438,3.001
"2022-05-04 18:20:00",97,37.17,41.93,2395,2594,337.434,3.001
"2022-05-04 18:40:00",98,38.66,43.84,2457,2674,336.39,3.001
"2022-05-04 19:00:00",99,43.13,46.33,2644,2778,336.373,3.002
"2022-05-04 19:20:00",100,44.01,48.12,2681,2853,334.259,3.001
"2022-05-04 19:40:00",101,44.44,49.08,2699,2893,333.701,3.001
"2022-05-04 20:00:00",102,45.59,50.16,2747,2938,333.657,3.006
"2022-05-04 20:20:00",103,45.3,50.06,2735,2934,333.168,3.005
"2022-05-04 20:40:00",104,45.47,50.06,2742,2934,332.089,3.003
"2022-05-04 21:00:00",105,45.61,50.2,2748,2940,332.765,3.005
"2022-05-04 21:20:00",106,45.54,49.92,2745,2928,332.46,3.003
"2022-05-04 21:40:00",107,46.16,50.63,2771,2958,331.617,3.002
"2022-05-04 22:00:00",108,45.25,50.25,2733,2942,331.992,3.005
"2022-05-04 22:20:00",109,45.37,49.94,2738,2929,331.525,3.004
"2022-05-04 22:40:00",110,44.49,49.82,2701,2924,330.953,3.004
"2022-05-04 23:00:00",111,44.63,50.2,2707,2940,330.717,3.004
"2022-05-04 23:20:00",112,44.82,49.8,2715,2923,329.812,3.003
"2022-05-04 23:40:00",113,45.95,50.18,2762,2939,329.573,3.001
"2022-05-05 00:00:00",114,46.26,50.3,2775,2944,331.082,3.011
"2022-05-05 00:20:00",115,44.54,49.25,2703,2900,330.321,3.005
"2022-05-05 00:40:00",116,43.61,48.17,2664,2855,329.386,3.003
"2022-05-05 01:00:00",117,45.02,48.91,2723,2886,329.784,3.001
"2022-05-05 01:20:00",118,45.78,49.53,2755,2912,329.61,3.005
"2022-05-05 01:40:00",119,44.37,48.82,2696,2882,329.348,3.003
"2022-05-05 02:00:00",120,45.09,49.2,2726,2898,330.089,3.006
"2022-05-05 02:20:00",121,45.45,49.39,2741,2906,329.987,3.005
"2022-05-05 02:40:00",122,45.06,49.18,2725,2897,330.04,3.006
"2022-05-05 03:00:00",123,45.21,49.13,2731,2895,328.79,3.001
"2022-05-05 03:20:00",124,44.85,49.15,2716,2896,329.895,3.006
"2022-05-05 03:40:00",125,45.14,49.03,2728,2891,329.364,3.001
"2022-05-05 04:00:00",126,44.92,49.22,2719,2899,329.235,3.001
"2022-05-05 04:20:00",127,45.04,49.15,2724,2896,328.904,3.005
"2022-05-05 04:40:00",128,45.49,49.44,2743,2908,329.19,3.005
"2022-05-05 05:00:00",129,44.78,48.89,2713,2885,328.61,3.005
"2022-05-05 05:20:00",130,45.49,49.22,2743,2899,329.184,3.007
"2022-05-05 05:40:00",131,45.09,48.98,2726,2889,329.109,3.006
"2022-05-05 06:00:00",132,45.45,49.61,2741,2915,328.961,3.007
"2022-05-05 06:20:00",133,43.61,48.17,2664,2855,330.325,3.006
"2022-05-05 06:40:00",134,40.07,45.59,2516,2747,333.618,3.007
"2022-05-05 07:00:00",135,34.02,40.47,2263,2533,343.218,3.004
"2022-05-05 07:20:00",136,31.91,37.01,2175,2388,350.991,3.003
"2022-05-05 07:40:00",137,32.2,36.84,2187,2381,356.019,3.004
"2022-05-05 08:00:00",138,31.05,35.57,2139,2328,359.714,3.001
"2022-05-05 08:20:00",139,29.12,33.95,2058,2260,346.856,3.003
"2022-05-05 08:40:00",140,27.01,32.78,1970,2211,338.481,3.002
"2022-05-05 09:00:00",141,25.94,31.75,1925,2168,339.658,3.005
"2022-05-05 09:20:00",142,25.46,30.82,1905,2129,338.165,3.001
"2022-05-05 09:40:00",143,24.62,29.21,1870,2062,337.979,3.003
"2022-05-05 10:00:00",144,24.74,29.91,1875,2091,339.619,3.001
"2022-05-05 10:20:00",145,24,29.33,1844,2067,356.502,3.002
"2022-05-05 10:40:00",146,24.29,29.5,1856,2074,349.555,3.002
"2022-05-05 11:00:00",147,24.96,29.79,1884,2086,362.162,3.003
"2022-05-05 11:20:00",148,25.27,30.29,1897,2107,342.29,3.004
"2022-05-05 11:40:00",149,23.72,29.19,1832,2061,349.575,3.001
"2022-05-05 12:00:00",150,24.53,29.93,1866,2092,354.846,3.001
"2022-05-05 12:20:00",151,23.6,28.42,1827,2029,355.819,3.002
"2022-05-05 12:40:00",152,24.26,29.19,1855,2061,360.741,3.001
"2022-05-05 13:00:00",153,24.07,28.97,1847,2052,370.983,3.001
"2022-05-05 13:20:00",154,24.36,29.79,1859,2086,356.005,3.001
"2022-05-05 13:40:00",155,24.03,29.67,1845,2081,362.789,3.002
"2022-05-05 14:00:00",156,24.67,29.79,1872,2086,346.425,3.002
"2022-05-05 14:20:00",157,25.58,30.12,1910,2100,341.863,3.001
"2022-05-05 14:40:00",158,25.1,30.58,1890,2119,339.632,3.001
"2022-05-05 15:00:00",159,24.86,30.29,1880,2107,339.166,3.001
"2022-05-05 15:20:00",160,25.41,31.22,1903,2146,339.288,3.001
"2022-05-05 15:40:00",161,28.09,32.23,2015,2188,338.829,3.001
"2022-05-05 16:00:00",162,27.56,33.3,1993,2233,339.532,3.002
