"TOA5","31407","CR1000X","31407","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Temp_Data"
"TIMESTAMP","RECORD","Pre_Temp_Down_Outer","Max_Temp_Down_Outer","Post_Temp_Down_Outer","Pre_Temp_Upper_Outer","Max_Temp_Upper_Outer","Post_Temp_Upper_Outer","Pre_Temp_Down_Inner","Max_Temp_Down_Inner","Post_Temp_Down_Inner","Pre_Temp_Upper_Inner","Max_Temp_Upper_Inner","Post_Temp_Upper_Inner"
"TS","RN","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-05-03 10:00:00",0,14.693,0.421,15.098,14.766,0.217,14.98,14.247,0.386,14.624,14.169,0.193,14.357
"2022-05-03 10:20:00",1,15.008,0.424,15.412,15.105,0.197,15.295,14.59,0.389,14.967,14.506,0.183,14.682
"2022-05-03 10:40:00",2,15.301,0.427,15.707,15.386,0.192,15.571,14.886,0.391,15.264,14.796,0.179,14.968
"2022-05-03 11:00:00",3,15.64,0.438,16.052,15.706,0.189,15.888,15.177,0.401,15.566,15.068,0.178,15.238
"2022-05-03 11:20:00",4,15.757,0.422,16.162,15.85,0.195,16.037,15.379,0.379,15.746,15.297,0.181,15.47
"2022-05-03 11:40:00",5,15.965,0.429,16.375,16.05,0.193,16.235,15.582,0.388,15.957,15.499,0.177,15.668
"2022-05-03 12:00:00",6,16.102,0.419,16.501,16.189,0.192,16.373,15.751,0.382,16.12,15.671,0.178,15.841
"2022-05-03 12:20:00",7,16.275,0.424,16.679,16.333,0.203,16.531,15.9,0.388,16.275,15.817,0.18,15.99
"2022-05-03 12:40:00",8,16.422,0.422,16.824,16.492,0.197,16.682,16.061,0.385,16.432,15.977,0.177,16.146
"2022-05-03 13:00:00",9,16.573,0.428,16.978,16.651,0.187,16.831,16.218,0.392,16.595,16.133,0.173,16.297
"2022-05-03 13:20:00",10,16.745,0.433,17.158,16.811,0.192,16.996,16.374,0.392,16.753,16.289,0.175,16.455
"2022-05-03 13:40:00",11,16.993,0.416,17.381,17.083,0.18,17.253,16.599,0.391,16.974,16.502,0.172,16.666
"2022-05-03 14:00:00",12,17.2,0.434,17.616,17.249,0.203,17.447,16.766,0.392,17.146,16.665,0.178,16.836
"2022-05-03 14:20:00",13,17.335,0.425,17.742,17.42,0.189,17.601,16.956,0.383,17.325,16.865,0.174,17.03
"2022-05-03 14:40:00",14,17.518,0.428,17.922,17.59,0.198,17.783,17.11,0.392,17.489,17.021,0.176,17.189
"2022-05-03 15:00:00",15,17.836,0.422,18.235,17.922,0.202,18.118,17.353,0.389,17.73,17.257,0.182,17.433
"2022-05-03 15:20:00",16,17.823,0.422,18.226,17.909,0.204,18.108,17.438,0.381,17.806,17.367,0.179,17.538
"2022-05-03 15:40:00",17,17.843,0.395,18.207,17.973,0.174,18.133,17.56,0.375,17.919,17.511,0.169,17.669
"2022-05-03 16:00:00",18,17.605,0.382,17.969,17.757,0.204,17.952,17.432,0.352,17.771,17.436,0.181,17.608
"2022-05-03 16:20:00",19,17.698,0.395,18.073,17.848,0.191,18.028,17.496,0.36,17.842,17.48,0.179,17.649
"2022-05-03 16:40:00",20,17.673,0.409,18.069,17.852,0.203,18.047,17.498,0.362,17.846,17.502,0.181,17.674
"2022-05-03 17:00:00",21,17.607,0.387,17.971,17.761,0.18,17.927,17.503,0.354,17.842,17.509,0.174,17.671
"2022-05-03 17:20:00",22,17.247,0.38,17.609,17.403,0.189,17.58,17.295,0.345,17.624,17.342,0.174,17.503
"2022-05-03 17:40:00",23,17.016,0.383,17.38,17.176,0.191,17.355,17.112,0.348,17.444,17.181,0.174,17.343
"2022-05-03 18:00:00",24,16.859,0.371,17.21,17.027,0.194,17.209,16.967,0.342,17.294,17.043,0.178,17.21
