"t.day","sp","numbr","P.MPa","nomID","stemID","l.mm","d.mm","k.g.s.MPa","r2","K.g.mm.s.MPa","Ks.g.s.MPa.mm","ver","plc"
128.350680647465,"quke_pre",72.1,2,"quke_pre 72.1 2 MPa","quke_pre 72.1",84,2.1,-0.0381208054531448,0.962954541922761,-3.20214765806417,-0.924512704382854,"v18",-171.082699594401
128.365418839932,"quke_pre",72,2,"quke_pre 72 2 MPa","quke_pre 72",60,1,-0.0109910507943241,0.998700978100434,-0.659463047659447,-0.839654430571577,"v18",41.284374504927
128.3954325503,"quke_pre",72.3,2,"quke_pre 72.3 2 MPa","quke_pre 72.3",58,1.8,-0.01180152895593,0.976442812570862,-0.684488679443941,-0.268987053886289,"v18",-92.5709502241135
128.408153881618,"quke_pre",77.1,2,"quke_pre 77.1 2 MPa","quke_pre 77.1",66,1.7,-0.0233409803337959,0.998487867517177,-1.54050470203053,-0.678696022655962,"v18",25.6789300810266
128.419224749999,"quke_pre",77.2,2,"quke_pre 77.2 2 MPa","quke_pre 77.2",59,2,-0.0202845894643132,0.994309985861569,-1.19679077839448,-0.380950336456557,"v18",-31.5434770746811
128.434882443958,"quke_pre",77.3,2,"quke_pre 77.3 2 MPa","quke_pre 77.3",57,1.9,-0.0208756794652864,0.999406941908019,-1.18991372952132,-0.419680115027659,"v18",-15.9831835335061
128.467016412812,"quke_pre",184.1,2,"quke_pre 184.1 2 MPa","quke_pre 184.1",94,1.8,-0.00916236380805156,0.999907110807762,-0.861262197956847,-0.3384546570445,"v18",30.5644207169912
128.483753528959,"quke_pre",184.2,2,"quke_pre 184.2 2 MPa","quke_pre 184.2",73,2,-0.0487941815566116,0.997951081780025,-3.56197525363265,-1.13381193757329,"v18",-163.974911248198
128.500068383347,"quke_pre",111.1,2,"quke_pre 111.1 2 MPa","quke_pre 111.1",42,1,-0.00960495117163107,0.995006128838588,-0.403407949208505,-0.513634953592783,"v18",-213.509218379672
128.528407846124,"quke_pre",111.2,2,"quke_pre 111.2 2 MPa","quke_pre 111.2",60,1,-0.0035271161682546,0.854624102834966,-0.211626970095276,-0.269451827057791,"v18",86.1152996482364
128.54121513992,"quke_pre",111.3,2,"quke_pre 111.3 2 MPa","quke_pre 111.3",56,1.5,-0.0447797611938793,0.997595727514152,-2.50766662685724,-1.4190490285899,"v18",-813.983437749774
128.565260724594,"quke_pre",94.1,2,"quke_pre 94.1 2 MPa","quke_pre 94.1",71,1.9,-0.00245056665128074,0.894338071403082,-0.173990232240932,-0.0613659955919141,"v18",74.4342803458281
128.582232809746,"quke_pre",94.2,2,"quke_pre 94.2 2 MPa","quke_pre 94.2",67,2,-0.0158701803041942,0.985544650152541,-1.06330208038101,-0.338459564185067,"v18",-141.724823466447
128.597363460914,"quke_pre",94.3,2,"quke_pre 94.3 2 MPa","quke_pre 94.3",51,1.2,-0.00705571735557948,0.97966026050463,-0.359841585134554,-0.318169816689929,"v18",31.6888256328532
128.609275739049,"quke_pre",148.2,2,"quke_pre 148.2 2 MPa","quke_pre 148.2",93,1.1,-0.00534006957602254,0.946274621673681,-0.496626470570096,-0.522582199414959,"v18",24.3219970090485
128.620393925602,"quke_pre",148.3,2,"quke_pre 148.3 2 MPa","quke_pre 148.3",112,1.8,-0.0315109385150582,0.997396340702953,-3.52922511368652,-1.386897832413,"v18",-72.9078087025148
128.632812028577,"quke_pre",171.1,2,"quke_pre 171.1 2 MPa","quke_pre 171.1",40,2,-0.00553817391004668,0.972256117806761,-0.221526956401867,-0.0705142202789199,"v18",68.5868783756524
128.643672930405,"quke_pre",171.2,2,"quke_pre 171.2 2 MPa","quke_pre 171.2",82,2,-0.0268373216223404,0.998565684752789,-2.20066037303191,-0.700491952868967,"v18",-35.8804372499462
128.655142103345,"quke_pre",171.3,2,"quke_pre 171.3 2 MPa","quke_pre 171.3",79,2,-0.0184707723386862,0.998974739445142,-1.45919101475621,-0.464474925827459,"v18",0.587611497589346
129.659284245198,"quke_pre",148.3,0,"quke_pre 148.3 0 MPa","quke_pre 148.3",112,1.8,-0.0182241269214581,0.989939271078643,-2.0411022152033,-0.80210248618623,"v18",0
129.67036366926,"quke_pre",111.3,0,"quke_pre 111.3 0 MPa","quke_pre 111.3",56,1.5,-0.00489940619757039,0.970727249428623,-0.274366747063942,-0.15525981872096,"v18",0
129.680716773288,"quke_pre",77.1,0,"quke_pre 77.1 0 MPa","quke_pre 77.1",66,1.7,-0.0314056032283211,0.99680152117632,-2.0727698130692,-0.91319463430208,"v18",0
129.69502463463,"quke_pre",72,0,"quke_pre 72 0 MPa","quke_pre 72",60,1,-0.0187191240860517,0.999670577268731,-1.1231474451631,-1.43003574174993,"v18",0
129.705086871493,"quke_pre",72.3,0,"quke_pre 72.3 0 MPa","quke_pre 72.3",58,1.8,-0.0176885590929976,0.998106047619478,-1.02593642739386,-0.403167540043883,"v18",-188.632315808735
129.715481718878,"quke_pre",94.2,0,"quke_pre 94.2 0 MPa","quke_pre 94.2",67,2,-0.00656539120666566,0.958927851582805,-0.439881210846599,-0.140018538158969,"v18",0
129.705086871493,"quke_pre",77.3,0,"quke_pre 77.3 0 MPa","quke_pre 77.3",58,1.8,-0.0176885590929976,0.998106047619478,-1.02593642739386,-0.403167540043883,"v18",0
129.727271888135,"quke_pre",72.1,0,"quke_pre 72.1 0 MPa","quke_pre 72.1",84,2.1,-0.0140624265252567,0.991859012284728,-1.18124382812156,-0.341044524702657,"v18",0
129.737363858159,"quke_pre",171.2,0,"quke_pre 171.2 0 MPa","quke_pre 171.2",82,2,-0.0197506883003138,0.99469757169097,-1.61955644062573,-0.515520826283802,"v18",0
129.748262103669,"quke_pre",148.2,0,"quke_pre 148.2 0 MPa","quke_pre 148.2",93,1.1,-0.00705630350296245,0.997670072406885,-0.656236225775508,-0.690533812681925,"v18",0
130.33376252287,"quke_pre",171.3,0,"quke_pre 171.3 0 MPa","quke_pre 171.3",79,2,-0.0185799502626761,0.991549846707007,-1.46781607075141,-0.46722036641962,"v18",0
130.348428790114,"quke_pre",184.2,0,"quke_pre 184.2 0 MPa","quke_pre 184.2",73,2,-0.0184844011599018,0.997847327961914,-1.34936128467283,-0.429515036945022,"v18",0
130.357771197039,"quke_pre",171.1,0,"quke_pre 171.1 0 MPa","quke_pre 171.1",40,2,-0.0176301291424478,0.999756031269369,-0.705205165697912,-0.224473776029524,"v18",0
130.368060541101,"quke_pre",94.3,0,"quke_pre 94.3 0 MPa","quke_pre 94.3",51,1.2,-0.010328789427126,0.975751999276128,-0.526768260783428,-0.465765403153351,"v18",0
130.383215621528,"quke_pre",72.3,0,"quke_pre 72.3 0 MPa","quke_pre 72.3",58,1.8,-0.00612840563033803,0.97049915079943,-0.355447526559606,-0.139682051510491,"v18",0
130.398479756956,"quke_pre",94.1,0,"quke_pre 94.1 0 MPa","quke_pre 94.1",71,1.9,-0.00958536150919907,0.876576169275835,-0.680560667153134,-0.240032341831223,"v18",0
130.409559607142,"quke_pre",77.2,0,"quke_pre 77.2 0 MPa","quke_pre 77.2",59,2,-0.0154204449474884,0.952967640907854,-0.909806251901816,-0.289600324492168,"v18",0
130.418947163089,"quke_pre",184.1,0,"quke_pre 184.1 0 MPa","quke_pre 184.1",94,1.8,-0.0131954883975363,0.961106061124686,-1.24037590936841,-0.487436931526143,"v18",0
130.429542748092,"quke_pre",111.2,0,"quke_pre 111.2 0 MPa","quke_pre 111.2",60,1,-0.0254028972818748,0.983851870686652,-1.52417383691249,-1.9406384022077,"v18",0
130.441740178333,"quke_pre",111.1,0,"quke_pre 111.1 0 MPa","quke_pre 111.1",42,1,-0.00306369019108047,0.987765178384997,-0.12867498802538,-0.163834083172237,"v18",0
