t.day,sp,numbr,P.MPa,nomID,stemID,l.mm,d.mm,k.g.s.MPa,r2,K.g.mm.s.MPa,Ks.g.s.MPa.mm,ver,plc
139.7014935,quke_ck,2496.4,0,quke_ck 2496.4 0 MPa,quke_ck 2496.4,87.6,2.14,-0.060444174,0.999998366,-5.294909604,-1.472112912,v18,0
139.7176912,quke_ck,2496.5,0,quke_ck 2496.5 0 MPa,quke_ck 2496.5,56.84,1.74,-0.037512405,0.993651548,-2.132205072,-0.896686423,v18,0
139.7343737,quke_ck,2496.6,0,quke_ck 2496.6 0 MPa,quke_ck 2496.6,85.25,2.12,-0.041257326,0.997304083,-3.517187077,-0.996400337,v18,0
139.744734,quke_ck,2498.4,0,quke_ck 2498.4 0 MPa,quke_ck 2498.4,68.55,1.64,-0.029008582,0.970489877,-1.988538275,-0.94136138,v18,0
139.7558749,quke_ck,2498.6,0,quke_ck 2498.6 0 MPa,quke_ck 2498.6,73.07,1.73,-0.042499022,0.99802914,-3.105403554,-1.321100808,v18,0
139.7704722,quke_ck,2498.5,0,quke_ck 2498.5 0 MPa,quke_ck 2498.5,93.84,3.11,-0.243440312,0.999457191,-22.84443883,-3.007252086,v18,0
139.7868785,quke_ck,2500.4,0,quke_ck 2500.4 0 MPa,quke_ck 2500.4,64,2.82,-0.303782052,0.997410534,-19.44205132,-3.11281985,v18,0
139.7972365,quke_ck,2500.5,0,quke_ck 2500.5 0 MPa,quke_ck 2500.5,67.12,2.48,-0.104872293,0.99990768,-7.039028283,-1.457201022,v18,0
139.8134939,quke_ck,2599.4,0,quke_ck 2599.4 0 MPa,quke_ck 2599.4,58.95,2.38,-0.112465382,0.995367869,-6.62983429,-1.490249134,v18,0
139.8256271,quke_ck,2599.6,0,quke_ck 2599.6 0 MPa,quke_ck 2599.6,64.22,2.33,-0.023866658,0.998473849,-1.532716752,-0.359467955,v18,0
139.8390705,quke_ck,2497.5,0,quke_ck 2497.5 0 MPa,quke_ck 2497.5,53.44,1.82,-0.014035927,0.996289238,-0.750079913,-0.288320072,v18,0
139.858342,quke_ck,2497.6,0,quke_ck 2497.6 0 MPa,quke_ck 2497.6,124.9,2.49,-0.003459305,0.995930874,-0.432067169,-0.088728409,v18,0
139.8739675,quke_ck,2497.4,0,quke_ck 2497.4 0 MPa,quke_ck 2497.4,44.95,1.33,-0.008302305,0.923366215,-0.373188629,-0.268618079,v18,0
139.883792,quke_ck,2500.6,0,quke_ck 2500.6 0 MPa,quke_ck 2500.6,56.19,2.42,-0.045122781,0.999968076,-2.535449049,-0.551231814,v18,0
139.8958957,quke_ck,2499.5,0,quke_ck 2499.5 0 MPa,quke_ck 2499.5,58.89,1.92,-0.067463036,0.98741989,-3.972898187,-1.372192675,v18,0
