"TOA5","31220","CR1000X","31220","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Temp_Data"
"TIMESTAMP","RECORD","Pre_Temp_Down_Outer","Max_Temp_Down_Outer","Post_Temp_Down_Outer","Pre_Temp_Upper_Outer","Max_Temp_Upper_Outer","Post_Temp_Upper_Outer","Pre_Temp_Down_Inner","Max_Temp_Down_Inner","Post_Temp_Down_Inner","Pre_Temp_Upper_Inner","Max_Temp_Upper_Inner","Post_Temp_Upper_Inner"
"TS","RN","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-05-03 10:40:00",0,15.228,0.315,15.534,15.2,0.307,15.499,14.745,0.344,15.068,14.745,0.282,15.012
"2022-05-03 11:00:00",1,15.478,0.31,15.777,15.44,0.304,15.734,14.997,0.351,15.326,14.994,0.275,15.252
"2022-05-03 11:20:00",2,15.67,0.316,15.976,15.626,0.308,15.927,15.206,0.347,15.532,15.2,0.279,15.462
"2022-05-03 11:40:00",3,15.824,0.313,16.127,15.786,0.305,16.081,15.401,0.346,15.725,15.397,0.276,15.654
"2022-05-03 12:00:00",4,15.954,0.312,16.256,15.922,0.304,16.217,15.558,0.346,15.88,15.554,0.277,15.814
"2022-05-03 12:20:00",5,16.2,0.317,16.508,16.159,0.311,16.462,15.743,0.351,16.073,15.741,0.276,16
"2022-05-03 12:40:00",6,16.34,0.318,16.65,16.302,0.309,16.604,15.92,0.345,16.242,15.921,0.277,16.18
"2022-05-03 13:00:00",7,16.504,0.315,16.81,16.472,0.305,16.768,16.084,0.35,16.411,16.089,0.271,16.342
"2022-05-03 13:20:00",8,16.617,0.312,16.919,16.583,0.303,16.878,16.224,0.347,16.548,16.224,0.273,16.478
"2022-05-03 13:40:00",9,16.826,0.304,17.117,16.804,0.299,17.093,16.394,0.346,16.718,16.399,0.273,16.655
"2022-05-03 14:00:00",10,17.032,0.325,17.35,16.987,0.316,17.297,16.556,0.348,16.882,16.56,0.277,16.821
"2022-05-03 14:20:00",11,17.271,0.311,17.57,17.255,0.302,17.547,16.779,0.345,17.101,16.79,0.276,17.048
"2022-05-03 14:40:00",12,17.425,0.315,17.73,17.395,0.308,17.695,16.937,0.345,17.259,16.944,0.278,17.204
"2022-05-03 15:00:00",13,17.643,0.318,17.952,17.604,0.309,17.905,17.12,0.35,17.447,17.123,0.276,17.382
"2022-05-03 15:20:00",14,17.685,0.313,17.987,17.663,0.3,17.954,17.259,0.345,17.58,17.264,0.272,17.517
"2022-05-03 15:40:00",15,17.546,0.294,17.825,17.546,0.288,17.82,17.302,0.348,17.624,17.308,0.259,17.545
"2022-05-03 16:00:00",16,17.38,0.31,17.679,17.385,0.301,17.676,17.247,0.338,17.559,17.256,0.269,17.505
"2022-05-03 16:20:00",17,17.494,0.311,17.794,17.503,0.299,17.792,17.304,0.343,17.622,17.317,0.269,17.567
"2022-05-03 16:40:00",18,17.444,0.302,17.733,17.471,0.294,17.753,17.331,0.341,17.647,17.344,0.267,17.59
"2022-05-03 17:00:00",19,17.449,0.303,17.739,17.473,0.294,17.755,17.359,0.34,17.673,17.373,0.269,17.622
"2022-05-03 17:20:00",20,17.251,0.3,17.537,17.283,0.29,17.561,17.311,0.336,17.62,17.323,0.265,17.566
"2022-05-03 17:40:00",21,17.029,0.298,17.314,17.087,0.286,17.36,17.224,0.332,17.527,17.236,0.262,17.476
"2022-05-03 18:00:00",22,16.856,0.293,17.134,16.909,0.286,17.182,17.119,0.333,17.424,17.127,0.262,17.366
"2022-05-03 18:20:00",23,16.695,0.3,16.982,16.732,0.29,17.01,17.013,0.335,17.321,17.016,0.26,17.253
"2022-05-03 18:40:00",24,16.524,0.295,16.804,16.566,0.285,16.838,16.91,0.335,17.218,16.909,0.258,17.145
