"TOA5","31220","CR1000X","31220","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Sap_Flow_Data"
"TIMESTAMP","RECORD","SapFlowTotal","SFD_Outer","SFD_Inner","Alpha_Outer","Alpha_Inner","Beta_Outer","Beta_Inner","Tmax_Outer","Tmax_Inner"
"2022-05-03 18:40:00",24,0.108,0.55,5.02,0.02898,0.26624,0.03444,0.26118,52.366,46.891
"2022-05-03 19:00:00",25,0.106,0.42,5.07,0.02196,0.26924,0.03118,0.26596,51.941,47.705
"2022-05-03 19:20:00",26,0.116,0.62,5.32,0.03276,0.28222,0.03457,0.27078,52.363,46.891
"2022-05-03 19:40:00",27,0.109,0.55,5.07,0.02942,0.26901,0.03139,0.26086,51.73,46.668
"2022-05-03 20:00:00",28,0.1,0.48,4.68,0.02564,0.24846,0.03139,0.24612,51.47,45.996
"2022-05-03 20:20:00",29,0.098,0.48,4.53,0.0255,0.24084,0.03118,0.23618,52.914,45.632
"2022-05-03 20:40:00",30,0.094,0.55,4.25,0.02884,0.22565,0.03099,0.22622,51.468,46.407
"2022-05-03 21:00:00",31,0.086,0.4,4.05,0.02154,0.21471,0.0275,0.21928,51.734,46.26
"2022-05-03 21:20:00",32,0.087,0.55,3.88,0.02884,0.20634,0.02756,0.21242,53.026,46.571
"2022-05-03 21:40:00",33,0.072,0.13,3.63,0.00726,0.19271,0.01728,0.20309,52.398,45.684
"2022-05-03 22:00:00",34,0.078,0.47,3.52,0.02514,0.1871,0.0275,0.19861,52.186,46.145
"2022-05-03 22:20:00",35,0.076,0.33,3.6,0.01804,0.19123,0.02418,0.19861,51.506,46.705
"2022-05-03 22:40:00",36,0.07,0.2,3.45,0.01086,0.183,0.02083,0.1948,52.771,45.801
"2022-05-03 23:00:00",37,0.074,0.47,3.3,0.02506,0.1755,0.03087,0.18792,52.337,45.884
"2022-05-03 23:20:00",38,0.072,0.33,3.37,0.01792,0.17888,0.02408,0.19106,53.285,45.744
"2022-05-03 23:40:00",39,0.072,0.4,3.3,0.02154,0.1755,0.02068,0.19168,53.08,45.952
"2022-05-04 00:00:00",40,0.08,0.67,3.35,0.03582,0.17825,0.03772,0.18731,53.365,46.5
"2022-05-04 00:20:00",41,0.077,0.6,3.3,0.03204,0.1755,0.03076,0.18792,52.039,46.565
"2022-05-04 00:40:00",42,0.067,0.2,3.28,0.01086,0.174,0.02074,0.1861,51.732,46.669
"2022-05-04 01:00:00",43,0.07,0.4,3.2,0.02165,0.16988,0.02408,0.1861,51.985,46.51
"2022-05-04 01:20:00",44,0.073,0.4,3.35,0.02154,0.17748,0.0275,0.18988,53.25,46.276
"2022-05-04 01:40:00",45,0.067,0.27,3.18,0.01416,0.16925,0.02039,0.18233,52.613,45.744
"2022-05-04 02:00:00",46,0.073,0.53,3.15,0.02816,0.16733,0.02708,0.18423,53.835,46.141
"2022-05-04 02:20:00",47,0.069,0.4,3.13,0.02124,0.16609,0.02717,0.17984,52.648,46.194
"2022-05-04 02:40:00",48,0.073,0.67,2.98,0.03498,0.1581,0.0371,0.17242,53.619,47.167
"2022-05-04 03:00:00",49,0.069,0.33,3.23,0.0175,0.17162,0.02358,0.1817,53.27,46.145
"2022-05-04 03:20:00",50,0.068,0.33,3.15,0.01752,0.16764,0.02358,0.18478,53.061,45.677
"2022-05-04 03:40:00",51,0.069,0.53,2.95,0.02795,0.15696,0.03366,0.17492,54.053,46.667
"2022-05-04 04:00:00",52,0.073,0.53,3.17,0.02816,0.16831,0.03046,0.1817,53.491,48.018
"2022-05-04 04:20:00",53,0.068,0.4,3.1,0.02118,0.1649,0.03052,0.1817,52.607,45.482
"2022-05-04 04:40:00",54,0.069,0.4,3.15,0.0211,0.16764,0.02364,0.18108,51.792,46.318
"2022-05-04 05:00:00",55,0.07,0.47,3.1,0.02451,0.16428,0.0269,0.17492,53.546,46.986
"2022-05-04 05:20:00",56,0.076,0.6,3.23,0.0318,0.17162,0.03396,0.1817,52.14,46.924
"2022-05-04 05:40:00",57,0.071,0.53,3.03,0.02834,0.16152,0.03064,0.17552,54.102,45.74
"2022-05-04 06:00:00",58,0.07,0.4,3.17,0.02105,0.16831,0.02702,0.1786,52.516,46.215
"2022-05-04 06:20:00",59,0.064,0.52,2.73,0.02708,0.14516,0.02966,0.16087,55.361,45.907
"2022-05-04 06:40:00",60,0.069,0.73,2.68,0.03898,0.14206,0.04135,0.15874,57.411,47.392
"2022-05-04 07:00:00",61,0.061,0.38,2.7,0.02014,0.14334,0.0228,0.16321,54.691,46.735
"2022-05-04 07:20:00",62,0.065,0.38,2.92,0.02026,0.15525,0.02622,0.17088,54.663,47.126
"2022-05-04 07:40:00",63,0.072,0.78,2.78,0.04118,0.14778,0.04356,0.16814,58.204,46.941
"2022-05-04 08:00:00",64,0.057,0.12,2.85,0.00662,0.15145,0.01294,0.16864,54.738,48.18
"2022-05-04 08:20:00",65,0.078,0.75,3.12,0.03984,0.16556,0.03898,0.18114,54.797,49.064
"2022-05-04 08:40:00",66,0.079,0.43,3.63,0.0234,0.19258,0.02605,0.1997,56.39,46.784
"2022-05-04 09:00:00",67,0.076,0.38,3.5,0.01999,0.18548,0.01944,0.19311,56.101,47.732
"2022-05-04 09:20:00",68,0.085,0.43,3.93,0.02328,0.20908,0.02586,0.21219,54.794,47.512
"2022-05-04 09:40:00",69,0.089,0.38,4.22,0.01999,0.22392,0.01942,0.22534,55.914,48.945
"2022-05-04 10:00:00",70,0.089,0.5,4.03,0.02681,0.2146,0.02605,0.22676,54.692,47.719
"2022-05-04 10:20:00",71,0.105,0.87,4.4,0.04574,0.2341,0.04145,0.23483,55.989,49.014
"2022-05-04 10:40:00",72,0.099,0.58,4.5,0.03099,0.2389,0.03321,0.2385,54.34,47.209
"2022-05-04 11:00:00",73,0.096,0.45,4.48,0.02385,0.23842,0.026,0.23601,54.324,47.197
"2022-05-04 11:20:00",74,0.099,0.62,4.45,0.03294,0.23658,0.03202,0.2376,55.51,48.125
"2022-05-04 11:40:00",75,0.091,0.28,4.47,0.01506,0.23732,0.0205,0.23638,54.822,47.853
"2022-05-04 12:00:00",76,0.099,0.38,4.77,0.02076,0.25284,0.02586,0.25278,53.601,47.971
"2022-05-04 12:20:00",77,0.101,0.4,4.82,0.0216,0.2558,0.02696,0.25282,54.306,48.676
"2022-05-04 12:40:00",78,0.102,0.48,4.77,0.02538,0.25293,0.02752,0.25358,53.361,48.561
"2022-05-04 13:00:00",79,0.095,0.4,4.53,0.0213,0.2409,0.02358,0.24234,54.081,48.611
"2022-05-04 13:20:00",80,0.093,0.23,4.65,0.01264,0.24722,0.01529,0.24826,53.309,47.682
"2022-05-04 13:40:00",81,0.087,0.3,4.23,0.01577,0.22458,0.01834,0.22451,55.283,48.572
"2022-05-04 14:00:00",82,0.094,0.53,4.28,0.02805,0.2275,0.03329,0.23332,53.993,48.106
"2022-05-04 14:20:00",83,0.097,0.47,4.5,0.02472,0.23905,0.02707,0.24068,53.797,47.081
"2022-05-04 14:40:00",84,0.085,0.37,4.03,0.01932,0.2141,0.02148,0.22135,54.271,48.382
"2022-05-04 15:00:00",85,0.09,0.52,4.1,0.0273,0.21729,0.02667,0.22194,55.318,48.861
"2022-05-04 15:20:00",86,0.089,0.32,4.3,0.0169,0.22838,0.02184,0.23234,53.77,47.055
"2022-05-04 15:40:00",87,0.099,0.43,4.7,0.02338,0.24978,0.02275,0.24984,54.749,48.187
"2022-05-04 16:00:00",88,0.102,0.73,4.43,0.03886,0.23508,0.04059,0.23622,55.159,47.771
"2022-05-04 16:20:00",89,0.087,0.05,4.55,0.00303,0.24192,0.00872,0.24324,53.221,48.826
"2022-05-04 16:40:00",90,0.101,0.68,4.45,0.03635,0.23658,0.03518,0.23496,55.961,47.743
"2022-05-04 17:00:00",91,0.104,0.53,4.78,0.02798,0.25371,0.02696,0.25094,53.923,48.032
"2022-05-04 17:20:00",92,0.102,0.37,4.9,0.0192,0.26037,0.02454,0.25814,52.898,47.007
"2022-05-04 17:40:00",93,0.102,0.48,4.77,0.02571,0.25337,0.03076,0.2517,51.951,47.147
"2022-05-04 18:00:00",94,0.11,0.55,5.08,0.02955,0.27031,0.03132,0.26022,51.646,47.41
"2022-05-04 18:20:00",95,0.108,0.5,5.07,0.02658,0.26916,0.02523,0.26181,55.108,48.393
"2022-05-04 18:40:00",96,0.113,0.57,5.27,0.03052,0.27978,0.03214,0.26784,52.013,47.208
"2022-05-04 19:00:00",97,0.111,0.45,5.27,0.02408,0.27966,0.02605,0.27036,51.486,47.096
"2022-05-04 19:20:00",98,0.116,0.58,5.4,0.03099,0.28666,0.03586,0.27296,52.103,47.043
"2022-05-04 19:40:00",99,0.11,0.58,5.03,0.03076,0.26731,0.03564,0.25814,51.576,45.948
"2022-05-04 20:00:00",100,0.101,0.52,4.65,0.02717,0.24686,0.03226,0.24604,51.888,46.259
"2022-05-04 20:20:00",101,0.093,0.45,4.32,0.02364,0.22948,0.03214,0.22744,51.622,45.17
"2022-05-04 20:40:00",102,0.088,0.5,4.02,0.0269,0.21372,0.02884,0.21669,53.225,45.428
"2022-05-04 21:00:00",103,0.09,0.57,4.02,0.03032,0.21296,0.03214,0.21603,50.967,45.492
"2022-05-04 21:20:00",104,0.089,0.5,4.07,0.0269,0.21615,0.02884,0.21886,52.515,45.542
"2022-05-04 21:40:00",105,0.084,0.45,3.88,0.02376,0.20666,0.02906,0.21317,52.026,45.728
"2022-05-04 22:00:00",106,0.084,0.45,3.83,0.02376,0.20351,0.02586,0.21031,51.096,46.036
"2022-05-04 22:20:00",107,0.091,0.72,3.87,0.03784,0.20566,0.03918,0.21233,51.327,46.265
"2022-05-04 22:40:00",108,0.08,0.45,3.63,0.02358,0.19258,0.02898,0.20098,52.001,45.7
"2022-05-04 23:00:00",109,0.08,0.52,3.55,0.02702,0.18871,0.03226,0.1981,52.558,45.276
"2022-05-04 23:20:00",110,0.075,0.52,3.32,0.02717,0.17591,0.03245,0.18584,53.04,46.167
"2022-05-04 23:40:00",111,0.073,0.45,3.3,0.02382,0.17525,0.03245,0.18872,52.94,45.966
"2022-05-05 00:00:00",112,0.077,0.57,3.35,0.03022,0.17786,0.03214,0.19106,52.216,46.481
"2022-05-05 00:20:00",113,0.068,0.43,3.02,0.02328,0.16004,0.03194,0.17535,52.818,45.691
"2022-05-05 00:40:00",114,0.066,0.43,2.95,0.02318,0.15628,0.02861,0.17184,52.822,45.955
"2022-05-05 01:00:00",115,0.07,0.5,3.07,0.02628,0.16271,0.03161,0.18112,52.922,46.467
"2022-05-05 01:20:00",116,0.067,0.43,3,0.02315,0.1595,0.02848,0.17473,52.563,45.436
"2022-05-05 01:40:00",117,0.062,0.32,2.87,0.01644,0.15254,0.02528,0.16838,52.19,46.304
"2022-05-05 02:00:00",118,0.064,0.37,2.92,0.01956,0.15522,0.02824,0.1713,53.143,46.427
"2022-05-05 02:20:00",119,0.068,0.5,2.92,0.02628,0.15522,0.03154,0.1742,52.205,45.903
"2022-05-05 02:40:00",120,0.068,0.5,2.92,0.02622,0.15522,0.03154,0.17473,52.826,45.957
"2022-05-05 03:00:00",121,0.066,0.37,3,0.01973,0.15894,0.02842,0.17473,52.067,46.18
"2022-05-05 03:20:00",122,0.069,0.5,3,0.02612,0.15894,0.03142,0.17473,53.202,46.9
"2022-05-05 03:40:00",123,0.071,0.57,3,0.02973,0.15894,0.03174,0.17473,53.232,46.518
"2022-05-05 04:00:00",124,0.067,0.43,2.98,0.02304,0.1584,0.02842,0.1742,52.747,46.029
"2022-05-05 04:20:00",125,0.067,0.43,2.97,0.02304,0.15784,0.02528,0.17366,53.073,45.945
"2022-05-05 04:40:00",126,0.068,0.5,2.97,0.02636,0.1573,0.03161,0.17313,53.36,46.229
"2022-05-05 05:00:00",127,0.066,0.43,2.9,0.02304,0.1536,0.02842,0.16964,53.19,46.217
"2022-05-05 05:20:00",128,0.066,0.43,2.95,0.02315,0.15678,0.02848,0.17256,51.72,46.506
"2022-05-05 05:40:00",129,0.067,0.43,2.97,0.02315,0.1573,0.02861,0.17313,52.37,46.894
"2022-05-05 06:00:00",130,0.067,0.5,2.9,0.02628,0.1536,0.03161,0.17256,52.213,46.17
"2022-05-05 06:20:00",131,0.053,0.35,2.33,0.01884,0.1237,0.02439,0.14221,53.556,46.015
"2022-05-05 06:40:00",132,0.058,0.82,1.98,0.04301,0.1057,0.0424,0.1287,58.114,46.85
"2022-05-05 07:00:00",133,0.044,0.32,1.9,0.01721,0.1008,0.02538,0.12696,57.504,47.219
"2022-05-05 07:20:00",134,0.045,0.28,2.03,0.01474,0.10824,0.02014,0.13391,54.081,47.775
"2022-05-05 07:40:00",135,0.05,0.32,2.22,0.01661,0.11808,0.02178,0.13988,57.6,47.574
"2022-05-05 08:00:00",136,0.056,0.35,2.5,0.01853,0.13314,0.02346,0.15289,58.618,48.752
"2022-05-05 08:20:00",137,0.091,0.88,3.63,0.04676,0.19298,0.04878,0.19978,58.439,49.083
"2022-05-05 08:40:00",138,0.092,0.47,4.25,0.02469,0.22526,0.02696,0.22975,55.54,48.151
"2022-05-05 09:00:00",139,0.102,0.62,4.62,0.03258,0.24542,0.03174,0.24398,54.704,48.813
"2022-05-05 09:20:00",140,0.098,0.38,4.7,0.02038,0.24936,0.01999,0.24658,56.611,48.912
"2022-05-05 09:40:00",141,0.109,0.55,5.07,0.02956,0.26868,0.03194,0.26134,57.088,49.699
"2022-05-05 10:00:00",142,0.119,0.68,5.4,0.03647,0.28678,0.03559,0.28077,55.275,48.558
"2022-05-05 10:20:00",143,0.124,0.67,5.68,0.03536,0.30192,0.03444,0.291,55.579,48.605
"2022-05-05 10:40:00",144,0.132,0.8,5.92,0.04252,0.31378,0.04112,0.30698,53.615,48.811
"2022-05-05 11:00:00",145,0.127,0.62,5.93,0.0325,0.31546,0.03444,0.3061,56.127,48.424
"2022-05-05 11:20:00",146,0.133,0.73,6.08,0.0393,0.32277,0.03804,0.31192,54.963,48.917
"2022-05-05 11:40:00",147,0.128,0.53,6.1,0.02816,0.32406,0.0273,0.31289,54.615,48.721
"2022-05-05 12:00:00",148,0.135,0.57,6.43,0.02966,0.34172,0.03457,0.3286,55.839,49.278
"2022-05-05 12:20:00",149,0.139,0.62,6.57,0.03276,0.3485,0.0318,0.33596,55.224,48.665
"2022-05-05 12:40:00",150,0.132,0.48,6.37,0.02583,0.33799,0.03058,0.32557,55.282,48.563
"2022-05-05 13:00:00",151,0.134,0.7,6.2,0.03676,0.3294,0.03569,0.31524,54.608,47.891
"2022-05-05 13:20:00",152,0.146,0.88,6.55,0.04678,0.34806,0.04538,0.32522,55.497,49.45
