"TOA5","31220","CR1000X","31220","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Water_Data"
"2022-05-04 04:40:00",54,49.7,43.92,2919,2677,313.621,3.004
"2022-05-04 05:00:00",55,49.22,44.3,2899,2693,313.534,3.004
"2022-05-04 05:20:00",56,49.65,44.06,2917,2683,313.429,3.005
"2022-05-04 05:40:00",57,49.92,44.49,2928,2701,313.532,3.006
"2022-05-04 06:00:00",58,49.25,44.13,2900,2686,312.683,3.001
"2022-05-04 06:20:00",59,47.55,44.42,2829,2698,313.133,3.003
"2022-05-04 06:40:00",60,44.78,43.58,2713,2663,312.978,3.001
"2022-05-04 07:00:00",61,47.17,42.72,2813,2627,313.417,3.002
"2022-05-04 07:20:00",62,47.43,42.94,2824,2636,313.546,3.003
"2022-05-04 07:40:00",63,43.49,41.98,2659,2596,313.405,3.001
"2022-05-04 08:00:00",64,46.95,42.15,2804,2603,313.42,3.001
"2022-05-04 08:20:00",65,46.45,42.84,2783,2632,314.041,3.001
"2022-05-04 08:40:00",66,47.26,42.05,2817,2599,314.8,3.003
"2022-05-04 09:00:00",67,47.38,42.36,2822,2612,315.428,3.003
"2022-05-04 09:20:00",68,47.17,41.84,2813,2590,316.45,3.001
"2022-05-04 09:40:00",69,47.48,41.55,2826,2578,316.848,3.002
"2022-05-04 10:00:00",70,47.62,40.95,2832,2553,316.515,3.001
"2022-05-04 10:20:00",71,45.83,41.24,2757,2565,317.076,3.001
"2022-05-04 10:40:00",72,49.2,41.55,2898,2578,318.703,3.006
"2022-05-04 11:00:00",73,48.27,41.26,2859,2566,359.595,3.001
"2022-05-04 11:20:00",74,47.72,41.69,2836,2584,355.673,3.003
"2022-05-04 11:40:00",75,47.24,41.05,2816,2557,349.107,3.005
"2022-05-04 12:00:00",76,48.03,40.76,2849,2545,360.376,3.001
"2022-05-04 12:20:00",77,47.6,40.76,2831,2545,343.867,3.003
"2022-05-04 12:40:00",78,48.84,40.74,2883,2544,342.879,3.001
"2022-05-04 13:00:00",79,47.53,40.78,2828,2546,348.589,3.001
"2022-05-04 13:20:00",80,48.86,40.74,2884,2544,341.037,3.002
"2022-05-04 13:40:00",81,48.39,41.31,2864,2568,339.624,3.001
"2022-05-04 14:00:00",82,47.45,41.26,2825,2566,341.132,3.001
"2022-05-04 14:20:00",83,47.72,41,2836,2555,343.435,3.002
"2022-05-04 14:40:00",84,47.6,41.53,2831,2577,382.474,3.002
"2022-05-04 15:00:00",85,46.64,41.45,2791,2574,381.126,3.004
"2022-05-04 15:20:00",86,47.86,41.24,2842,2565,377.845,3.004
"2022-05-04 15:40:00",87,48,40.81,2848,2547,364.306,3.002
"2022-05-04 16:00:00",88,47.55,41.74,2829,2586,357.836,3.004
"2022-05-04 16:20:00",89,49.13,41.12,2895,2560,357.824,3.004
"2022-05-04 16:40:00",90,47.67,41.45,2834,2574,353.377,3.001
"2022-05-04 17:00:00",91,49.2,41.07,2898,2558,352.007,3.003
"2022-05-04 17:20:00",92,50.97,41.93,2972,2594,352.392,3.001
"2022-05-04 17:40:00",93,50.68,42.51,2960,2618,351.005,3.001
"2022-05-04 18:00:00",94,51.83,42.72,3008,2627,350.276,3.003
"2022-05-04 18:20:00",95,51.73,42.39,3004,2613,346.472,3.002
"2022-05-04 18:40:00",96,52.64,42.7,3042,2626,345.397,3.001
"2022-05-04 19:00:00",97,53.62,43.06,3083,2641,344.566,3.002
"2022-05-04 19:20:00",98,52.93,43.17,3054,2646,342.372,3.002
"2022-05-04 19:40:00",99,52.4,43.84,3032,2674,342.076,3.003
"2022-05-04 20:00:00",100,51.95,44.2,3013,2689,341.061,3.002
"2022-05-04 20:20:00",101,51.83,45.02,3008,2723,341.582,3.005
"2022-05-04 20:40:00",102,51.57,44.78,2997,2713,340.261,3.002
"2022-05-04 21:00:00",103,51.47,44.51,2993,2702,339.852,3.002
"2022-05-04 21:20:00",104,51.26,44.15,2984,2687,338.926,3.002
"2022-05-04 21:40:00",105,51.78,44.56,3006,2704,339.154,3.002
"2022-05-04 22:00:00",106,52.07,44.8,3018,2714,339.408,3.006
"2022-05-04 22:20:00",107,52.09,45.21,3019,2731,338.529,3.002
"2022-05-04 22:40:00",108,51.35,44.94,2988,2720,338.18,3.001
"2022-05-04 23:00:00",109,51.45,45.23,2992,2732,338.727,3.004
"2022-05-04 23:20:00",110,51.69,45.59,3002,2747,337.644,3.001
"2022-05-04 23:40:00",111,51.64,45.37,3000,2738,337.486,3.001
"2022-05-05 00:00:00",112,50.85,44.87,2967,2717,336.88,3.002
"2022-05-05 00:20:00",113,50.49,45.54,2952,2745,337.303,3.002
"2022-05-05 00:40:00",114,50.13,45.4,2937,2739,336.673,3.001
"2022-05-05 01:00:00",115,49.75,45.09,2921,2726,336.962,3.004
"2022-05-05 01:20:00",116,49.92,45.21,2928,2731,336.64,3.002
"2022-05-05 01:40:00",117,49.8,45.3,2923,2735,336.097,3.001
"2022-05-05 02:00:00",118,49.27,45.23,2901,2732,336.754,3.004
"2022-05-05 02:20:00",119,49.39,44.94,2906,2720,336.227,3.001
"2022-05-05 02:40:00",120,49.22,44.99,2899,2722,335.498,3.001
"2022-05-05 03:00:00",121,49.56,45.11,2913,2727,336.074,3.003
"2022-05-05 03:20:00",122,49.1,45.06,2894,2725,335.867,3.003
"2022-05-05 03:40:00",123,49.7,45.02,2919,2723,335.652,3.005
"2022-05-05 04:00:00",124,49.32,44.68,2903,2709,334.888,3.001
"2022-05-05 04:20:00",125,49.56,44.51,2913,2702,334.936,3.002
"2022-05-05 04:40:00",126,49.25,44.25,2900,2691,334.588,3.002
"2022-05-05 05:00:00",127,49.44,44.42,2908,2698,335.42,3.004
"2022-05-05 05:20:00",128,49.68,44.25,2918,2691,335.592,3.006
"2022-05-05 05:40:00",129,49.68,44.23,2918,2690,334.461,3.002
"2022-05-05 06:00:00",130,49.27,44.06,2901,2683,334.618,3.002
"2022-05-05 06:20:00",131,47.55,44.63,2829,2707,337.541,3.005
"2022-05-05 06:40:00",132,43.06,43.94,2641,2678,342.563,3.001
"2022-05-05 07:00:00",133,44.3,42.55,2693,2620,347.474,3.004
"2022-05-05 07:20:00",134,46.55,43.65,2787,2666,351.576,3.004
"2022-05-05 07:40:00",135,44.04,42.03,2682,2598,357.539,3.001
"2022-05-05 08:00:00",136,43.7,41.48,2668,2575,371.974,3.002
"2022-05-05 08:20:00",137,44.49,40.43,2701,2531,346.553,3.005
"2022-05-05 08:40:00",138,47.33,39.9,2820,2509,342.571,3.002
"2022-05-05 09:00:00",139,46.57,40.38,2788,2529,352.647,3.001
"2022-05-05 09:20:00",140,45.09,39.21,2726,2480,346.772,3.001
"2022-05-05 09:40:00",141,45.11,38.87,2727,2466,343.019,3.001
"2022-05-05 10:00:00",142,46.23,39.13,2774,2477,341.885,3.001
"2022-05-05 10:20:00",143,46.83,39.13,2799,2477,356.027,3.001
"2022-05-05 10:40:00",144,48.36,39.13,2863,2477,356.99,3.001
"2022-05-05 11:00:00",145,47.02,39.02,2807,2472,357.066,3.001
"2022-05-05 11:20:00",146,48.31,38.97,2861,2470,357.738,3.002
"2022-05-05 11:40:00",147,47.91,38.85,2844,2465,379.166,3.002
"2022-05-05 12:00:00",148,47.57,38.61,2830,2455,359.003,3.002
"2022-05-05 12:20:00",149,48.12,38.3,2853,2442,359.843,3.003
"2022-05-05 12:40:00",150,47.62,38.61,2832,2455,371.484,3.001
"2022-05-05 13:00:00",151,47.53,38.9,2828,2467,347.573,3.006
"2022-05-05 13:20:00",152,47.84,38.94,2841,2469,345.124,3.002
