"TOA5","31221","CR1000X","31221","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Temp_Data"
"TIMESTAMP","RECORD","Pre_Temp_Down_Outer","Max_Temp_Down_Outer","Post_Temp_Down_Outer","Pre_Temp_Upper_Outer","Max_Temp_Upper_Outer","Post_Temp_Upper_Outer","Pre_Temp_Down_Inner","Max_Temp_Down_Inner","Post_Temp_Down_Inner","Pre_Temp_Upper_Inner","Max_Temp_Upper_Inner","Post_Temp_Upper_Inner"
"TS","RN","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-05-03 11:40:00",0,20.263,0.402,20.621,20.231,0.297,20.51,19.466,0.461,19.821,19.307,0.301,19.582
"2022-05-03 12:00:00",1,20.361,0.401,20.71,20.311,0.312,20.606,19.56,0.471,19.928,19.392,0.31,19.678
"2022-05-03 12:20:00",2,20.162,0.411,20.528,20.072,0.322,20.38,19.566,0.471,19.931,19.4,0.306,19.681
"2022-05-03 12:40:00",3,20.134,0.404,20.49,20.061,0.312,20.356,19.605,0.47,19.968,19.444,0.306,19.724
"2022-05-03 13:00:00",4,20.051,0.413,20.419,19.977,0.323,20.287,19.599,0.471,19.964,19.447,0.304,19.725
"2022-05-03 13:20:00",5,19.992,0.414,20.361,19.892,0.327,20.205,19.585,0.472,19.952,19.435,0.306,19.716
"2022-05-03 13:40:00",6,19.937,0.406,20.295,19.845,0.311,20.138,19.603,0.47,19.964,19.458,0.3,19.731
"2022-05-03 14:00:00",7,19.852,0.411,20.218,19.747,0.321,20.053,19.554,0.47,19.917,19.409,0.305,19.688
"2022-05-03 14:20:00",8,19.784,0.415,20.155,19.692,0.326,20.005,19.52,0.474,19.887,19.388,0.304,19.666
"2022-05-03 14:40:00",9,19.754,0.413,20.121,19.662,0.322,19.969,19.497,0.476,19.865,19.373,0.305,19.652
"2022-05-03 15:00:00",10,19.657,0.415,20.028,19.557,0.327,19.87,19.454,0.474,19.819,19.328,0.305,19.607
"2022-05-03 15:20:00",11,19.556,0.409,19.916,19.486,0.319,19.788,19.405,0.475,19.77,19.296,0.303,19.571
"2022-05-03 15:40:00",12,19.31,0.408,19.67,19.248,0.312,19.543,19.301,0.473,19.661,19.21,0.293,19.474
"2022-05-03 16:00:00",13,19.098,0.414,19.468,19.03,0.323,19.34,19.142,0.472,19.503,19.065,0.299,19.335
"2022-05-03 16:20:00",14,19.028,0.41,19.391,18.955,0.324,19.264,19.044,0.472,19.407,18.968,0.3,19.242
"2022-05-03 16:40:00",15,18.902,0.407,19.262,18.843,0.318,19.146,18.957,0.471,19.319,18.889,0.299,19.161
"2022-05-03 17:00:00",16,18.788,0.412,19.153,18.732,0.323,19.041,18.861,0.473,19.225,18.802,0.3,19.075
"2022-05-03 17:20:00",17,18.66,0.403,19.013,18.622,0.311,18.916,18.783,0.472,19.144,18.734,0.297,19.003
"2022-05-03 17:40:00",18,18.526,0.406,18.882,18.485,0.315,18.784,18.675,0.474,19.04,18.632,0.297,18.902
"2022-05-03 18:00:00",19,18.33,0.406,18.689,18.288,0.315,18.587,18.549,0.473,18.91,18.515,0.294,18.78
"2022-05-03 18:20:00",20,18.1,0.404,18.453,18.063,0.313,18.358,18.389,0.473,18.75,18.367,0.292,18.63
"2022-05-03 18:40:00",21,17.8,0.401,18.152,17.785,0.308,18.075,18.191,0.473,18.551,18.188,0.287,18.445
"2022-05-03 19:00:00",22,17.563,0.403,17.917,17.558,0.308,17.848,18.002,0.474,18.364,18.014,0.284,18.269
"2022-05-03 19:20:00",23,17.326,0.405,17.683,17.308,0.31,17.602,17.804,0.474,18.166,17.828,0.284,18.083
"2022-05-03 19:40:00",24,17.044,0.401,17.396,17.029,0.306,17.317,17.598,0.47,17.955,17.631,0.281,17.882
