"TOA5","31221","CR1000X","31221","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Sap_Flow_Data"
"TIMESTAMP","RECORD","SapFlowTotal","SFD_Outer","SFD_Inner","Alpha_Outer","Alpha_Inner","Beta_Outer","Beta_Inner","Tmax_Outer","Tmax_Inner"
"2022-05-03 19:40:00",24,0.22,3.78,6.63,0.20066,0.35226,0.27036,0.51438,42.199,33.134
"2022-05-03 20:00:00",25,0.213,3.67,6.43,0.19435,0.34152,0.26462,0.503,42.264,33.043
"2022-05-03 20:20:00",26,0.213,3.67,6.4,0.19498,0.33986,0.26538,0.50224,41.225,33.091
"2022-05-03 20:40:00",27,0.205,3.53,6.17,0.18744,0.32736,0.26386,0.49226,42.199,32.825
"2022-05-03 21:00:00",28,0.207,3.6,6.17,0.19134,0.32736,0.25913,0.49014,43.129,33.496
"2022-05-03 21:20:00",29,0.201,3.45,6.07,0.18346,0.32232,0.2606,0.48658,41.987,33.337
"2022-05-03 21:40:00",30,0.196,3.37,5.92,0.17886,0.31378,0.25956,0.48442,42.302,32.668
"2022-05-03 22:00:00",31,0.2,3.5,5.97,0.18578,0.31665,0.2571,0.48306,41.901,32.679
"2022-05-03 22:20:00",32,0.199,3.53,5.83,0.18744,0.30988,0.26211,0.47872,42.626,33.249
"2022-05-03 22:40:00",33,0.197,3.48,5.8,0.18458,0.30783,0.25664,0.47172,42.729,32.68
"2022-05-03 23:00:00",34,0.196,3.57,5.67,0.18914,0.30109,0.25814,0.46957,42.819,33.187
"2022-05-03 23:20:00",35,0.194,3.45,5.7,0.18286,0.30294,0.25274,0.46476,42.369,33.146
"2022-05-03 23:40:00",36,0.189,3.3,5.63,0.17552,0.29908,0.25166,0.46476,42.518,33.555
"2022-05-04 00:00:00",37,0.191,3.37,5.67,0.17836,0.30094,0.25166,0.46132,42.733,33.253
"2022-05-04 00:20:00",38,0.188,3.32,5.57,0.17614,0.29528,0.25237,0.45914,42.715,33.083
"2022-05-04 00:40:00",39,0.188,3.28,5.58,0.1742,0.29633,0.2535,0.46649,41.789,33.243
"2022-05-04 01:00:00",40,0.193,3.48,5.62,0.18461,0.29836,0.2571,0.46558,42.065,33.101
"2022-05-04 01:20:00",41,0.191,3.53,5.45,0.18736,0.2896,0.25913,0.45862,43.041,32.99
"2022-05-04 01:40:00",42,0.185,3.28,5.42,0.1745,0.28766,0.24704,0.45732,42.995,33.099
"2022-05-04 02:00:00",43,0.187,3.38,5.4,0.17952,0.28668,0.252,0.45385,42.682,33.044
"2022-05-04 02:20:00",44,0.186,3.38,5.35,0.18005,0.28386,0.24955,0.44946,42.222,33.412
"2022-05-04 02:40:00",45,0.182,3.2,5.38,0.16956,0.28578,0.24565,0.45039,42.826,32.776
"2022-05-04 03:00:00",46,0.182,3.25,5.35,0.17236,0.28388,0.24254,0.44913,42.015,33.205
"2022-05-04 03:20:00",47,0.179,3.13,5.32,0.16679,0.28207,0.24318,0.44668,42.427,32.944
"2022-05-04 03:40:00",48,0.182,3.25,5.3,0.17236,0.28112,0.24565,0.44546,41.755,33.205
"2022-05-04 04:00:00",49,0.182,3.3,5.27,0.17512,0.2793,0.24812,0.44087,42.419,33.351
"2022-05-04 04:20:00",50,0.182,3.4,5.13,0.18013,0.27281,0.2474,0.43751,43.051,33.411
"2022-05-04 04:40:00",51,0.179,3.23,5.18,0.17184,0.27562,0.24254,0.4418,42.115,33.461
"2022-05-04 05:00:00",52,0.178,3.28,5.07,0.17411,0.26915,0.24431,0.43751,43.043,33.407
"2022-05-04 05:20:00",53,0.184,3.43,5.2,0.18233,0.27648,0.252,0.44303,43.146,33.248
"2022-05-04 05:40:00",54,0.18,3.27,5.22,0.17341,0.2774,0.24638,0.44087,43.195,33.142
"2022-05-04 06:00:00",55,0.178,3.23,5.13,0.1713,0.27281,0.2418,0.43751,43.043,32.991
"2022-05-04 06:20:00",56,0.176,3.2,5.05,0.1698,0.26826,0.24048,0.43076,43.819,32.937
"2022-05-04 06:40:00",57,0.17,3.22,4.73,0.17052,0.2517,0.21474,0.40652,46.039,33.505
"2022-05-04 07:00:00",58,0.191,4.18,4.57,0.22256,0.2424,0.24752,0.40112,49.879,33.454
"2022-05-04 07:20:00",59,0.146,2.7,4.13,0.14308,0.21981,0.2123,0.37899,44.129,33.663
"2022-05-04 07:40:00",60,0.125,1.57,4.55,0.08318,0.24162,-99,0.37504,48.275,34.339
"2022-05-04 08:00:00",61,0.166,3.48,4.18,0.18465,0.22174,0.25678,0.3957,42.051,32.987
"2022-05-04 08:20:00",62,0.117,1.48,4.22,0.07901,0.22378,-99,0.37752,46.361,34.079
"2022-05-04 08:40:00",63,0.23,5.43,4.97,0.28891,0.2638,-99,0.38626,-99,35.053
"2022-05-04 09:00:00",64,0.148,3.12,3.7,0.1657,0.1963,0.21282,0.34264,45.885,35.006
"2022-05-04 09:20:00",65,0.101,1.45,3.4,0.07694,0.18013,0.21099,0.36341,38.578,33.916
"2022-05-04 09:40:00",66,0.14,2.3,4.37,0.12232,0.23228,0.2212,0.40544,41.487,33.509
"2022-05-04 10:00:00",67,0.181,3.65,4.72,0.19377,0.25054,0.25324,0.41288,45.868,32.923
"2022-05-04 10:20:00",68,0.178,3.85,4.33,0.20412,0.22982,0.2329,0.39488,46.912,33.809
"2022-05-04 10:40:00",69,0.168,3.42,4.38,0.18122,0.2329,0.24674,0.40544,42.787,32.578
"2022-05-04 11:00:00",70,0.161,3.05,4.47,0.16176,0.23729,0.2208,0.40018,44.12,33.395
"2022-05-04 11:20:00",71,0.136,1.93,4.65,0.10224,0.24716,0.19414,0.4086,41.848,33.456
"2022-05-04 11:40:00",72,0.186,3.98,4.58,0.21144,0.24343,0.27302,0.41616,43.135,32.93
"2022-05-04 12:00:00",73,0.162,2.88,4.73,0.15275,0.25094,0.23622,0.41601,41.674,33.284
"2022-05-04 12:20:00",74,0.173,3.18,4.95,0.16896,0.26261,0.23764,0.42786,42.878,33.244
"2022-05-04 12:40:00",75,0.178,3.43,4.87,0.18233,0.25828,0.24686,0.42248,42.935,33.298
"2022-05-04 13:00:00",76,0.174,3.23,4.93,0.17171,0.2621,0.2394,0.42028,42.782,33.715
"2022-05-04 13:20:00",77,0.174,3.32,4.82,0.17577,0.25558,0.244,0.42248,41.884,33.34
"2022-05-04 13:40:00",78,0.171,3.17,4.83,0.16778,0.25636,0.2396,0.42572,42.667,33.447
"2022-05-04 14:00:00",79,0.176,3.15,5.12,0.16752,0.27156,0.23575,0.43432,42.867,33.648
"2022-05-04 14:20:00",80,0.182,3.32,5.25,0.17639,0.27868,0.24686,0.44389,42.298,33.909
"2022-05-04 14:40:00",81,0.173,3,5.17,0.15942,0.27426,0.23086,0.43738,43.278,33.232
"2022-05-04 15:00:00",82,0.182,3.38,5.17,0.17962,0.27426,0.25232,0.4395,42.908,33.278
"2022-05-04 15:20:00",83,0.17,2.98,5.05,0.15814,0.26826,0.2291,0.42983,43.121,33.231
"2022-05-04 15:40:00",84,0.174,3.12,5.1,0.16536,0.27074,0.2394,0.43416,43.334,33.441
"2022-05-04 16:00:00",85,0.178,3.27,5.08,0.17382,0.2699,0.2394,0.43416,42.827,33.194
"2022-05-04 16:20:00",86,0.178,3.27,5.08,0.17368,0.26975,0.242,0.43432,42.438,32.81
"2022-05-04 16:40:00",87,0.177,3.27,5.02,0.17334,0.26616,0.24182,0.43432,42.956,33.326
"2022-05-04 17:00:00",88,0.179,3.25,5.15,0.17218,0.27347,0.24074,0.43738,43.069,33.593
"2022-05-04 17:20:00",89,0.185,3.23,5.52,0.1715,0.29307,0.24514,0.45466,42.536,33.58
"2022-05-04 17:40:00",90,0.19,3.37,5.58,0.17847,0.2967,0.25166,0.45916,42.085,33.023
"2022-05-04 18:00:00",91,0.194,3.52,5.58,0.18675,0.2968,0.25408,0.4595,42.245,32.614
"2022-05-04 18:20:00",92,0.2,3.53,5.9,0.18792,0.31364,0.26332,0.47634,41.777,33.801
"2022-05-04 18:40:00",93,0.205,3.57,6.13,0.18914,0.32606,0.26162,0.4879,42.189,33.128
"2022-05-04 19:00:00",94,0.216,3.75,6.45,0.19878,0.34253,0.26806,0.49826,41.884,32.82
"2022-05-04 19:20:00",95,0.211,3.6,6.42,0.19148,0.34092,0.26462,0.50098,41.737,33.499
"2022-05-04 19:40:00",96,0.215,3.72,6.45,0.19747,0.34266,0.27016,0.503,41.528,32.722
"2022-05-04 20:00:00",97,0.209,3.58,6.3,0.19046,0.33417,0.26688,0.49877,41.78,32.562
"2022-05-04 20:20:00",98,0.204,3.52,6.12,0.18692,0.32453,0.2636,0.48872,41.732,32.928
"2022-05-04 20:40:00",99,0.202,3.47,6.08,0.184,0.32345,0.25814,0.48527,42.051,33.507
"2022-05-04 21:00:00",100,0.198,3.47,5.88,0.184,0.31276,0.25814,0.47742,42.415,32.364
"2022-05-04 21:20:00",101,0.194,3.35,5.83,0.17774,0.30988,0.25488,0.47872,41.798,32.419
"2022-05-04 21:40:00",102,0.2,3.48,5.98,0.18461,0.31773,0.25887,0.48005,42.062,33.409
"2022-05-04 22:00:00",103,0.196,3.42,5.83,0.18172,0.30988,0.25639,0.47307,42.358,33.138
"2022-05-04 22:20:00",104,0.192,3.33,5.77,0.17716,0.30602,0.25237,0.46957,42.07,32.844
"2022-05-04 22:40:00",105,0.193,3.4,5.72,0.18062,0.30392,0.2556,0.46826,41.455,33.213
"2022-05-04 23:00:00",106,0.19,3.35,5.62,0.17774,0.29822,0.25314,0.4639,41.944,32.984
"2022-05-04 23:20:00",107,0.191,3.38,5.6,0.18004,0.29722,0.25237,0.4639,42.115,33.047
"2022-05-04 23:40:00",108,0.188,3.33,5.53,0.17664,0.29343,0.25237,0.46041,42.729,33.093
"2022-05-05 00:00:00",109,0.186,3.32,5.47,0.17614,0.29052,0.24912,0.45824,42.115,33.46
"2022-05-05 00:20:00",110,0.183,3.27,5.33,0.17324,0.28293,0.24666,0.4526,42.254,32.774
"2022-05-05 00:40:00",111,0.181,3.28,5.23,0.1745,0.27822,0.24524,0.44575,42.216,32.992
"2022-05-05 01:00:00",112,0.182,3.35,5.22,0.1778,0.27726,0.24846,0.44792,42.423,33.045
"2022-05-05 01:20:00",113,0.181,3.18,5.37,0.16887,0.28482,0.24599,0.44913,41.72,32.908
"2022-05-05 01:40:00",114,0.18,3.25,5.23,0.17274,0.27822,0.24666,0.4435,42.485,32.845
"2022-05-05 02:00:00",115,0.178,3.17,5.22,0.16835,0.27726,0.24276,0.44013,43.419,33.519
"2022-05-05 02:20:00",116,0.184,3.3,5.35,0.17502,0.28388,0.24846,0.44575,42.381,33.313
"2022-05-05 02:40:00",117,0.179,3.22,5.23,0.17112,0.27822,0.24206,0.44134,41.804,33.152
"2022-05-05 03:00:00",118,0.181,3.28,5.23,0.17393,0.27822,0.24704,0.4435,42.623,32.832
"2022-05-05 03:20:00",119,0.179,3.27,5.12,0.17341,0.27156,0.2439,0.43915,42.423,32.631
"2022-05-05 03:40:00",120,0.181,3.32,5.18,0.17622,0.27534,0.24886,0.44134,42.627,33.249
"2022-05-05 04:00:00",121,0.18,3.28,5.2,0.1745,0.27626,0.24772,0.44252,42.378,33.569
"2022-05-05 04:20:00",122,0.178,3.22,5.13,0.1706,0.27244,0.2439,0.44032,42.376,33.566
"2022-05-05 04:40:00",123,0.179,3.22,5.2,0.1706,0.27626,0.2439,0.44032,42.987,33.09
"2022-05-05 05:00:00",124,0.179,3.2,5.23,0.16956,0.27822,0.24318,0.44134,42.612,33.135
"2022-05-05 05:20:00",125,0.178,3.17,5.22,0.16835,0.27726,0.24206,0.4435,42.888,33.095
"2022-05-05 05:40:00",126,0.18,3.28,5.15,0.1745,0.27352,0.24772,0.44013,42.532,33.566
"2022-05-05 06:00:00",127,0.178,3.22,5.13,0.1706,0.27266,0.2439,0.4389,42.07,32.846
"2022-05-05 06:20:00",128,0.167,3.08,4.77,0.1638,0.25332,0.23556,0.422,43.571,33.363
"2022-05-05 06:40:00",129,0.151,2.68,4.45,0.14235,0.23658,0.1895,0.38626,47.078,33.973
"2022-05-05 07:00:00",130,0.166,3.67,3.93,0.19466,0.20888,0.23483,0.37328,46.3,33.764
"2022-05-05 07:20:00",131,0.129,2.57,3.43,0.13634,0.18233,0.18692,0.33944,45.22,33.512
"2022-05-05 07:40:00",132,0.099,0.98,3.92,0.05246,0.2078,-99,0.32572,52.761,36.087
"2022-05-05 08:00:00",133,0.155,3.25,3.88,0.17274,0.2066,0.24846,0.36884,42.205,34.071
"2022-05-05 08:20:00",134,0.127,2.03,4.02,0.10824,0.21322,-99,0.35786,49.284,33.439
"2022-05-05 08:40:00",135,0.219,5.17,4.73,0.27468,0.25096,-99,0.35951,-99,35.989
"2022-05-05 09:00:00",136,0.152,3.3,3.67,0.17512,0.19512,-99,0.31646,53.022,35.519
"2022-05-05 09:20:00",137,0.067,0.35,3.07,0.01856,0.16264,0.1897,0.34368,37.898,33.498
"2022-05-05 09:40:00",138,0.162,3.3,4.22,0.17512,0.22384,0.24674,0.3947,41.663,33.018
"2022-05-05 10:00:00",139,0.097,0.68,4.23,0.03652,0.22508,0.14122,0.38156,42.081,33.952
"2022-05-05 10:20:00",140,0.172,3.88,3.97,0.20586,0.21022,0.22823,0.3714,48.089,33.487
