"TOA5","25932","CR1000X","25932","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Water_Data"
"2022-05-04 05:20:00",54,38.44,45.88,2448,2759,312.367,3.002
"2022-05-04 05:40:00",55,38.66,45.92,2457,2761,312.535,3.005
"2022-05-04 06:00:00",56,37.49,45.49,2408,2743,311.504,3.001
"2022-05-04 06:20:00",57,36.62,45.18,2372,2730,311.971,3.002
"2022-05-04 06:40:00",58,36.29,44.32,2358,2694,312.729,3.004
"2022-05-04 07:00:00",59,36.36,43.44,2361,2657,312.289,3.002
"2022-05-04 07:20:00",60,35.09,41.84,2308,2590,312.737,3.002
"2022-05-04 07:40:00",61,33.47,39.8,2240,2505,312.328,3.002
"2022-05-04 08:00:00",62,33.09,38.47,2224,2449,313.394,3.003
"2022-05-04 08:20:00",63,32.54,37.94,2201,2427,313.16,3.002
"2022-05-04 08:40:00",64,32.97,37.96,2219,2428,314.939,3.001
"2022-05-04 09:00:00",65,32.54,37.75,2201,2419,315.593,3.001
"2022-05-04 09:20:00",66,32.2,37.32,2187,2401,316.738,3.002
"2022-05-04 09:40:00",67,31.87,36.94,2173,2385,317.085,3.002
"2022-05-04 10:00:00",68,32.15,36.48,2185,2366,318.05,3.006
"2022-05-04 10:20:00",69,32.15,36.96,2185,2386,318.071,3.003
"2022-05-04 10:40:00",70,32.85,37.6,2214,2413,318.225,3.005
"2022-05-04 11:00:00",71,29.72,35.62,2083,2330,317.404,3.001
"2022-05-04 11:20:00",72,30.48,33.42,2115,2238,317.707,3.002
"2022-05-04 11:40:00",73,32.58,36.53,2203,2368,318.302,3.001
"2022-05-04 12:00:00",74,31.53,35.6,2159,2329,318.905,3.001
"2022-05-04 12:20:00",75,-99,32.94,-99,2218,319.709,3.002
"2022-05-04 12:40:00",76,31.08,34.93,2140,2301,319.97,3.001
"2022-05-04 13:00:00",77,37.68,32.03,2416,2180,320.44,3.002
"2022-05-04 13:20:00",78,-99,32.35,-99,2193,321.601,3.002
"2022-05-04 13:40:00",79,28.74,31.2,2042,2145,322.161,3.001
"2022-05-04 14:00:00",80,-99,31.46,-99,2156,323.896,3.004
"2022-05-04 14:20:00",81,-99,30.53,-99,2117,324.083,3.002
"2022-05-04 14:40:00",82,33.99,35.38,2262,2320,323.503,3.002
"2022-05-04 15:00:00",83,26.44,32.2,1946,2187,323.857,3.001
"2022-05-04 15:20:00",84,38.75,28.93,2461,2050,321.952,3.002
"2022-05-04 15:40:00",85,51.73,46.78,3004,2797,321.673,3.002
"2022-05-04 16:00:00",86,39.47,45.09,2491,2726,321.327,3.005
"2022-05-04 16:20:00",87,35.52,43.32,2326,2652,320.18,3.001
"2022-05-04 16:40:00",88,-99,38.68,-99,2458,319.726,3.002
"2022-05-04 17:00:00",89,-99,34.69,-99,2291,321.109,3.002
"2022-05-04 17:20:00",90,-99,31.27,-99,2148,321.176,3.002
"2022-05-04 17:40:00",91,32.46,36.5,2198,2367,321.515,3.002
"2022-05-04 18:00:00",92,43.03,41.93,2640,2594,320.701,3.002
"2022-05-04 18:20:00",93,40.16,50.54,2520,2954,320.566,3.004
"2022-05-04 18:40:00",94,46.59,51.28,2789,2985,319.688,3.001
"2022-05-04 19:00:00",95,43.58,52.5,2663,3036,319.664,3.002
"2022-05-04 19:20:00",96,43.63,52.33,2665,3029,318.93,3.002
"2022-05-04 19:40:00",97,42.7,52.12,2626,3020,318.022,3.002
"2022-05-04 20:00:00",98,42.03,52.24,2598,3025,317.422,3.002
"2022-05-04 20:20:00",99,42.24,51.57,2607,2997,316.618,3.003
"2022-05-04 20:40:00",100,41.45,51.3,2574,2986,315.464,3.001
"2022-05-04 21:00:00",101,39.95,50.68,2511,2960,315.863,3.003
"2022-05-04 21:20:00",102,40.31,49.75,2526,2921,315.897,3.005
"2022-05-04 21:40:00",103,39.64,49.56,2498,2913,315.037,3.002
"2022-05-04 22:00:00",104,39.85,49.65,2507,2917,314.484,3.001
"2022-05-04 22:20:00",105,38.73,48.58,2460,2872,313.787,3.002
"2022-05-04 22:40:00",106,39.66,48.74,2499,2879,313.451,3.001
"2022-05-04 23:00:00",107,40.14,48.67,2519,2876,313.167,3.002
"2022-05-04 23:20:00",108,38.03,47.69,2431,2835,312.812,3.001
"2022-05-04 23:40:00",109,38.68,47.43,2458,2824,313.605,3.006
"2022-05-05 00:00:00",110,39.97,48.24,2512,2858,313.197,3.002
"2022-05-05 00:20:00",111,38.03,48.12,2431,2853,312.72,3.002
"2022-05-05 00:40:00",112,37.03,46.55,2389,2787,312.454,3.002
"2022-05-05 01:00:00",113,38.3,46.95,2442,2804,312.418,3.002
"2022-05-05 01:20:00",114,39.23,47.96,2481,2846,313.018,3.005
"2022-05-05 01:40:00",115,37.46,47.17,2407,2813,312.326,3.001
"2022-05-05 02:00:00",116,38.03,46.64,2431,2791,311.951,3.002
"2022-05-05 02:20:00",117,38.08,46.47,2433,2784,312.191,3.004
"2022-05-05 02:40:00",118,37.49,46.14,2408,2770,311.561,3.002
"2022-05-05 03:00:00",119,37.77,46.07,2420,2767,312.167,3.006
"2022-05-05 03:20:00",120,37.39,45.78,2404,2755,311.842,3.004
"2022-05-05 03:40:00",121,38.61,46.09,2455,2768,311.395,3.002
"2022-05-05 04:00:00",122,38.37,46.45,2445,2783,311.007,3.001
"2022-05-05 04:20:00",123,38.35,46.19,2444,2772,311.785,3.005
"2022-05-05 04:40:00",124,38.78,46.55,2462,2787,311.511,3.003
"2022-05-05 05:00:00",125,37.34,46.19,2402,2772,310.812,3.002
"2022-05-05 05:20:00",126,37.8,45.49,2421,2743,311.473,3.004
"2022-05-05 05:40:00",127,39.02,45.8,2472,2756,310.946,3.002
"2022-05-05 06:00:00",128,37.99,46.81,2429,2798,310.72,3.001
"2022-05-05 06:20:00",129,36.27,44.35,2357,2695,310.86,3.002
"2022-05-05 06:40:00",130,36.41,44.11,2363,2685,310.739,3.001
"2022-05-05 07:00:00",131,34.57,42.31,2286,2610,311.413,3.003
"2022-05-05 07:20:00",132,32.49,39.61,2199,2497,311.362,3.002
"2022-05-05 07:40:00",133,32.37,37.29,2194,2400,312.222,3.004
"2022-05-05 08:00:00",134,30.67,35.55,2123,2327,312.799,3.002
"2022-05-05 08:20:00",135,31.29,35.26,2149,2315,313.617,3.004
"2022-05-05 08:40:00",136,31.22,35.74,2146,2335,314.634,3.003
"2022-05-05 09:00:00",137,31.22,35.26,2146,2315,316.165,3.004
"2022-05-05 09:20:00",138,31.44,35.38,2155,2320,316.023,3.001
"2022-05-05 09:40:00",139,29.69,34.19,2082,2270,316.5,3.002
"2022-05-05 10:00:00",140,29.81,33.76,2087,2252,317.303,3.003
"2022-05-05 10:20:00",141,29.02,33.37,2054,2236,317.369,3.002
"2022-05-05 10:40:00",142,29.38,33.37,2069,2236,317.429,3.001
