"TOA5","25932","CR1000X","25932","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Temp_Data"
"TIMESTAMP","RECORD","Pre_Temp_Down_Outer","Max_Temp_Down_Outer","Post_Temp_Down_Outer","Pre_Temp_Upper_Outer","Max_Temp_Upper_Outer","Post_Temp_Upper_Outer","Pre_Temp_Down_Inner","Max_Temp_Down_Inner","Post_Temp_Down_Inner","Pre_Temp_Upper_Inner","Max_Temp_Upper_Inner","Post_Temp_Upper_Inner"
"2022-05-03 19:40:00",25,20.15,0.34,20.431,20.364,0.273,20.592,21.44,0.296,21.689,21.465,0.213,21.647
"2022-05-03 20:00:00",26,19.249,0.344,19.539,19.48,0.279,19.717,20.589,0.297,20.841,20.646,0.216,20.833
"2022-05-03 20:20:00",27,18.559,0.351,18.862,18.764,0.289,19.016,19.862,0.301,20.122,19.919,0.223,20.115
"2022-05-03 20:40:00",28,18.066,0.35,18.368,18.256,0.291,18.511,19.291,0.304,19.556,19.338,0.229,19.543
"2022-05-03 21:00:00",29,17.567,0.35,17.87,17.756,0.295,18.017,18.756,0.303,19.021,18.804,0.231,19.012
"2022-05-03 21:20:00",30,17.134,0.35,17.438,17.332,0.296,17.594,18.281,0.305,18.549,18.335,0.233,18.545
"2022-05-03 21:40:00",31,16.701,0.349,17.004,16.916,0.294,17.176,17.823,0.304,18.09,17.886,0.233,18.097
"2022-05-03 22:00:00",32,16.27,0.349,16.572,16.476,0.294,16.736,17.376,0.303,17.642,17.439,0.234,17.651
"2022-05-03 22:20:00",33,15.866,0.353,16.174,16.077,0.3,16.345,16.944,0.305,17.213,17.012,0.236,17.226
"2022-05-03 22:40:00",34,15.498,0.35,15.803,15.719,0.299,15.986,16.551,0.305,16.82,16.624,0.236,16.839
"2022-05-03 23:00:00",35,15.143,0.352,15.451,15.361,0.301,15.631,16.169,0.308,16.441,16.244,0.24,16.463
"2022-05-03 23:20:00",36,14.801,0.352,15.11,15.011,0.301,15.281,15.812,0.308,16.085,15.886,0.24,16.105
"2022-05-03 23:40:00",37,14.477,0.35,14.783,14.686,0.3,14.955,15.472,0.308,15.745,15.545,0.24,15.765
"2022-05-04 00:00:00",38,14.151,0.35,14.458,14.358,0.3,14.628,15.135,0.307,15.408,15.208,0.241,15.428
"2022-05-04 00:20:00",39,13.859,0.348,14.164,14.071,0.302,14.343,14.819,0.307,15.092,14.892,0.242,15.115
"2022-05-04 00:40:00",40,13.555,0.35,13.861,13.778,0.299,14.047,14.504,0.306,14.776,14.582,0.24,14.802
"2022-05-04 01:00:00",41,13.203,0.354,13.514,13.431,0.304,13.705,14.155,0.305,14.426,14.237,0.239,14.457
"2022-05-04 01:20:00",42,12.898,0.353,13.208,13.139,0.304,13.413,13.83,0.305,14.101,13.919,0.24,14.139
"2022-05-04 01:40:00",43,12.634,0.355,12.947,12.886,0.307,13.164,13.527,0.31,13.804,13.623,0.244,13.848
"2022-05-04 02:00:00",44,12.398,0.353,12.71,12.646,0.306,12.924,13.265,0.311,13.543,13.359,0.245,13.585
"2022-05-04 02:20:00",45,12.195,0.353,12.507,12.45,0.305,12.725,13.024,0.313,13.304,13.119,0.246,13.346
"2022-05-04 02:40:00",46,11.978,0.354,12.291,12.231,0.306,12.509,12.786,0.312,13.066,12.88,0.246,13.107
"2022-05-04 03:00:00",47,11.804,0.357,12.121,12.063,0.308,12.343,12.573,0.314,12.855,12.666,0.247,12.895
"2022-05-04 03:20:00",48,11.642,0.357,11.96,11.897,0.309,12.179,12.381,0.314,12.663,12.471,0.248,12.701
"2022-05-04 03:40:00",49,11.494,0.357,11.812,11.755,0.307,12.035,12.204,0.314,12.487,12.294,0.247,12.523
"2022-05-04 04:00:00",50,11.38,0.357,11.699,11.642,0.31,11.925,12.047,0.315,12.332,12.134,0.25,12.367
"2022-05-04 04:20:00",51,11.308,0.356,11.626,11.574,0.308,11.855,11.924,0.317,12.211,12.011,0.25,12.244
"2022-05-04 04:40:00",52,11.186,0.357,11.506,11.447,0.308,11.729,11.801,0.315,12.085,11.884,0.248,12.115
"2022-05-04 05:00:00",53,11.118,0.358,11.438,11.379,0.309,11.662,11.69,0.316,11.977,11.769,0.25,12.002
"2022-05-04 05:20:00",54,10.998,0.355,11.315,11.256,0.305,11.534,11.575,0.315,11.86,11.653,0.247,11.883
"2022-05-04 05:40:00",55,10.896,0.354,11.211,11.156,0.303,11.431,11.456,0.315,11.741,11.532,0.248,11.763
"2022-05-04 06:00:00",56,10.774,0.36,11.097,11.03,0.307,11.311,11.323,0.316,11.61,11.396,0.248,11.628
"2022-05-04 06:20:00",57,10.732,0.366,11.063,10.98,0.311,11.267,11.233,0.318,11.523,11.299,0.251,11.534
"2022-05-04 06:40:00",58,10.814,0.369,11.15,11.055,0.316,11.349,11.222,0.323,11.518,11.278,0.253,11.517
"2022-05-04 07:00:00",59,10.941,0.368,11.277,11.171,0.313,11.461,11.278,0.327,11.579,11.323,0.253,11.562
"2022-05-04 07:20:00",60,11.12,0.377,11.466,11.338,0.311,11.626,11.377,0.336,11.688,11.409,0.251,11.646
"2022-05-04 07:40:00",61,11.36,0.388,11.72,11.567,0.31,11.855,11.536,0.347,11.859,11.551,0.248,11.786
"2022-05-04 08:00:00",62,11.689,0.392,12.053,11.891,0.31,12.179,11.768,0.356,12.101,11.767,0.249,12.004
"2022-05-04 08:20:00",63,12.019,0.396,12.387,12.222,0.311,12.511,12.028,0.359,12.363,12.015,0.251,12.254
"2022-05-04 08:40:00",64,12.36,0.395,12.726,12.559,0.311,12.847,12.31,0.361,12.647,12.287,0.252,12.526
"2022-05-04 09:00:00",65,12.669,0.399,13.04,12.867,0.313,13.158,12.581,0.363,12.92,12.55,0.252,12.79
"2022-05-04 09:20:00",66,12.983,0.403,13.357,13.168,0.312,13.458,12.859,0.367,13.203,12.817,0.251,13.056
"2022-05-04 09:40:00",67,13.254,0.406,13.632,13.455,0.312,13.745,13.123,0.37,13.468,13.084,0.251,13.322
"2022-05-04 10:00:00",68,13.635,0.405,14.009,13.838,0.303,14.117,13.445,0.374,13.795,13.401,0.251,13.639
"2022-05-04 10:20:00",69,13.911,0.405,14.286,14.1,0.307,14.382,13.721,0.371,14.068,13.671,0.248,13.907
"2022-05-04 10:40:00",70,14.169,0.4,14.539,14.36,0.302,14.638,13.989,0.367,14.331,13.938,0.246,14.171
"2022-05-04 11:00:00",71,14.619,0.424,15.023,14.752,0.321,15.057,14.291,0.379,14.648,14.221,0.25,14.461
"2022-05-04 11:20:00",72,15.65,0.418,16.038,15.651,0.334,15.971,14.884,0.395,15.263,14.738,0.266,14.997
"2022-05-04 11:40:00",73,15.671,0.402,16.039,15.842,0.3,16.116,15.276,0.374,15.625,15.175,0.244,15.407
"2022-05-04 12:00:00",74,16.001,0.411,16.381,16.191,0.309,16.478,15.589,0.381,15.947,15.505,0.25,15.744
"2022-05-04 12:20:00",75,16.853,-99,17.316,16.86,0.335,17.185,16.113,0.401,16.498,15.974,0.262,16.229
"2022-05-04 12:40:00",76,17.393,0.416,17.781,17.385,0.306,17.668,16.703,0.387,17.067,16.528,0.247,16.764
"2022-05-04 13:00:00",77,18.496,0.369,18.803,18.02,0.312,18.309,17.34,0.409,17.731,16.986,0.263,17.243
"2022-05-04 13:20:00",78,19.217,-99,19.709,19.092,0.329,19.409,18.098,0.408,18.492,17.786,0.273,18.055
"2022-05-04 13:40:00",79,20.687,0.439,21.117,20.162,0.334,20.484,19.2,0.418,19.605,18.705,0.28,18.981
"2022-05-04 14:00:00",80,21.739,-99,22.238,21.346,0.355,21.697,20.222,0.418,20.628,19.736,0.284,20.017
"2022-05-04 14:20:00",81,23.745,-99,24.28,23.043,0.357,23.395,21.758,0.426,22.176,21.126,-99,21.411
"2022-05-04 14:40:00",82,24.436,0.398,24.802,23.843,0.303,24.127,22.832,0.388,23.198,22.158,0.259,22.408
"2022-05-04 15:00:00",83,25.616,0.463,26.074,24.754,-99,25.131,23.722,0.412,24.122,22.901,0.286,23.185
"2022-05-04 15:20:00",84,27.878,0.364,28.156,26.785,0.328,27.088,25.32,0.437,25.748,24.394,-99,24.707
"2022-05-04 15:40:00",85,25.771,0.298,25.968,25.593,0.221,25.735,25.209,0.32,25.475,24.705,0.204,24.879
"2022-05-04 16:00:00",86,24.083,0.359,24.382,24.087,0.26,24.295,24.178,0.328,24.459,23.919,0.201,24.089
"2022-05-04 16:20:00",87,23.072,0.383,23.416,23.126,0.282,23.371,23.375,0.336,23.67,23.206,0.21,23.389
"2022-05-04 16:40:00",88,23.081,-99,23.555,23.125,0.339,23.458,23.114,0.362,23.45,22.955,0.236,23.175
"2022-05-04 17:00:00",89,24.638,-99,25.18,24.312,-99,24.7,23.918,0.39,24.295,23.569,0.261,23.822
"2022-05-04 17:20:00",90,26.739,-99,27.222,26.328,-99,26.714,25.248,0.416,25.658,24.732,-99,25.036
"2022-05-04 17:40:00",91,27.758,0.407,28.137,27.45,0.307,27.732,26.39,0.378,26.751,25.869,0.277,26.14
"2022-05-04 18:00:00",92,27.749,0.338,28.016,27.565,0.267,27.781,26.855,0.344,27.169,26.392,0.25,26.627
"2022-05-04 18:20:00",93,25.86,0.354,26.153,25.886,0.255,26.081,26.115,0.302,26.367,25.854,0.202,26.02
"2022-05-04 18:40:00",94,24.32,0.319,24.562,24.463,0.24,24.635,25.084,0.298,25.328,24.936,0.201,25.101
"2022-05-04 19:00:00",95,22.841,0.334,23.109,23.008,0.256,23.209,23.937,0.293,24.179,23.876,0.202,24.043
"2022-05-04 19:20:00",96,21.701,0.333,21.97,21.918,0.265,22.132,22.931,0.293,23.174,22.929,0.21,23.106
"2022-05-04 19:40:00",97,20.663,0.337,20.94,20.909,0.273,21.134,21.987,0.293,22.232,22.033,0.213,22.215
"2022-05-04 20:00:00",98,19.736,0.34,20.019,19.948,0.277,20.18,21.112,0.292,21.358,21.174,0.215,21.358
"2022-05-04 20:20:00",99,18.921,0.338,19.202,19.123,0.282,19.361,20.31,0.294,20.559,20.379,0.219,20.57
"2022-05-04 20:40:00",100,18.146,0.341,18.433,18.352,0.284,18.594,19.563,0.294,19.813,19.643,0.222,19.837
"2022-05-04 21:00:00",101,17.5,0.35,17.803,17.686,0.297,17.95,18.873,0.297,19.129,18.953,0.226,19.153
"2022-05-04 21:20:00",102,17.041,0.348,17.341,17.244,0.298,17.506,18.322,0.301,18.585,18.404,0.232,18.612
"2022-05-04 21:40:00",103,16.531,0.351,16.836,16.736,0.298,17.001,17.786,0.301,18.049,17.872,0.232,18.081
"2022-05-04 22:00:00",104,16.061,0.349,16.363,16.264,0.299,16.529,17.295,0.3,17.557,17.384,0.231,17.591
"2022-05-04 22:20:00",105,15.691,0.355,16.002,15.9,0.303,16.173,16.839,0.304,17.108,16.926,0.236,17.141
"2022-05-04 22:40:00",106,15.266,0.349,15.568,15.481,0.296,15.742,16.422,0.303,16.688,16.513,0.234,16.725
"2022-05-04 23:00:00",107,14.812,0.346,15.11,15.012,0.296,15.274,15.969,0.303,16.235,16.056,0.236,16.269
"2022-05-04 23:20:00",108,14.455,0.358,14.773,14.648,0.31,14.93,15.545,0.307,15.818,15.628,0.24,15.848
"2022-05-04 23:40:00",109,14.252,0.355,14.566,14.447,0.308,14.726,15.25,0.309,15.525,15.327,0.243,15.55
"2022-05-05 00:00:00",110,13.98,0.347,14.281,14.192,0.299,14.458,14.972,0.305,15.243,15.05,0.241,15.271
"2022-05-05 00:20:00",111,13.64,0.358,13.959,13.822,0.308,14.102,14.617,0.305,14.888,14.689,0.242,14.911
"2022-05-05 00:40:00",112,13.563,0.364,13.891,13.737,0.317,14.029,14.395,0.312,14.677,14.455,0.248,14.685
"2022-05-05 01:00:00",113,13.498,0.356,13.813,13.699,0.304,13.974,14.268,0.31,14.547,14.327,0.246,14.556
"2022-05-05 01:20:00",114,13.209,0.351,13.515,13.417,0.304,13.687,14.035,0.306,14.308,14.098,0.242,14.321
"2022-05-05 01:40:00",115,13.045,0.361,13.368,13.234,0.315,13.523,13.803,0.309,14.082,13.857,0.247,14.087
"2022-05-05 02:00:00",116,12.934,0.357,13.249,13.133,0.311,13.415,13.649,0.311,13.929,13.702,0.248,13.932
"2022-05-05 02:20:00",117,12.711,0.357,13.028,12.903,0.31,13.185,13.44,0.312,13.72,13.494,0.248,13.723
"2022-05-05 02:40:00",118,12.569,0.36,12.891,12.753,0.313,13.039,13.251,0.313,13.534,13.298,0.25,13.531
"2022-05-05 03:00:00",119,12.451,0.359,12.77,12.637,0.313,12.923,13.102,0.314,13.385,13.148,0.25,13.38
"2022-05-05 03:20:00",120,12.334,0.361,12.658,12.521,0.316,12.812,12.945,0.315,13.23,12.988,0.252,13.223
"2022-05-05 03:40:00",121,12.226,0.353,12.537,12.431,0.308,12.71,12.818,0.313,13.1,12.861,0.251,13.095
"2022-05-05 04:00:00",122,12.032,0.354,12.345,12.233,0.305,12.507,12.646,0.311,12.925,12.692,0.248,12.922
"2022-05-05 04:20:00",123,11.89,0.355,12.205,12.083,0.311,12.366,12.477,0.313,12.759,12.518,0.25,12.751
"2022-05-05 04:40:00",124,11.681,0.352,11.992,11.884,0.307,12.162,12.294,0.311,12.573,12.339,0.248,12.569
"2022-05-05 05:00:00",125,11.516,0.36,11.84,11.688,0.315,11.978,12.103,0.312,12.385,12.14,0.249,12.372
"2022-05-05 05:20:00",126,11.517,0.358,11.837,11.699,0.313,11.986,12.014,0.316,12.301,12.045,0.253,12.283
"2022-05-05 05:40:00",127,11.46,0.35,11.767,11.668,0.308,11.946,11.941,0.314,12.226,11.973,0.252,12.209
"2022-05-05 06:00:00",128,11.237,0.356,11.557,11.429,0.307,11.709,11.782,0.309,12.06,11.82,0.246,12.048
"2022-05-05 06:20:00",129,11.414,0.367,11.748,11.603,0.324,11.906,11.763,0.321,12.058,11.783,0.259,12.029
"2022-05-05 06:40:00",130,11.561,0.366,11.894,11.759,0.322,12.058,11.83,0.322,12.127,11.845,0.259,12.091
"2022-05-05 07:00:00",131,11.878,0.379,12.229,12.056,0.326,12.363,11.987,0.332,12.296,11.982,0.263,12.233
"2022-05-05 07:20:00",132,12.351,0.394,12.72,12.458,0.326,12.767,12.281,0.347,12.607,12.235,0.261,12.485
"2022-05-05 07:40:00",133,12.771,0.396,13.139,12.892,0.313,13.184,12.625,0.362,12.965,12.554,0.253,12.796
"2022-05-05 08:00:00",134,13.198,0.41,13.583,13.293,0.312,13.582,12.97,0.374,13.322,12.879,0.247,13.115
"2022-05-05 08:20:00",135,13.648,0.406,14.027,13.737,0.31,14.026,13.354,0.377,13.709,13.244,0.248,13.482
"2022-05-05 08:40:00",136,14.076,0.408,14.458,14.148,0.312,14.44,13.734,0.375,14.087,13.608,0.248,13.845
"2022-05-05 09:00:00",137,14.54,0.41,14.921,14.612,0.301,14.891,14.145,0.38,14.502,14.01,0.243,14.242
"2022-05-05 09:20:00",138,14.882,0.408,15.259,14.931,0.3,15.208,14.503,0.379,14.857,14.358,0.24,14.586
"2022-05-05 09:40:00",139,15.292,0.423,15.688,15.394,0.309,15.682,14.864,0.388,15.23,14.73,0.245,14.964
"2022-05-05 10:00:00",140,15.775,0.423,16.169,15.884,0.302,16.162,15.293,0.392,15.663,15.159,0.245,15.394
"2022-05-05 10:20:00",141,16.237,0.43,16.642,16.346,0.312,16.638,15.722,0.395,16.095,15.582,0.248,15.82
"2022-05-05 10:40:00",142,16.713,0.427,17.112,16.812,0.305,17.096,16.173,0.395,16.545,16.025,0.244,16.259
