"TOA5","25932","CR1000X","25932","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Diagnostic_Data"
"TIMESTAMP","RECORD","Batt_volt","PTemp","Tmax_Outer","Tmax_Inner","uTmax_Outer","uTmax_Inner","AvgVolts","AvgCurrent","MinVolts","MaxVolts","Diagnostic"
"TS","RN","","","secs","secs","sec","sec","Volts","amps","Volts","Volts",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-05-03 11:20:00",0,12.62,29.23,47.751,51.781,53.385,55.557,11.32,0.287,12.05,11.32,0
"2022-05-03 11:40:00",1,12.62,33.45,45.082,47.614,45.183,51.907,11.35,0.288,12.07,11.34,0
"2022-05-03 12:00:00",2,12.62,36.75,45.86,47.826,44.981,52.533,11.36,0.288,12.08,11.35,0
"2022-05-03 12:20:00",3,12.63,43.86,56.982,49.843,49.223,55.275,11.37,0.289,12.1,11.36,0
"2022-05-03 12:40:00",4,12.63,42.32,46.789,49.168,47.306,51.547,11.38,0.289,12.1,11.37,0
"2022-05-03 13:00:00",5,12.63,46.74,42.647,49.835,47.713,54.437,11.4,0.289,12.11,11.39,0
"2022-05-03 13:20:00",6,12.64,55.11,46.429,48.652,46.532,55.583,11.41,0.289,12.13,11.41,0
"2022-05-03 13:40:00",7,12.65,59.08,43.893,50.564,47.048,54.857,11.42,0.29,12.14,11.42,0
"2022-05-03 14:00:00",8,12.65,61.51,48.405,51.199,50.836,57.561,11.43,0.29,12.15,11.43,0
"2022-05-03 14:20:00",9,12.66,62.6,51.349,53.055,50.625,59.157,11.44,0.291,12.16,11.44,0
"2022-05-03 14:40:00",10,12.66,63.11,41.459,47.407,43.064,52.422,11.45,0.291,12.17,11.45,0
"2022-05-03 15:00:00",11,12.67,50.71,-99,55.738,-99,58.945,11.44,0.291,12.15,11.44,0
"2022-05-03 15:20:00",12,12.66,37.98,38.257,51.397,42.654,-99,11.43,0.29,12.12,11.43,0
"2022-05-03 15:40:00",13,12.66,31.51,38.943,42.824,39.874,45.772,11.42,0.29,12.1,11.41,0
"2022-05-03 16:00:00",14,12.65,30.02,41.171,42.724,41.688,45.672,11.41,0.289,12.1,11.41,0
"2022-05-03 16:20:00",15,12.65,28.13,41.894,44.275,44.327,47.482,11.4,0.289,12.09,11.4,0
"2022-05-03 16:40:00",16,12.65,29.18,47.849,46.245,47.124,49.298,11.4,0.289,12.09,11.39,0
"2022-05-03 17:00:00",17,12.65,34.68,-99,50.114,-99,51.407,11.4,0.289,12.1,11.4,0
