"TOA5","31406","CR1000X","31406","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Water_Data"
"2022-05-04 04:20:00",54,37.15,34.23,2394,2272,319.226,3.003
"2022-05-04 04:40:00",55,35.96,34.23,2344,2272,319.32,3.004
"2022-05-04 05:00:00",56,35.21,33.95,2313,2260,319.195,3.003
"2022-05-04 05:20:00",57,36.29,33.85,2358,2256,319.489,3.006
"2022-05-04 05:40:00",58,36.29,33.59,2358,2245,318.636,3.002
"2022-05-04 06:00:00",59,35.93,33.52,2343,2242,318.317,3.001
"2022-05-04 06:20:00",60,29.38,32.7,2069,2208,318.976,3.002
"2022-05-04 06:40:00",61,-99,26.51,-99,1949,319.447,3.005
"2022-05-04 07:00:00",62,24.74,26.92,1875,1966,318.677,3.001
"2022-05-04 07:20:00",63,34.19,25.53,2270,1908,318.949,3.002
"2022-05-04 07:40:00",64,27.64,25.1,1996,1890,319.234,3.001
"2022-05-04 08:00:00",65,18,23.28,1593,1814,318.862,3.001
"2022-05-04 08:20:00",66,25.6,21.4,1911,1735,319.276,3.001
"2022-05-04 08:40:00",67,20.2,20.44,1685,1695,319.199,3.002
"2022-05-04 09:00:00",68,19.36,19.72,1650,1665,320.224,3.002
"2022-05-04 09:20:00",69,21.9,20.32,1756,1690,320.663,3.001
"2022-05-04 09:40:00",70,21.66,20.54,1746,1699,320.619,3.001
"2022-05-04 10:00:00",71,25.29,20.61,1898,1702,321.238,3.001
"2022-05-04 10:20:00",72,21.64,19.7,1745,1664,322.284,3.005
"2022-05-04 10:40:00",73,22.28,20.08,1772,1680,323.594,3.004
"2022-05-04 11:00:00",74,22.28,19.84,1772,1670,324.101,3.006
"2022-05-04 11:20:00",75,22.9,19.65,1798,1662,323.108,3.002
"2022-05-04 11:40:00",76,21.01,18.72,1719,1623,323.087,3.001
"2022-05-04 12:00:00",77,23.5,19.34,1823,1649,323.015,3.002
"2022-05-04 12:20:00",78,22.38,19.34,1776,1649,322.952,3.002
"2022-05-04 12:40:00",79,21.66,18.86,1746,1629,323.762,3.001
"2022-05-04 13:00:00",80,21.25,18.86,1729,1629,324.959,3.004
"2022-05-04 13:20:00",81,22.33,19.53,1774,1657,325.077,3.006
"2022-05-04 13:40:00",82,20.89,18.91,1714,1631,325.291,3.006
"2022-05-04 14:00:00",83,22.62,19.41,1786,1652,324.146,3.001
"2022-05-04 14:20:00",84,21.4,19.56,1735,1658,324.824,3.002
"2022-05-04 14:40:00",85,22.42,20.13,1778,1682,324.618,3.001
"2022-05-04 15:00:00",86,21.44,19.99,1737,1676,324.651,3.002
"2022-05-04 15:20:00",87,22.4,20.32,1777,1690,324.359,3.001
"2022-05-04 15:40:00",88,23.57,20.61,1826,1702,325.437,3.006
"2022-05-04 16:00:00",89,21.78,21.13,1751,1724,324.125,3.001
"2022-05-04 16:20:00",90,25.2,21.61,1894,1744,325.283,3.006
"2022-05-04 16:40:00",91,24.26,22.78,1855,1793,324.734,3.005
"2022-05-04 17:00:00",92,25.53,24.12,1908,1849,325.032,3.006
"2022-05-04 17:20:00",93,26.58,24.93,1952,1883,324.107,3.001
"2022-05-04 17:40:00",94,28.38,26.2,2027,1936,324.222,3.004
"2022-05-04 18:00:00",95,29.09,27.68,2057,1998,323.08,3.002
"2022-05-04 18:20:00",96,31.01,29.14,2137,2059,323.367,3.001
"2022-05-04 18:40:00",97,34.43,32.18,2280,2186,323.667,3.006
"2022-05-04 19:00:00",98,37.32,34.69,2401,2291,322.763,3.002
"2022-05-04 19:20:00",99,39.23,36.43,2481,2364,322.759,3.005
"2022-05-04 19:40:00",100,41,37.87,2555,2424,322.257,3.003
"2022-05-04 20:00:00",101,40.38,38.39,2529,2446,321.75,3.002
"2022-05-04 20:20:00",102,39.88,38.42,2508,2447,321.824,3.005
"2022-05-04 20:40:00",103,39.97,38.01,2512,2430,321.332,3.002
"2022-05-04 21:00:00",104,40.31,37.84,2526,2423,320.484,3.001
"2022-05-04 21:20:00",105,40.11,37.82,2518,2422,321.207,3.003
"2022-05-04 21:40:00",106,40.66,38.18,2541,2437,321.415,3.005
"2022-05-04 22:00:00",107,40.33,38.18,2527,2437,320.527,3.001
"2022-05-04 22:20:00",108,40.07,37.77,2516,2420,320.105,3.001
"2022-05-04 22:40:00",109,41.05,38.37,2557,2445,320.634,3.002
"2022-05-04 23:00:00",110,40.86,38.51,2549,2451,320.637,3.004
"2022-05-04 23:20:00",111,39.42,38.13,2489,2435,320.249,3.003
"2022-05-04 23:40:00",112,40.07,38.11,2516,2434,319.209,3.001
"2022-05-05 00:00:00",113,40.98,38.61,2554,2455,319.334,3.002
"2022-05-05 00:20:00",114,39.33,38.35,2485,2444,319.71,3.003
"2022-05-05 00:40:00",115,38.94,38.13,2469,2435,319.385,3.001
"2022-05-05 01:00:00",116,38.66,38.01,2457,2430,318.69,3.001
"2022-05-05 01:20:00",117,38.01,37.87,2430,2424,318.815,3.002
"2022-05-05 01:40:00",118,38.9,38.08,2467,2433,319.164,3.002
"2022-05-05 02:00:00",119,38.27,37.49,2441,2408,319.289,3.003
"2022-05-05 02:20:00",120,38.73,37.46,2460,2407,319.174,3.003
"2022-05-05 02:40:00",121,39.04,37.27,2473,2399,319.035,3.001
"2022-05-05 03:00:00",122,38.9,37.15,2467,2394,318.264,3.001
"2022-05-05 03:20:00",123,38.75,36.86,2461,2382,318.423,3.001
"2022-05-05 03:40:00",124,38.08,36.53,2433,2368,319.08,3.004
"2022-05-05 04:00:00",125,38.25,36.39,2440,2362,319.158,3.004
"2022-05-05 04:20:00",126,38.01,36.31,2430,2359,318.698,3.001
"2022-05-05 04:40:00",127,38.37,36.5,2445,2367,318.994,3.003
"2022-05-05 05:00:00",128,37.7,36.17,2417,2353,318.854,3.003
"2022-05-05 05:20:00",129,37.94,36.1,2427,2350,319.169,3.006
"2022-05-05 05:40:00",130,37.51,35.84,2409,2339,318.621,3.001
"2022-05-05 06:00:00",131,37.75,36.07,2419,2349,319.039,3.005
"2022-05-05 06:20:00",132,31.32,35.19,2150,2312,319.042,3.005
"2022-05-05 06:40:00",133,-99,26.25,-99,1938,318.316,3.001
"2022-05-05 07:00:00",134,-99,26.03,-99,1929,318.174,3.002
"2022-05-05 07:20:00",135,34.23,25.68,2272,1914,319.199,3.004
"2022-05-05 07:40:00",136,28.85,25.01,2047,1886,318.527,3.002
"2022-05-05 08:00:00",137,15.78,21.37,1500,1734,318.532,3.002
"2022-05-05 08:20:00",138,23.4,17.95,1819,1591,319.113,3.002
"2022-05-05 08:40:00",139,16.97,18.1,1550,1597,319.141,3.002
"2022-05-05 09:00:00",140,17.38,16.54,1567,1532,319.834,3.004
"2022-05-05 09:20:00",141,16.54,17.05,1532,1553,320.916,3.003
"2022-05-05 09:40:00",142,24.77,18.38,1876,1609,320.857,3.001
"2022-05-05 10:00:00",143,24.22,18.41,1853,1610,321.057,3.002
"2022-05-05 10:20:00",144,22.62,18.6,1786,1618,321.58,3.002
"2022-05-05 10:40:00",145,20.82,17.91,1711,1589,322.763,3.005
"2022-05-05 11:00:00",146,20.08,17.48,1680,1571,322.446,3.001
"2022-05-05 11:20:00",147,20.42,17.69,1694,1580,323.198,3.004
"2022-05-05 11:40:00",148,20.27,17.64,1688,1578,322.126,3.001
"2022-05-05 12:00:00",149,20.92,17.67,1715,1579,322.908,3.003
"2022-05-05 12:20:00",150,20.06,17.52,1679,1573,322.134,3.001
