"TOA5","31406","CR1000X","31406","CR1000X.Std.05.01","CPU:sap_flow.CR1X","24332","Stem_Water_Data"
"TIMESTAMP","RECORD","SWC_Outer","SWC_Inner","Heat_Capacity_Outer","Heat_Capacity_Inner","Pulse_Energy","Pulse_Duration"
"TS","RN","%","%","kJ/m^3","kJ/m^3","J/m","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-05-03 10:20:00",0,23.14,19.48,1808,1655,323.537,3.004
"2022-05-03 10:40:00",1,22.81,19.15,1794,1641,324.949,3.002
"2022-05-03 11:00:00",2,27.25,20.58,1980,1701,324.544,3.002
"2022-05-03 11:20:00",3,22.95,19.99,1800,1676,325.311,3.006
"2022-05-03 11:40:00",4,22.04,20.08,1762,1680,324.249,3.001
"2022-05-03 12:00:00",5,21.18,19.36,1726,1650,324.379,3.002
"2022-05-03 12:20:00",6,20.73,19.32,1707,1648,324.504,3.004
"2022-05-03 12:40:00",7,21.99,19.53,1760,1657,325.105,3.005
"2022-05-03 13:00:00",8,24.41,20.8,1861,1710,325.036,3.003
"2022-05-03 13:20:00",9,21.64,19.94,1745,1674,324.856,3.002
"2022-05-03 13:40:00",10,24.36,20.82,1859,1711,324.64,3.001
"2022-05-03 14:00:00",11,23.09,20.37,1806,1692,325.241,3.003
"2022-05-03 14:20:00",12,24.12,21.25,1849,1729,325.537,3.005
"2022-05-03 14:40:00",13,23.48,21.54,1822,1741,325.344,3.004
"2022-05-03 15:00:00",14,24.05,21.99,1846,1760,325.089,3.002
"2022-05-03 15:20:00",15,24.89,22.16,1881,1767,324.442,3.001
"2022-05-03 15:40:00",16,26.42,24.31,1945,1857,324.352,3.001
"2022-05-03 16:00:00",17,26.68,25.6,1956,1911,324.775,3.001
"2022-05-03 16:20:00",18,24.93,24.93,1883,1883,324.225,3.001
"2022-05-03 16:40:00",19,26.87,25.1,1964,1890,324.637,3.001
"2022-05-03 17:00:00",20,27.25,25.94,1980,1925,324.532,3.002
"2022-05-03 17:20:00",21,29.36,26.78,2068,1960,323.335,3.001
"2022-05-03 17:40:00",22,29.12,27.8,2058,2003,323.274,3.002
"2022-05-03 18:00:00",23,30.96,28.66,2135,2039,323.815,3.003
"2022-05-03 18:20:00",24,32.87,29.93,2215,2092,323.25,3.001
"2022-05-03 18:40:00",25,32.54,31.53,2201,2159,323.512,3.005
"2022-05-03 19:00:00",26,36.94,34.07,2385,2265,323.164,3.004
"2022-05-03 19:20:00",27,36.7,35.07,2375,2307,321.749,3.001
"2022-05-03 19:40:00",28,39.25,36.74,2482,2377,322.046,3.002
"2022-05-03 20:00:00",29,39.09,36.58,2475,2370,321.113,3.002
"2022-05-03 20:20:00",30,40.52,37.41,2535,2405,321.564,3.002
"2022-05-03 20:40:00",31,40.98,37.37,2554,2403,321.308,3.002
"2022-05-03 21:00:00",32,38.37,37.27,2445,2399,321.537,3.005
"2022-05-03 21:20:00",33,39.28,37.05,2483,2390,320.376,3.001
"2022-05-03 21:40:00",34,40.14,37.7,2519,2417,320.475,3.001
"2022-05-03 22:00:00",35,38.7,37.29,2459,2400,320.803,3.001
"2022-05-03 22:20:00",36,39.42,37.17,2489,2395,320.197,3.002
"2022-05-03 22:40:00",37,38.75,36.89,2461,2383,321.086,3.005
"2022-05-03 23:00:00",38,37.6,36.98,2413,2387,320.032,3.002
"2022-05-03 23:20:00",39,38.49,37.22,2450,2397,320.493,3.001
"2022-05-03 23:40:00",40,39.04,37.29,2473,2400,320.885,3.006
"2022-05-04 00:00:00",41,38.39,37.44,2446,2406,320.816,3.006
"2022-05-04 00:20:00",42,39.97,37.53,2512,2410,319.583,3.002
"2022-05-04 00:40:00",43,39.71,38.23,2501,2439,319.963,3.003
"2022-05-04 01:00:00",44,38.7,37.44,2459,2406,319.857,3.003
"2022-05-04 01:20:00",45,38.68,36.96,2458,2386,319.845,3.004
"2022-05-04 01:40:00",46,37.77,36.24,2420,2356,319.178,3.001
"2022-05-04 02:00:00",47,38.75,36.41,2461,2363,319.323,3.001
"2022-05-04 02:20:00",48,37.49,36.12,2408,2351,319.304,3.001
"2022-05-04 02:40:00",49,37.8,36.27,2421,2357,319.333,3.002
"2022-05-04 03:00:00",50,37.72,35.74,2418,2335,319.72,3.006
"2022-05-04 03:20:00",51,37.44,35.19,2406,2312,319.056,3.001
"2022-05-04 03:40:00",52,36.53,35.21,2368,2313,319.184,3.002
"2022-05-04 04:00:00",53,36.6,34.71,2371,2292,319.567,3.006
